Ligne;Mois;Annee;Loyer;LoyerPercu;LoyerImposable;CapitalRestantDu;Interets;InteretsAnnuels;Mensualite;MensualiteAnnuelle;AssurancePret;AssurantePretAnnuelle;AssurancePNO;EvolPNO;AssurancePNUAnnuelle;AssuranceGRL;AssuranceGRLAnnuelle;AssuranceCopro;AssuranceCoproAnnuelle;ChargesCopro;ChargesCoproAnnuelle;ChargesIndividuel;AutresCharges;AutresChargesAnnuelles;AutresRevenus;ChargesSCI;FraisAgence;FraisAgenceAnnuel;TaxeFonciere;TaxeFonciereAnnuelle;TravauxRenovation;TravauxRenovationAnnuel;TravauxEntretien;TravauxEntretienAnnuel;Tresorerie;Tresorerie Cumulee;DureeRestanteAnticipeIndiv;DateRemAnticipeIndiv;DateRemAnticipeIndivCalc;NbPartsFiscales;MontantImposableIndiv;Régime fiscal indiv;TotalImposable;TxImpots;MontantImpots;MontantCSG;ChargesDeductiblesCommunes;ChargesLMNP;AmortiBati;AmortiMeubles;TravauxRenovDeduc;TravauxRenovNonDeduc;MontantImposableSCI;ImpotsSCI;TresorerieSCI;DividendeVerse;TresorerieSCIRestante;TresorerieSCIRestanteCumulee;DureeRestanteAnticipeSCI;DateRemAnticipeSCI;DateRemAnticipeSCICalculee;TotalImposable;TxImpotsAssocie;ImpotsAssocie;CSGAssocie;DividendeNetAssocie;
19;12;2019;600;550;550;0;0;;0;;0;;30,05;;;10,2;131,8;0;0;51,5;663,5;174,75;0;;147,26;;0;;58,62;760,9;;;4,38;;330,71;;1200;Décembre 2120;25452;1;375,25;Reel;522,51;0;0;64,54;154,75;0;300;29,76;0;0;0;;;;;;;;;522,51;;;;;
20;1;2020;600;550;550;0;0;;0;;0;;30,05;;;10,2;20,4;0;0;51,5;103;154,75;0;;147,26;;0;;58,62;117,24;;;4,38;;300,65;;1200;Janvier 2120;25441;1;395,25;MicroFoncier;697,26;0;0;94,6;154,75;0;300;29,76;0;0;0;;;;;;;;;697,26;;;;;
21;2;2020;600;550;550;0;0;;0;;0;;30,05;;;10,2;30,6;0;0;51,5;154,5;154,75;0;;147,26;;0;;58,62;175,86;;;4,38;;300,65;;1200;Février 2120;25442;1;395,25;MicroFoncier;697,26;0;0;94,6;154,75;0;300;29,76;0;0;0;;;;;;;;;697,26;;;;;
22;3;2020;600;550;550;0;0;;0;;0;;30,05;;;10,2;40,8;0;0;51,5;206;154,75;0;;147,26;;0;;58,62;234,48;;;4,38;;300,65;;1200;Mars 2120;25443;1;395,25;MicroFoncier;697,26;0;0;94,6;154,75;0;300;29,76;0;0;0;;;;;;;;;697,26;;;;;
23;4;2020;600;550;550;0;0;;0;;0;;30,95;;;10,4;51,2;0;0;53,05;259,05;154,75;0;;155,36;;0;;58,91;293,39;;;4,6;;300,65;;1200;Avril 2120;25444;1;395,25;MicroFoncier;705,36;0;0;94,6;154,75;0;300;29,76;0;0;0;;;;;;;;;705,36;;;;;
24;5;2020;600;550;550;0;0;;0;;0;;30,95;;;10,4;61,6;0;0;53,05;312,1;157,91;0;;155,36;;0;;58,91;352,3;;;4,6;;297,49;;1200;Mai 2120;25445;1;392,09;MicroFoncier;705,36;0;0;94,6;157,91;0;404,17;29,76;0;0;0;;;;;;;;;705,36;;;;;
25;6;2020;600;550;550;0;0;;0;;0;;30,95;;;10,4;72;0;0;53,05;365,15;157,91;0;;155,36;;0;;58,91;411,21;;;4,6;;297,49;;1200;Juin 2120;25446;1;392,09;MicroFoncier;705,36;0;0;94,6;157,91;0;404,17;29,76;0;0;0;;;;;;;;;705,36;;;;;
26;7;2020;600;550;550;0;0;;0;;0;;30,95;;;10,4;82,4;0;0;53,05;418,2;157,91;0;;155,36;;0;;58,91;470,12;;;4,6;;297,49;;1200;Juillet 2120;25447;1;392,09;MicroFoncier;705,36;0;0;94,6;157,91;0;404,17;29,76;0;0;0;;;;;;;;;705,36;;;;;
27;8;2020;600;550;550;0;0;;0;;0;;30,95;;;10,4;92,8;0;0;53,05;471,25;157,91;0;;155,36;;0;;58,91;529,03;;;4,6;;297,49;;1200;Aout 2120;25448;1;392,09;MicroFoncier;705,36;0;0;94,6;157,91;0;404,17;29,76;0;0;0;;;;;;;;;705,36;;;;;
28;9;2020;600;550;550;0;0;;0;;0;;30,95;;;10,4;103,2;0;0;53,05;524,3;157,91;0;;155,36;;0;;58,91;587,94;;;4,6;;297,49;;1200;Septembre 2120;25449;1;392,09;MicroFoncier;705,36;0;0;94,6;157,91;0;404,17;29,76;0;0;0;;;;;;;;;705,36;;;;;
29;10;2020;600;550;550;0;0;;0;;0;;30,95;;;10,4;113,6;0;0;53,05;577,35;157,91;0;;155,36;;0;;58,91;646,85;;;4,6;;297,49;;1200;Octobre 2120;25450;1;392,09;MicroFoncier;705,36;0;0;94,6;157,91;0;404,17;29,76;0;0;0;;;;;;;;;705,36;;;;;
30;11;2020;600;550;550;0;0;;0;;0;;30,95;;;10,4;124;0;0;53,05;630,4;157,91;0;;155,36;;0;;58,91;705,76;;;4,6;;297,49;;1200;Novembre 2120;25451;1;392,09;MicroFoncier;705,36;0;0;94,6;157,91;0;404,17;29,76;0;0;0;;;;;;;;;705,36;;;;;
31;12;2020;600;550;550;0;0;;0;;0;;30,95;;;10,4;134,4;0;0;53,05;683,45;177,91;0;;155,36;;0;;58,91;764,67;;;4,6;;328,09;;1200;Décembre 2121;25464;1;372,09;Reel;527,45;0;0;64;157,91;0;404,17;29,76;0;0;0;;;;;;;;;527,45;;;;;
32;1;2021;600;550;550;0;0;;0;;0;;30,95;;;10,4;20,8;0;0;53,05;106,1;157,91;0;;155,36;;0;;58,91;117,82;;;4,6;;297,49;;1200;Janvier 2121;25453;2,5;392,09;MicroFoncier;705,36;0;0;94,6;157,91;0;404,17;29,76;0;0;0;;;;;;;;;705,36;;;;;
33;2;2021;600;550;550;0;0;;0;;0;;30,95;;;10,4;31,2;0;0;53,05;159,15;157,91;0;;155,36;;0;;58,91;176,73;;;4,6;;297,49;;1200;Février 2121;25454;2,5;392,09;MicroFoncier;705,36;0;0;94,6;157,91;0;404,17;29,76;0;0;0;;;;;;;;;705,36;;;;;
34;3;2021;600;550;550;0;0;;0;;0;;30,95;;;10,4;41,6;0;0;53,05;212,2;157,91;0;;155,36;;0;;58,91;235,64;;;4,6;;297,49;;1200;Mars 2121;25455;2,5;392,09;MicroFoncier;705,36;0;0;94,6;157,91;0;404,17;29,76;0;0;0;;;;;;;;;705,36;;;;;
35;4;2021;600;550;550;0;0;;0;;0;;31,88;;;10,61;52,21;0;0;54,64;266,84;157,91;0;;163,91;;0;;59,2;294,84;;;4,83;;297,49;;1200;Avril 2121;25456;2,5;392,09;MicroFoncier;713,91;0;0;94,6;157,91;0;404,17;29,76;0;0;0;;;;;;;;;713,91;;;;;
36;5;2021;600;550;550;0;0;;0;;0;;31,88;;;10,61;62,82;0;0;54,64;321,48;161,16;0;;163,91;;0;;59,2;354,04;;;4,83;;294,24;;1200;Mai 2121;25457;2,5;388,84;MicroFoncier;713,91;0;0;94,6;161,16;0;404,17;29,76;0;0;0;;;;;;;;;713,91;;;;;
37;6;2021;600;550;550;0;0;;0;;0;;31,88;;;10,61;73,43;0;0;54,64;376,12;161,16;0;;163,91;;0;;59,2;413,24;;;4,83;;294,24;;1200;Juin 2121;25458;2,5;388,84;MicroFoncier;713,91;0;0;94,6;161,16;0;404,17;29,76;0;0;0;;;;;;;;;713,91;;;;;
38;7;2021;600;550;550;0;0;;0;;0;;31,88;;;10,61;84,04;0;0;54,64;430,76;161,16;0;;163,91;;0;;59,2;472,44;;;4,83;;294,24;;1200;Juillet 2121;25459;2,5;388,84;MicroFoncier;713,91;0;0;94,6;161,16;0;404,17;29,76;0;0;0;;;;;;;;;713,91;;;;;
39;8;2021;600;550;550;0;0;;0;;0;;31,88;;;10,61;94,65;0;0;54,64;485,4;161,16;0;;163,91;;0;;59,2;531,64;;;4,83;;294,24;;1200;Aout 2121;25460;2,5;388,84;MicroFoncier;713,91;0;0;94,6;161,16;0;404,17;29,76;0;0;0;;;;;;;;;713,91;;;;;
40;9;2021;600;550;550;0;0;;0;;0;;31,88;;;10,61;105,26;0;0;54,64;540,04;161,16;0;;163,91;;0;;59,2;590,84;;;4,83;;294,24;;1200;Septembre 2121;25461;2,5;388,84;MicroFoncier;713,91;0;0;94,6;161,16;0;404,17;29,76;0;0;0;;;;;;;;;713,91;;;;;
41;10;2021;600;550;550;0;0;;0;;0;;31,88;;;10,61;115,87;0;0;54,64;594,68;161,16;0;;163,91;;0;;59,2;650,04;;;4,83;;294,24;;1200;Octobre 2121;25462;2,5;388,84;MicroFoncier;713,91;0;0;94,6;161,16;0;404,17;29,76;0;0;0;;;;;;;;;713,91;;;;;
42;11;2021;600;550;550;0;0;;0;;0;;31,88;;;10,61;126,48;0;0;54,64;649,32;161,16;0;;163,91;;0;;59,2;709,24;;;4,83;;294,24;;1200;Novembre 2121;25463;2,5;388,84;MicroFoncier;713,91;0;0;94,6;161,16;0;404,17;29,76;0;0;0;;;;;;;;;713,91;;;;;
43;12;2021;600;550;550;0;0;;0;;0;;31,88;;;10,61;137,09;0;0;54,64;703,96;181,16;0;;163,91;;0;;59,2;768,44;;;4,83;;325,4;;1200;Décembre 2122;25476;2,5;368,84;Reel;532,75;0;0;63,44;161,16;0;404,17;29,76;0;0;0;;;;;;;;;532,75;;;;;
44;1;2022;600;550;550;0;0;;0;;0;;31,88;;;10,61;21,22;0;0;54,64;109,28;161,16;0;;163,91;;0;;59,2;118,4;;;4,83;;294,24;;1200;Janvier 2122;25465;2,5;388,84;MicroFoncier;713,91;0;0;94,6;161,16;0;404,17;29,76;0;0;0;;;;;;;;;713,91;;;;;
45;2;2022;600;550;550;0;0;;0;;0;;31,88;;;10,61;31,83;0;0;54,64;163,92;161,16;0;;163,91;;0;;59,2;177,6;;;4,83;;294,24;;1200;Février 2122;25466;2,5;388,84;MicroFoncier;713,91;0;0;94,6;161,16;0;404,17;29,76;0;0;0;;;;;;;;;713,91;;;;;
46;3;2022;600;550;550;0;0;;0;;0;;31,88;;;10,61;42,44;0;0;54,64;218,56;161,16;0;;163,91;;0;;59,2;236,8;;;4,83;;294,24;;1200;Mars 2122;25467;2,5;388,84;MicroFoncier;713,91;0;0;94,6;161,16;0;404,17;29,76;0;0;0;;;;;;;;;713,91;;;;;
47;4;2022;600;550;550;0;0;;0;;0;;32,84;;;10,82;53,26;0;0;56,28;274,84;161,16;0;;172,92;;0;;59,5;296,3;;;5,07;;294,24;;1200;Avril 2122;25468;2,5;388,84;MicroFoncier;722,92;0;0;94,6;161,16;0;404,17;29,76;0;0;0;;;;;;;;;722,92;;;;;
48;5;2022;600;550;550;0;0;;0;;0;;32,84;;;10,82;64,08;0;0;56,28;331,12;164,51;0;;172,92;;0;;59,5;355,8;;;5,07;;290,89;;1200;Mai 2122;25469;2,5;385,49;MicroFoncier;722,92;0;0;94,6;164,51;0;404,17;29,76;0;0;0;;;;;;;;;722,92;;;;;
49;6;2022;600;550;550;0;0;;0;;0;;32,84;;;10,82;74,9;0;0;56,28;387,4;164,51;0;;172,92;;0;;59,5;415,3;;;5,07;;290,89;;1200;Juin 2122;25470;2,5;385,49;MicroFoncier;722,92;0;0;94,6;164,51;0;404,17;29,76;0;0;0;;;;;;;;;722,92;;;;;
50;7;2022;600;550;550;0;0;;0;;0;;32,84;;;10,82;85,72;0;0;56,28;443,68;164,51;0;;172,92;;0;;59,5;474,8;;;5,07;;290,89;;1200;Juillet 2122;25471;2,5;385,49;MicroFoncier;722,92;0;0;94,6;164,51;0;404,17;29,76;0;0;0;;;;;;;;;722,92;;;;;
51;8;2022;600;550;550;0;0;;0;;0;;32,84;;;10,82;96,54;0;0;56,28;499,96;164,51;0;;172,92;;0;;59,5;534,3;;;5,07;;290,89;;1200;Aout 2122;25472;2,5;385,49;MicroFoncier;722,92;0;0;94,6;164,51;0;404,17;29,76;0;0;0;;;;;;;;;722,92;;;;;
52;9;2022;600;550;550;0;0;;0;;0;;32,84;;;10,82;107,36;0;0;56,28;556,24;164,51;0;;172,92;;0;;59,5;593,8;;;5,07;;290,89;;1200;Septembre 2122;25473;2,5;385,49;MicroFoncier;722,92;0;0;94,6;164,51;0;404,17;29,76;0;0;0;;;;;;;;;722,92;;;;;
53;10;2022;600;550;550;0;0;;0;;0;;32,84;;;10,82;118,18;0;0;56,28;612,52;164,51;0;;172,92;;0;;59,5;653,3;;;5,07;;290,89;;1200;Octobre 2122;25474;2,5;385,49;MicroFoncier;722,92;0;0;94,6;164,51;0;404,17;29,76;0;0;0;;;;;;;;;722,92;;;;;
54;11;2022;600;550;550;0;0;;0;;0;;32,84;;;10,82;129;0;0;56,28;668,8;164,51;0;;172,92;;0;;59,5;712,8;;;5,07;;290,89;;1200;Novembre 2122;25475;2,5;385,49;MicroFoncier;722,92;0;0;94,6;164,51;0;404,17;29,76;0;0;0;;;;;;;;;722,92;;;;;
55;12;2022;600;550;550;0;0;;0;;0;;32,84;;;10,82;139,82;0;0;56,28;725,08;184,51;0;;172,92;;0;;59,5;772,3;;;5,07;;322,63;;1200;Décembre 2123;25488;2,5;365,49;Reel;538,41;0;0;62,86;164,51;0;404,17;29,76;0;0;0;;;;;;;;;538,41;;;;;
56;1;2023;600;550;550;0;0;;0;;0;;32,84;;;10,82;21,64;0;0;56,28;112,56;164,51;0;;172,92;;0;;59,5;119;;;5,07;;290,89;;1200;Janvier 2123;25477;2,5;385,49;MicroFoncier;722,92;0;0;94,6;164,51;0;404,17;29,76;0;0;0;;;;;;;;;722,92;;;;;
57;2;2023;600;550;550;0;0;;0;;0;;32,84;;;10,82;32,46;0;0;56,28;168,84;164,51;0;;172,92;;0;;59,5;178,5;;;5,07;;290,89;;1200;Février 2123;25478;2,5;385,49;MicroFoncier;722,92;0;0;94,6;164,51;0;404,17;29,76;0;0;0;;;;;;;;;722,92;;;;;
58;3;2023;600;550;550;0;0;;0;;0;;32,84;;;10,82;43,28;0;0;56,28;225,12;164,51;0;;172,92;;0;;59,5;238;;;5,07;;290,89;;1200;Mars 2123;25479;2,5;385,49;MicroFoncier;722,92;0;0;94,6;164,51;0;404,17;29,76;0;0;0;;;;;;;;;722,92;;;;;
59;4;2023;600;550;550;0;0;;0;;0;;33,83;;;11,04;54,32;0;0;57,97;283,09;164,51;0;;182,43;;0;;59,8;297,8;;;5,32;;290,89;;1200;Avril 2123;25480;2,5;385,49;MicroFoncier;732,43;0;0;94,6;164,51;0;404,17;29,76;0;0;0;;;;;;;;;732,43;;;;;
60;5;2023;600;550;550;0;0;;0;;0;;33,83;;;11,04;65,36;0;0;57,97;341,06;167,96;0;;182,43;;0;;59,8;357,6;;;5,32;;316,33;;1200;Mai 2123;25481;2,5;382,04;Reel;564,47;0;0;65,71;167,96;0;404,17;29,76;0;0;0;;;;;;;;;564,47;;;;;
61;6;2023;600;550;550;0;0;;0;;0;;33,83;;;11,04;76,4;0;0;57,97;399,03;167,96;0;;182,43;;0;;59,8;417,4;;;5,32;;316,33;;1200;Juin 2123;25482;2,5;382,04;Reel;564,47;0;0;65,71;167,96;0;404,17;29,76;0;0;0;;;;;;;;;564,47;;;;;
62;7;2023;600;550;550;0;0;;0;;0;;33,83;;;11,04;87,44;0;0;57,97;457;167,96;0;;182,43;;0;;59,8;477,2;;;5,32;;316,33;;1200;Juillet 2123;25483;2,5;382,04;Reel;564,47;0;0;65,71;167,96;0;404,17;29,76;0;0;0;;;;;;;;;564,47;;;;;
63;8;2023;600;550;550;0;0;;0;;0;;33,83;;;11,04;98,48;0;0;57,97;514,97;167,96;0;;182,43;;0;;59,8;537;;;5,32;;316,33;;1200;Aout 2123;25484;2,5;382,04;Reel;564,47;0;0;65,71;167,96;0;404,17;29,76;0;0;0;;;;;;;;;564,47;;;;;
64;9;2023;600;550;550;0;0;;0;;0;;33,83;;;11,04;109,52;0;0;57,97;572,94;167,96;0;;182,43;;0;;59,8;596,8;;;5,32;;316,33;;1200;Septembre 2123;25485;2,5;382,04;Reel;564,47;0;0;65,71;167,96;0;404,17;29,76;0;0;0;;;;;;;;;564,47;;;;;
65;10;2023;600;550;550;0;0;;0;;0;;33,83;;;11,04;120,56;0;0;57,97;630,91;167,96;0;;182,43;;0;;59,8;656,6;;;5,32;;316,33;;1200;Octobre 2123;25486;2,5;382,04;Reel;564,47;0;0;65,71;167,96;0;404,17;29,76;0;0;0;;;;;;;;;564,47;;;;;
66;11;2023;600;550;550;0;0;;0;;0;;33,83;;;11,04;131,6;0;0;57,97;688,88;167,96;0;;182,43;;0;;59,8;716,4;;;5,32;;316,33;;1200;Novembre 2123;25487;2,5;382,04;Reel;564,47;0;0;65,71;167,96;0;404,17;29,76;0;0;0;;;;;;;;;564,47;;;;;
67;12;2023;600;550;550;0;0;;0;;0;;33,83;;;11,04;142,64;0;0;57,97;746,85;187,96;0;;182,43;;0;;59,8;776,2;;;5,32;;319,77;;1200;Décembre 2124;25500;2,5;362,04;Reel;544,47;0;0;62,27;167,96;0;404,17;29,76;0;0;0;;;;;;;;;544,47;;;;;
68;1;2024;600;550;550;0;0;;0;;0;;33,83;;;11,04;22,08;0;0;57,97;115,94;167,96;0;;182,43;;0;;59,8;119,6;;;5,32;;316,33;;1200;Janvier 2124;25489;2,5;382,04;Reel;564,47;0;0;65,71;167,96;0;404,17;29,76;0;0;0;;;;;;;;;564,47;;;;;
69;2;2024;600;550;550;0;0;;0;;0;;33,83;;;11,04;33,12;0;0;57,97;173,91;167,96;0;;182,43;;0;;59,8;179,4;;;5,32;;316,33;;1200;Février 2124;25490;2,5;382,04;Reel;564,47;0;0;65,71;167,96;0;404,17;29,76;0;0;0;;;;;;;;;564,47;;;;;
70;3;2024;600;550;550;0;0;;0;;0;;33,83;;;11,04;44,16;0;0;57,97;231,88;167,96;0;;182,43;;0;;59,8;239,2;;;5,32;;316,33;;1200;Mars 2124;25491;2,5;382,04;Reel;564,47;0;0;65,71;167,96;0;404,17;29,76;0;0;0;;;;;;;;;564,47;;;;;
71;4;2024;600;550;550;0;0;;0;;0;;34,84;;;11,26;55,42;0;0;59,71;291,59;167,96;0;;192,46;;0;;60,1;299,3;;;5,59;;316,33;;1200;Avril 2124;25492;2,5;382,04;Reel;574,5;0;0;65,71;167,96;0;404,17;29,76;0;0;0;;;;;;;;;574,5;;;;;
72;5;2024;600;550;550;0;0;;0;;0;;34,84;;;11,26;66,68;0;0;59,71;351,3;171,5;0;;192,46;;0;;60,1;359,4;;;5,59;;313,4;;1200;Mai 2124;25493;2,5;378,5;Reel;570,96;0;0;65,1;171,5;0;404,17;29,76;0;0;0;;;;;;;;;570,96;;;;;
73;6;2024;600;550;550;0;0;;0;;0;;34,84;;;11,26;77,94;0;0;59,71;411,01;171,5;0;;192,46;;0;;60,1;419,5;;;5,59;;313,4;;1200;Juin 2124;25494;2,5;378,5;Reel;570,96;0;0;65,1;171,5;0;404,17;29,76;0;0;0;;;;;;;;;570,96;;;;;
74;7;2024;600;550;550;0;0;;0;;0;;34,84;;;11,26;89,2;0;0;59,71;470,72;171,5;0;;192,46;;0;;60,1;479,6;;;5,59;;313,4;;1200;Juillet 2124;25495;2,5;378,5;Reel;570,96;0;0;65,1;171,5;0;404,17;29,76;0;0;0;;;;;;;;;570,96;;;;;
75;8;2024;600;550;550;0;0;;0;;0;;34,84;;;11,26;100,46;0;0;59,71;530,43;171,5;0;;192,46;;0;;60,1;539,7;;;5,59;;313,4;;1200;Aout 2124;25496;2,5;378,5;Reel;570,96;0;0;65,1;171,5;0;404,17;29,76;0;0;0;;;;;;;;;570,96;;;;;
76;9;2024;600;550;550;0;0;;0;;0;;34,84;;;11,26;111,72;0;0;59,71;590,14;171,5;0;;192,46;;0;;60,1;599,8;;;5,59;;313,4;;1200;Septembre 2124;25497;2,5;378,5;Reel;570,96;0;0;65,1;171,5;0;404,17;29,76;0;0;0;;;;;;;;;570,96;;;;;
77;10;2024;600;550;550;0;0;;0;;0;;34,84;;;11,26;122,98;0;0;59,71;649,85;171,5;0;;192,46;;0;;60,1;659,9;;;5,59;;313,4;;1200;Octobre 2124;25498;2,5;378,5;Reel;570,96;0;0;65,1;171,5;0;404,17;29,76;0;0;0;;;;;;;;;570,96;;;;;
