Ligne;Mois;Annee;Loyer;LoyerPercu;LoyerImposable;CapitalRestantDu;Interets;InteretsAnnuels;Mensualite;MensualiteAnnuelle;AssurancePret;AssurantePretAnnuelle;AssurancePNO;EvolPNO;AssurancePNUAnnuelle;AssuranceGRL;AssuranceGRLAnnuelle;AssuranceCopro;AssuranceCoproAnnuelle;ChargesCopro;ChargesCoproAnnuelle;ChargesIndividuel;AutresCharges;AutresChargesAnnuelles;AutresRevenus;ChargesSCI;FraisAgence;FraisAgenceAnnuel;TaxeFonciere;TaxeFonciereAnnuelle;TravauxRenovation;TravauxRenovationAnnuel;TravauxEntretien;TravauxEntretienAnnuel;Tresorerie;Tresorerie Cumulee;DureeRestanteAnticipeIndiv;DateRemAnticipeIndiv;DateRemAnticipeIndivCalc;NbPartsFiscales;MontantImposableIndiv;Régime fiscal indiv;TotalImposable;TxImpots;MontantImpots;MontantCSG;ChargesDeductiblesCommunes;ChargesLMNP;AmortiBati;AmortiMeubles;TravauxRenovDeduc;TravauxRenovNonDeduc;MontantImposableSCI;ImpotsSCI;TresorerieSCI;DividendeVerse;TresorerieSCIRestante;TresorerieSCIRestanteCumulee;DureeRestanteAnticipeSCI;DateRemAnticipeSCI;DateRemAnticipeSCICalculee;TotalImposable;TxImpotsAssocie;ImpotsAssocie;CSGAssocie;DividendeNetAssocie;
78;11;2024;600;550;550;0;0;;0;;0;;34,84;;;11,26;134,24;0;0;59,71;709,56;171,5;0;;192,46;;0;;60,1;720;;;5,59;;313,4;;1200;Novembre 2124;25499;2,5;378,5;Reel;570,96;0;0;65,1;171,5;0;404,17;29,76;0;0;0;;;;;;;;;570,96;;;;;
79;12;2024;600;550;550;0;0;;0;;0;;34,84;;;11,26;145,5;0;0;59,71;769,27;191,5;0;;192,46;;0;;60,1;780,1;;;5,59;;316,84;;1200;Décembre 2125;25512;2,5;358,5;Reel;550,96;0;0;61,66;171,5;0;404,17;29,76;0;0;0;;;;;;;;;550,96;;;;;
80;1;2025;600;550;550;0;0;;0;;0;;34,84;;;11,26;22,52;0;0;59,71;119,42;171,5;0;;192,46;;0;;60,1;120,2;;;5,59;;313,4;;1200;Janvier 2125;25501;2,5;378,5;Reel;570,96;0;0;65,1;171,5;0;404,17;29,76;0;0;0;;;;;;;;;570,96;;;;;
81;2;2025;600;550;550;0;0;;0;;0;;34,84;;;11,26;33,78;0;0;59,71;179,13;171,5;0;;192,46;;0;;60,1;180,3;;;5,59;;313,4;;1200;Février 2125;25502;2,5;378,5;Reel;570,96;0;0;65,1;171,5;0;404,17;29,76;0;0;0;;;;;;;;;570,96;;;;;
82;3;2025;600;550;550;0;0;;0;;0;;34,84;;;11,26;45,04;0;0;59,71;238,84;171,5;0;;192,46;;0;;60,1;240,4;;;5,59;;313,4;;1200;Mars 2125;25503;2,5;378,5;Reel;570,96;0;0;65,1;171,5;0;404,17;29,76;0;0;0;;;;;;;;;570,96;;;;;
83;4;2025;600;550;550;0;0;;0;;0;;35,89;;;11,49;56,53;0;0;61,5;300,34;171,5;0;;203,05;;0;;60,4;300,8;;;5,87;;313,4;;1200;Avril 2125;25504;2,5;378,5;Reel;581,55;0;0;65,1;171,5;0;404,17;29,76;0;0;0;;;;;;;;;581,55;;;;;
84;5;2025;600;550;550;0;0;;0;;0;;35,89;;;11,49;68,02;0;0;61,5;361,84;175,15;0;;203,05;;0;;60,4;361,2;;;5,87;;310,38;;1200;Mai 2125;25505;2,5;374,85;Reel;577,9;0;0;64,47;175,15;0;404,17;29,76;0;0;0;;;;;;;;;577,9;;;;;
85;6;2025;600;550;550;0;0;;0;;0;;35,89;;;11,49;79,51;0;0;61,5;423,34;175,15;0;;203,05;;0;;60,4;421,6;;;5,87;;310,38;;1200;Juin 2125;25506;2,5;374,85;Reel;577,9;0;0;64,47;175,15;0;404,17;29,76;0;0;0;;;;;;;;;577,9;;;;;
86;7;2025;600;550;550;0;0;;0;;0;;35,89;;;11,49;91;0;0;61,5;484,84;175,15;0;;203,05;;0;;60,4;482;;;5,87;;310,38;;1200;Juillet 2125;25507;2,5;374,85;Reel;577,9;0;0;64,47;175,15;0;404,17;29,76;0;0;0;;;;;;;;;577,9;;;;;
87;8;2025;600;550;550;0;0;;0;;0;;35,89;;;11,49;102,49;0;0;61,5;546,34;175,15;0;;203,05;;0;;60,4;542,4;;;5,87;;310,38;;1200;Aout 2125;25508;2,5;374,85;Reel;577,9;0;0;64,47;175,15;0;404,17;0;0;0;0;;;;;;;;;577,9;;;;;
88;9;2025;600;550;550;0;0;;0;;0;;35,89;;;11,49;113,98;0;0;61,5;607,84;175,15;0;;203,05;;0;;60,4;602,8;;;5,87;;310,38;;1200;Septembre 2125;25509;2,5;374,85;Reel;577,9;0;0;64,47;175,15;0;404,17;0;0;0;0;;;;;;;;;577,9;;;;;
89;10;2025;600;550;550;0;0;;0;;0;;35,89;;;11,49;125,47;0;0;61,5;669,34;175,15;0;;203,05;;0;;60,4;663,2;;;5,87;;310,38;;1200;Octobre 2125;25510;2,5;374,85;Reel;577,9;0;0;64,47;175,15;0;404,17;0;0;0;0;;;;;;;;;577,9;;;;;
90;11;2025;600;550;550;0;0;;0;;0;;35,89;;;11,49;136,96;0;0;61,5;730,84;175,15;0;;203,05;;0;;60,4;723,6;;;5,87;;310,38;;1200;Novembre 2125;25511;2,5;374,85;Reel;577,9;0;0;64,47;175,15;0;404,17;0;0;0;0;;;;;;;;;577,9;;;;;
91;12;2025;600;550;550;0;0;;0;;0;;35,89;;;11,49;148,45;0;0;61,5;792,34;195,15;0;;203,05;;0;;60,4;784;;;5,87;;313,82;;1200;Décembre 2126;25524;2,5;354,85;Reel;557,9;0;0;61,03;175,15;0;404,17;0;0;0;0;;;;;;;;;557,9;;;;;
92;1;2026;600;550;550;0;0;;0;;0;;35,89;;;11,49;22,98;0;0;61,5;123;175,15;0;;203,05;;0;;60,4;120,8;;;5,87;;310,38;;1200;Janvier 2126;25513;2,5;374,85;Reel;577,9;0;0;64,47;175,15;0;404,17;0;0;0;0;;;;;;;;;577,9;;;;;
93;2;2026;600;550;550;0;0;;0;;0;;35,89;;;11,49;34,47;0;0;61,5;184,5;175,15;0;;203,05;;0;;60,4;181,2;;;5,87;;310,38;;1200;Février 2126;25514;2,5;374,85;Reel;577,9;0;0;64,47;175,15;0;404,17;0;0;0;0;;;;;;;;;577,9;;;;;
94;3;2026;600;550;550;0;0;;0;;0;;35,89;;;11,49;45,96;0;0;61,5;246;175,15;0;;203,05;;0;;60,4;241,6;;;5,87;;310,38;;1200;Mars 2126;25515;2,5;374,85;Reel;577,9;0;0;64,47;175,15;0;404,17;0;0;0;0;;;;;;;;;577,9;;;;;
95;4;2026;600;550;550;0;0;;0;;0;;36,97;;;11,72;57,68;0;0;63,35;309,35;175,15;0;;214,22;;0;;60,7;302,3;;;6,16;;310,38;;1200;Avril 2126;25516;2,5;374,85;Reel;589,07;0;0;64,47;175,15;0;404,17;0;0;0;0;;;;;;;;;589,07;;;;;
96;5;2026;600;550;550;0;0;;0;;0;;36,97;;;11,72;69,4;0;0;63,35;372,7;178,9;0;;214,22;;0;;60,7;363;;;6,16;;307,27;;1200;Mai 2126;25517;2,5;371,1;Reel;585,32;0;0;63,83;178,9;0;404,17;0;0;0;0;;;;;;;;;585,32;;;;;
97;6;2026;600;550;550;0;0;;0;;0;;36,97;;;11,72;81,12;0;0;63,35;436,05;178,9;0;;214,22;;0;;60,7;423,7;;;6,16;;307,27;;1200;Juin 2126;25518;2,5;371,1;Reel;585,32;0;0;63,83;178,9;0;404,17;0;0;0;0;;;;;;;;;585,32;;;;;
98;7;2026;600;550;550;0;0;;0;;0;;36,97;;;11,72;92,84;0;0;63,35;499,4;178,9;0;;214,22;;0;;60,7;484,4;;;6,16;;307,27;;1200;Juillet 2126;25519;2,5;371,1;Reel;585,32;0;0;63,83;178,9;0;404,17;0;0;0;0;;;;;;;;;585,32;;;;;
99;8;2026;600;550;550;0;0;;0;;0;;36,97;;;11,72;104,56;0;0;63,35;562,75;178,9;0;;214,22;;0;;60,7;545,1;;;6,16;;307,27;;1200;Aout 2126;25520;2,5;371,1;Reel;585,32;0;0;63,83;178,9;0;404,17;0;0;0;0;;;;;;;;;585,32;;;;;
100;9;2026;600;550;550;0;0;;0;;0;;36,97;;;11,72;116,28;0;0;63,35;626,1;178,9;0;;214,22;;0;;60,7;605,8;;;6,16;;307,27;;1200;Septembre 2126;25521;2,5;371,1;Reel;585,32;0;0;63,83;178,9;0;404,17;0;0;0;0;;;;;;;;;585,32;;;;;
101;10;2026;600;550;550;0;0;;0;;0;;36,97;;;11,72;128;0;0;63,35;689,45;178,9;0;;214,22;;0;;60,7;666,5;;;6,16;;307,27;;1200;Octobre 2126;25522;2,5;371,1;Reel;585,32;0;0;63,83;178,9;0;404,17;0;0;0;0;;;;;;;;;585,32;;;;;
102;11;2026;600;550;550;0;0;;0;;0;;36,97;;;11,72;139,72;0;0;63,35;752,8;178,9;0;;214,22;;0;;60,7;727,2;;;6,16;;307,27;;1200;Novembre 2126;25523;2,5;371,1;Reel;585,32;0;0;63,83;178,9;0;404,17;0;0;0;0;;;;;;;;;585,32;;;;;
103;12;2026;600;550;550;0;0;;0;;0;;36,97;;;11,72;151,44;0;0;63,35;816,15;198,9;0;;214,22;;0;;60,7;787,9;;;6,16;;310,71;;1200;Décembre 2127;25536;2,5;351,1;Reel;565,32;0;0;60,39;178,9;0;404,17;0;0;0;0;;;;;;;;;565,32;;;;;
104;1;2027;600;550;550;0;0;;0;;0;;36,97;;;11,72;23,44;0;0;63,35;126,7;178,9;0;;214,22;;0;;60,7;121,4;;;6,16;;307,27;;1200;Janvier 2127;25525;2,5;371,1;Reel;585,32;0;0;63,83;178,9;0;404,17;0;0;0;0;;;;;;;;;585,32;;;;;
105;2;2027;600;550;550;0;0;;0;;0;;36,97;;;11,72;35,16;0;0;63,35;190,05;178,9;0;;214,22;;0;;60,7;182,1;;;6,16;;307,27;;1200;Février 2127;25526;2,5;371,1;Reel;585,32;0;0;63,83;178,9;0;404,17;0;0;0;0;;;;;;;;;585,32;;;;;
106;3;2027;600;550;550;0;0;;0;;0;;36,97;;;11,72;46,88;0;0;63,35;253,4;178,9;0;;214,22;;0;;60,7;242,8;;;6,16;;307,27;;1200;Mars 2127;25527;2,5;371,1;Reel;585,32;0;0;63,83;178,9;0;404,17;0;0;0;0;;;;;;;;;585,32;;;;;
107;4;2027;600;550;550;0;0;;0;;0;;38,08;;;11,95;58,83;0;0;65,25;318,65;178,9;0;;226;;0;;61;303,8;;;6,47;;307,27;;1200;Avril 2127;25528;2,5;371,1;Reel;597,1;0;0;63,83;178,9;0;404,17;0;0;0;0;;;;;;;;;597,1;;;;;
108;5;2027;600;550;550;0;0;;0;;0;;38,08;;;11,95;70,78;0;0;65,25;383,9;182,75;0;;226;;0;;61;364,8;;;6,47;;304,08;;1200;Mai 2127;25529;2,5;367,25;Reel;593,25;0;0;63,17;182,75;0;404,17;0;0;0;0;;;;;;;;;593,25;;;;;
109;6;2027;600;550;550;0;0;;0;;0;;38,08;;;11,95;82,73;0;0;65,25;449,15;182,75;0;;226;;0;;61;425,8;;;6,47;;304,08;;1200;Juin 2127;25530;2,5;367,25;Reel;593,25;0;0;63,17;182,75;0;404,17;0;0;0;0;;;;;;;;;593,25;;;;;
110;7;2027;600;550;550;0;0;;0;;0;;38,08;;;11,95;94,68;0;0;65,25;514,4;182,75;0;;226;;0;;61;486,8;;;6,47;;304,08;;1200;Juillet 2127;25531;2,5;367,25;Reel;593,25;0;0;63,17;182,75;0;404,17;0;0;0;0;;;;;;;;;593,25;;;;;
111;8;2027;600;550;550;0;0;;0;;0;;38,08;;;11,95;106,63;0;0;65,25;579,65;182,75;0;;226;;0;;61;547,8;;;6,47;;304,08;;1200;Aout 2127;25532;2,5;367,25;Reel;593,25;0;0;63,17;182,75;0;404,17;0;0;0;0;;;;;;;;;593,25;;;;;
112;9;2027;600;550;550;0;0;;0;;0;;38,08;;;11,95;118,58;0;0;65,25;644,9;182,75;0;;226;;0;;61;608,8;;;6,47;;304,08;;1200;Septembre 2127;25533;2,5;367,25;Reel;593,25;0;0;63,17;182,75;0;404,17;0;0;0;0;;;;;;;;;593,25;;;;;
113;10;2027;600;550;550;0;0;;0;;0;;38,08;;;11,95;130,53;0;0;65,25;710,15;182,75;0;;226;;0;;61;669,8;;;6,47;;304,08;;1200;Octobre 2127;25534;2,5;367,25;Reel;593,25;0;0;63,17;182,75;0;404,17;0;0;0;0;;;;;;;;;593,25;;;;;
114;11;2027;600;550;550;0;0;;0;;0;;38,08;;;11,95;142,48;0;0;65,25;775,4;182,75;0;;226;;0;;61;730,8;;;6,47;;304,08;;1200;Novembre 2127;25535;2,5;367,25;Reel;593,25;0;0;63,17;182,75;0;404,17;0;0;0;0;;;;;;;;;593,25;;;;;
115;12;2027;600;550;550;0;0;;0;;0;;38,08;;;11,95;154,43;0;0;65,25;840,65;202,75;0;;226;;0;;61;791,8;;;6,47;;307,52;;1200;Décembre 2128;25548;2,5;347,25;Reel;573,25;0;0;59,73;182,75;0;404,17;0;0;0;0;;;;;;;;;573,25;;;;;
116;1;2028;600;550;550;0;0;;0;;0;;38,08;;;11,95;23,9;0;0;65,25;130,5;182,75;0;;226;;0;;61;122;;;6,47;;304,08;;1200;Janvier 2128;25537;2,5;367,25;Reel;593,25;0;0;63,17;182,75;0;404,17;0;0;0;0;;;;;;;;;593,25;;;;;
117;2;2028;600;550;550;0;0;;0;;0;;38,08;;;11,95;35,85;0;0;65,25;195,75;182,75;0;;226;;0;;61;183;;;6,47;;304,08;;1200;Février 2128;25538;2,5;367,25;Reel;593,25;0;0;63,17;182,75;0;404,17;0;0;0;0;;;;;;;;;593,25;;;;;
118;3;2028;600;550;550;0;0;;0;;0;;38,08;;;11,95;47,8;0;0;65,25;261;182,75;0;;226;;0;;61;244;;;6,47;;304,08;;1200;Mars 2128;25539;2,5;367,25;Reel;593,25;0;0;63,17;182,75;0;404,17;0;0;0;0;;;;;;;;;593,25;;;;;
119;4;2028;600;550;550;0;0;;0;;0;;39,22;;;12,19;59,99;0;0;67,21;328,21;182,75;0;;238,43;;0;;61,31;305,31;;;6,79;;304,08;;1200;Avril 2128;25540;2,5;367,25;Reel;605,68;0;0;63,17;182,75;0;404,17;0;0;0;0;;;;;;;;;605,68;;;;;
120;5;2028;600;550;550;0;0;;0;;0;;39,22;;;12,19;72,18;0;0;67,21;395,42;186,72;0;;238,43;;0;;61,31;366,62;;;6,79;;300,8;;1200;Mai 2128;25541;2,5;363,28;Reel;601,71;0;0;62,48;186,72;0;404,17;0;0;0;0;;;;;;;;;601,71;;;;;
121;6;2028;600;550;550;0;0;;0;;0;;39,22;;;12,19;84,37;0;0;67,21;462,63;186,72;0;;238,43;;0;;61,31;427,93;;;6,79;;300,8;;1200;Juin 2128;25542;2,5;363,28;Reel;601,71;0;0;62,48;186,72;0;404,17;0;0;0;0;;;;;;;;;601,71;;;;;
122;7;2028;600;550;550;0;0;;0;;0;;39,22;;;12,19;96,56;0;0;67,21;529,84;186,72;0;;238,43;;0;;61,31;489,24;;;6,79;;300,8;;1200;Juillet 2128;25543;2,5;363,28;Reel;601,71;0;0;62,48;186,72;0;404,17;0;0;0;0;;;;;;;;;601,71;;;;;
123;8;2028;600;550;550;0;0;;0;;0;;39,22;;;12,19;108,75;0;0;67,21;597,05;186,72;0;;238,43;;0;;61,31;550,55;;;6,79;;300,8;;1200;Aout 2128;25544;2,5;363,28;Reel;601,71;0;0;62,48;186,72;0;404,17;0;0;0;0;;;;;;;;;601,71;;;;;
124;9;2028;600;550;550;0;0;;0;;0;;39,22;;;12,19;120,94;0;0;67,21;664,26;186,72;0;;238,43;;0;;61,31;611,86;;;6,79;;300,8;;1200;Septembre 2128;25545;2,5;363,28;Reel;601,71;0;0;62,48;186,72;0;404,17;0;0;0;0;;;;;;;;;601,71;;;;;
125;10;2028;600;550;550;0;0;;0;;0;;39,22;;;12,19;133,13;0;0;67,21;731,47;186,72;0;;238,43;;0;;61,31;673,17;;;6,79;;300,8;;1200;Octobre 2128;25546;2,5;363,28;Reel;601,71;0;0;62,48;186,72;0;404,17;0;0;0;0;;;;;;;;;601,71;;;;;
126;11;2028;600;550;550;0;0;;0;;0;;39,22;;;12,19;145,32;0;0;67,21;798,68;186,72;0;;238,43;;0;;61,31;734,48;;;6,79;;300,8;;1200;Novembre 2128;25547;2,5;363,28;Reel;601,71;0;0;62,48;186,72;0;404,17;0;0;0;0;;;;;;;;;601,71;;;;;
127;12;2028;600;550;550;0;0;;0;;0;;39,22;;;12,19;157,51;0;0;67,21;865,89;206,72;0;;238,43;;0;;61,31;795,79;;;6,79;;304,24;;1200;Décembre 2129;25560;2,5;343,28;Reel;581,71;0;0;59,04;186,72;0;404,17;0;0;0;0;;;;;;;;;581,71;;;;;
128;1;2029;600;550;550;0;0;;0;;0;;39,22;;;12,19;24,38;0;0;67,21;134,42;186,72;0;;238,43;;0;;61,31;122,62;;;6,79;;300,8;;1200;Janvier 2129;25549;2,5;363,28;Reel;601,71;0;0;62,48;186,72;0;404,17;0;0;0;0;;;;;;;;;601,71;;;;;
129;2;2029;600;550;550;0;0;;0;;0;;39,22;;;12,19;36,57;0;0;67,21;201,63;186,72;0;;238,43;;0;;61,31;183,93;;;6,79;;300,8;;1200;Février 2129;25550;2,5;363,28;Reel;601,71;0;0;62,48;186,72;0;404,17;0;0;0;0;;;;;;;;;601,71;;;;;
130;3;2029;600;550;550;0;0;;0;;0;;39,22;;;12,19;48,76;0;0;67,21;268,84;186,72;0;;238,43;;0;;61,31;245,24;;;6,79;;300,8;;1200;Mars 2129;25551;2,5;363,28;Reel;601,71;0;0;62,48;186,72;0;404,17;0;0;0;0;;;;;;;;;601,71;;;;;
131;4;2029;600;550;550;0;0;;0;;0;;40,4;;;12,43;61,19;0;0;69,23;338,07;186,72;0;;251,54;;0;;61,62;306,86;;;7,13;;300,8;;1200;Avril 2129;25552;2,5;363,28;Reel;614,82;0;0;62,48;186,72;0;404,17;0;0;0;0;;;;;;;;;614,82;;;;;
132;5;2029;600;550;550;0;0;;0;;0;;40,4;;;12,43;73,62;0;0;69,23;407,3;190,81;0;;251,54;;0;;61,62;368,48;;;7,13;;297,41;;1200;Mai 2129;25553;2,5;359,19;Reel;610,73;0;0;61,78;190,81;0;404,17;0;0;0;0;;;;;;;;;610,73;;;;;
133;6;2029;600;550;550;0;0;;0;;0;;40,4;;;12,43;86,05;0;0;69,23;476,53;190,81;0;;251,54;;0;;61,62;430,1;;;7,13;;297,41;;1200;Juin 2129;25554;2,5;359,19;Reel;610,73;0;0;61,78;190,81;0;404,17;0;0;0;0;;;;;;;;;610,73;;;;;
134;7;2029;600;550;550;0;0;;0;;0;;40,4;;;12,43;98,48;0;0;69,23;545,76;190,81;0;;251,54;;0;;61,62;491,72;;;7,13;;297,41;;1200;Juillet 2129;25555;2,5;359,19;Reel;610,73;0;0;61,78;190,81;0;404,17;0;0;0;0;;;;;;;;;610,73;;;;;
135;8;2029;600;550;550;0;0;;0;;0;;40,4;;;12,43;110,91;0;0;69,23;614,99;190,81;0;;251,54;;0;;61,62;553,34;;;7,13;;297,41;;1200;Aout 2129;25556;2,5;359,19;Reel;610,73;0;0;61,78;190,81;0;404,17;0;0;0;0;;;;;;;;;610,73;;;;;
136;9;2029;600;550;550;0;0;;0;;0;;40,4;;;12,43;123,34;0;0;69,23;684,22;190,81;0;;251,54;;0;;61,62;614,96;;;7,13;;297,41;;1200;Septembre 2129;25557;2,5;359,19;Reel;610,73;0;0;61,78;190,81;0;404,17;0;0;0;0;;;;;;;;;610,73;;;;;
137;10;2029;600;550;550;0;0;;0;;0;;40,4;;;12,43;135,77;0;0;69,23;753,45;190,81;0;;251,54;;0;;61,62;676,58;;;7,13;;297,41;;1200;Octobre 2129;25558;2,5;359,19;Reel;610,73;0;0;61,78;190,81;0;404,17;0;0;0;0;;;;;;;;;610,73;;;;;
138;11;2029;600;550;550;0;0;;0;;0;;40,4;;;12,43;148,2;0;0;69,23;822,68;190,81;0;;251,54;;0;;61,62;738,2;;;7,13;;297,41;;1200;Novembre 2129;25559;2,5;359,19;Reel;610,73;0;0;61,78;190,81;0;404,17;0;0;0;0;;;;;;;;;610,73;;;;;
139;12;2029;600;550;550;0;0;;0;;0;;40,4;;;12,43;160,63;0;0;69,23;891,91;210,81;0;;251,54;;0;;61,62;799,82;;;7,13;;300,85;;1200;Décembre 2130;25572;2,5;339,19;Reel;590,73;0;0;58,34;190,81;0;404,17;0;0;0;0;;;;;;;;;590,73;;;;;
140;1;2030;600;550;550;0;0;;0;;0;;40,4;;;12,43;24,86;0;0;69,23;138,46;190,81;0;;251,54;;0;;61,62;123,24;;;7,13;;297,41;;1200;Janvier 2130;25561;2,5;359,19;Reel;610,73;0;0;61,78;190,81;0;404,17;0;0;0;0;;;;;;;;;610,73;;;;;
141;2;2030;600;550;550;0;0;;0;;0;;40,4;;;12,43;37,29;0;0;69,23;207,69;190,81;0;;251,54;;0;;61,62;184,86;;;7,13;;297,41;;1200;Février 2130;25562;2,5;359,19;Reel;610,73;0;0;61,78;190,81;0;404,17;0;0;0;0;;;;;;;;;610,73;;;;;
142;3;2030;600;550;550;0;0;;0;;0;;40,4;;;12,43;49,72;0;0;69,23;276,92;190,81;0;;251,54;;0;;61,62;246,48;;;7,13;;297,41;;1200;Mars 2130;25563;2,5;359,19;Reel;610,73;0;0;61,78;190,81;0;404,17;0;0;0;0;;;;;;;;;610,73;;;;;
143;4;2030;600;550;550;0;0;;0;;0;;41,61;;;12,68;62,4;0;0;71,31;348,23;190,81;0;;265,38;;0;;61,93;308,41;;;7,49;;297,41;;1200;Avril 2130;25564;2,5;359,19;Reel;624,57;0;0;61,78;190,81;0;404,17;0;0;0;0;;;;;;;;;624,57;;;;;
144;5;2030;600;550;550;0;0;;0;;0;;41,61;;;12,68;75,08;0;0;71,31;419,54;195,02;0;;265,38;;0;;61,93;370,34;;;7,49;;293,92;;1200;Mai 2130;25565;2,5;354,98;Reel;620,36;0;0;61,06;195,02;0;404,17;0;0;0;0;;;;;;;;;620,36;;;;;
145;6;2030;600;550;550;0;0;;0;;0;;41,61;;;12,68;87,76;0;0;71,31;490,85;195,02;0;;265,38;;0;;61,93;432,27;;;7,49;;293,92;;1200;Juin 2130;25566;2,5;354,98;Reel;620,36;0;0;61,06;195,02;0;404,17;0;0;0;0;;;;;;;;;620,36;;;;;
146;7;2030;600;550;550;0;0;;0;;0;;41,61;;;12,68;100,44;0;0;71,31;562,16;195,02;0;;265,38;;0;;61,93;494,2;;;7,49;;293,92;;1200;Juillet 2130;25567;2,5;354,98;Reel;620,36;0;0;61,06;195,02;0;404,17;0;0;0;0;;;;;;;;;620,36;;;;;
147;8;2030;600;550;550;0;0;;0;;0;;41,61;;;12,68;113,12;0;0;71,31;633,47;195,02;0;;265,38;;0;;61,93;556,13;;;7,49;;293,92;;1200;Aout 2130;25568;2,5;354,98;Reel;620,36;0;0;61,06;195,02;0;404,17;0;0;0;0;;;;;;;;;620,36;;;;;
148;9;2030;600;550;550;0;0;;0;;0;;41,61;;;12,68;125,8;0;0;71,31;704,78;195,02;0;;265,38;;0;;61,93;618,06;;;7,49;;293,92;;1200;Septembre 2130;25569;2,5;354,98;Reel;620,36;0;0;61,06;195,02;0;404,17;0;0;0;0;;;;;;;;;620,36;;;;;
149;10;2030;600;550;550;0;0;;0;;0;;41,61;;;12,68;138,48;0;0;71,31;776,09;195,02;0;;265,38;;0;;61,93;679,99;;;7,49;;293,92;;1200;Octobre 2130;25570;2,5;354,98;Reel;620,36;0;0;61,06;195,02;0;404,17;0;0;0;0;;;;;;;;;620,36;;;;;
150;11;2030;600;550;550;0;0;;0;;0;;41,61;;;12,68;151,16;0;0;71,31;847,4;195,02;0;;265,38;;0;;61,93;741,92;;;7,49;;293,92;;1200;Novembre 2130;25571;2,5;354,98;Reel;620,36;0;0;61,06;195,02;0;404,17;0;0;0;0;;;;;;;;;620,36;;;;;
151;12;2030;600;550;550;0;0;;0;;0;;41,61;;;12,68;163,84;0;0;71,31;918,71;215,02;0;;265,38;;0;;61,93;803,85;;;7,49;;297,36;;1200;Décembre 2131;25584;2,5;334,98;Reel;600,36;0;0;57,62;195,02;0;404,17;0;0;0;0;;;;;;;;;600,36;;;;;
152;1;2031;600;550;550;0;0;;0;;0;;41,61;;;12,68;25,36;0;0;71,31;142,62;195,02;0;;265,38;;0;;61,93;123,86;;;7,49;;293,92;;1200;Janvier 2131;25573;2,5;354,98;Reel;620,36;0;0;61,06;195,02;0;404,17;0;0;0;0;;;;;;;;;620,36;;;;;
153;2;2031;600;550;550;0;0;;0;;0;;41,61;;;12,68;38,04;0;0;71,31;213,93;195,02;0;;265,38;;0;;61,93;185,79;;;7,49;;293,92;;1200;Février 2131;25574;2,5;354,98;Reel;620,36;0;0;61,06;195,02;0;404,17;0;0;0;0;;;;;;;;;620,36;;;;;
154;3;2031;600;550;550;0;0;;0;;0;;41,61;;;12,68;50,72;0;0;71,31;285,24;195,02;0;;265,38;;0;;61,93;247,72;;;7,49;;293,92;;1200;Mars 2131;25575;2,5;354,98;Reel;620,36;0;0;61,06;195,02;0;404,17;0;0;0;0;;;;;;;;;620,36;;;;;
155;4;2031;600;550;550;0;0;;0;;0;;42,86;;;12,93;63,65;0;0;73,45;358,69;195,02;0;;279,97;;0;;62,24;309,96;;;7,86;;293,92;;1200;Avril 2131;25576;2,5;354,98;Reel;634,95;0;0;61,06;195,02;0;404,17;0;0;0;0;;;;;;;;;634,95;;;;;
156;5;2031;600;550;550;0;0;;0;;0;;42,86;;;12,93;76,58;0;0;73,45;432,14;199,34;0;;279,97;;0;;62,24;372,2;;;7,86;;290,35;;1200;Mai 2131;25577;2,5;350,66;Reel;630,63;0;0;60,31;199,34;0;404,17;0;0;0;0;;;;;;;;;630,63;;;;;
157;6;2031;600;550;550;0;0;;0;;0;;42,86;;;12,93;89,51;0;0;73,45;505,59;199,34;0;;279,97;;0;;62,24;434,44;;;7,86;;290,35;;1200;Juin 2131;25578;2,5;350,66;Reel;630,63;0;0;60,31;199,34;0;404,17;0;0;0;0;;;;;;;;;630,63;;;;;
158;7;2031;600;550;550;0;0;;0;;0;;42,86;;;12,93;102,44;0;0;73,45;579,04;199,34;0;;279,97;;0;;62,24;496,68;;;7,86;;290,35;;1200;Juillet 2131;25579;2,5;350,66;Reel;630,63;0;0;60,31;199,34;0;404,17;0;0;0;0;;;;;;;;;630,63;;;;;
159;8;2031;600;550;550;0;0;;0;;0;;42,86;;;12,93;115,37;0;0;73,45;652,49;199,34;0;;279,97;;0;;62,24;558,92;;;7,86;;290,35;;1200;Aout 2131;25580;2,5;350,66;Reel;630,63;0;0;60,31;199,34;0;404,17;0;0;0;0;;;;;;;;;630,63;;;;;
160;9;2031;600;550;550;0;0;;0;;0;;42,86;;;12,93;128,3;0;0;73,45;725,94;199,34;0;;279,97;;0;;62,24;621,16;;;7,86;;290,35;;1200;Septembre 2131;25581;2,5;350,66;Reel;630,63;0;0;60,31;199,34;0;404,17;0;0;0;0;;;;;;;;;630,63;;;;;
161;10;2031;600;550;550;0;0;;0;;0;;42,86;;;12,93;141,23;0;0;73,45;799,39;199,34;0;;279,97;;0;;62,24;683,4;;;7,86;;290,35;;1200;Octobre 2131;25582;2,5;350,66;Reel;630,63;0;0;60,31;199,34;0;404,17;0;0;0;0;;;;;;;;;630,63;;;;;
