Ligne;Mois;Annee;Loyer;LoyerPercu;LoyerImposable;CapitalRestantDu;Interets;InteretsAnnuels;Mensualite;MensualiteAnnuelle;AssurancePret;AssurantePretAnnuelle;AssurancePNO;EvolPNO;AssurancePNUAnnuelle;AssuranceGRL;AssuranceGRLAnnuelle;AssuranceCopro;AssuranceCoproAnnuelle;ChargesCopro;ChargesCoproAnnuelle;ChargesIndividuel;AutresCharges;AutresChargesAnnuelles;AutresRevenus;ChargesSCI;FraisAgence;FraisAgenceAnnuel;TaxeFonciere;TaxeFonciereAnnuelle;TravauxRenovation;TravauxRenovationAnnuel;TravauxEntretien;TravauxEntretienAnnuel;Tresorerie;Tresorerie Cumulee;DureeRestanteAnticipeIndiv;DateRemAnticipeIndiv;DateRemAnticipeIndivCalc;NbPartsFiscales;MontantImposableIndiv;Régime fiscal indiv;TotalImposable;TxImpots;MontantImpots;MontantCSG;ChargesDeductiblesCommunes;ChargesLMNP;AmortiBati;AmortiMeubles;TravauxRenovDeduc;TravauxRenovNonDeduc;MontantImposableSCI;ImpotsSCI;TresorerieSCI;DividendeVerse;TresorerieSCIRestante;TresorerieSCIRestanteCumulee;DureeRestanteAnticipeSCI;DateRemAnticipeSCI;DateRemAnticipeSCICalculee;TotalImposable;TxImpotsAssocie;ImpotsAssocie;CSGAssocie;DividendeNetAssocie;
10;11;2019;1814,4;1663,2;1650;195810,58;269,24;;993,63;;50,75;;75;;;0;0;0;0;130,42;1565,04;665,7;0;;5119,58;;40;;300;3600;;;0;;73,4;-4182,2;1200;Novembre 2119;25439;2;984,3;NC;5119,58;30;0;0;865,41;22232,45;554,17;0;0;0;0;;;;;;;;;5119,58;;;;;
11;12;2019;1814,4;1663,2;1650;195086,19;268,24;;993,63;;50,75;;75,56;;;0;0;0;0;130,42;1695,46;704,93;0;;5157,98;;40;;303;3903;;;0;;73,4;-4108,8;1200;Décembre 2120;25452;2;945,07;NC;5157,98;30;0;0;864,41;22559,81;554,17;0;0;0;0;;;;;;;;;5157,98;;;;;
12;1;2020;1828,9152;1676,51;1650;194360,8;267,25;;993,63;;50,75;;75,56;;;0;0;0;0;130,42;260,84;666,91;0;;5157,98;;40;;303;606;;;0;;83,15;-4025,65;1200;Janvier 2120;25441;2,5;983,09;NC;5157,98;14;0;0;866,98;22887,77;554,17;0;0;0;0;;;;;;;;;5157,98;;;;;
13;2;2020;1828,9152;1676,51;1650;193634,42;266,25;;993,63;;50,75;;75,56;;;0;0;0;0;130,42;391,26;666,14;0;;5157,98;;40;;303;909;;;0;;83,15;-3942,5;1200;Février 2120;25442;2,5;983,86;NC;5157,98;14;0;0;865,98;23215,5;554,17;0;0;0;0;;;;;;;;;5157,98;;;;;
14;3;2020;1828,9152;1676,51;1650;192907,04;265,25;;993,63;;50,75;;75,56;;;0;0;0;0;130,42;521,68;665,37;0;;5157,98;;40;;303;1212;;;0;;83,15;-3859,35;1200;Mars 2120;25443;2,5;984,63;NC;5157,98;14;0;0;864,98;23543;554,17;0;0;0;0;;;;;;;;;5157,98;;;;;
15;4;2020;1828,9152;1676,51;1650;192178,66;264,25;;993,63;;50,75;;75,56;;;0;0;0;0;130,42;652,1;664,6;0;;5157,98;;40;;303;1515;;;0;;83,15;-3776,2;1200;Avril 2120;25444;2,5;985,4;NC;5157,98;14;0;0;863,98;23870,27;554,17;0;0;0;0;;;;;;;;;5157,98;;;;;
16;5;2020;1828,9152;1676,51;1650;191449,28;263,24;;993,63;;50,75;;75,56;;;0;0;0;0;130,42;782,52;663,82;0;;5157,98;;40;;303;1818;;;0;;83,15;-3693,05;1200;Mai 2120;25445;2,5;986,18;NC;5157,98;14;0;0;862,97;24197,3;554,17;0;0;0;0;;;;;;;;;5157,98;;;;;
17;6;2020;1828,9152;1676,51;1650;190718,89;262,24;;993,63;;50,75;;75,56;;;0;0;0;0;130,42;912,94;663,05;0;;5157,98;;40;;303;2121;;;0;;83,15;-3609,9;1200;Juin 2120;25446;2,5;986,95;NC;5157,98;14;0;0;861,97;24524,1;554,17;0;0;0;0;;;;;;;;;5157,98;;;;;
18;7;2020;1828,9152;1676,51;1650;189987,5;261,23;;993,63;;50,75;;75,56;;;0;0;0;0;130,42;1043,36;662,28;0;;5157,98;;40;;303;2424;;;0;;83,15;-3526,75;1200;Juillet 2120;25447;2,5;987,72;NC;5157,98;14;0;0;860,96;24850,67;554,17;0;0;0;0;;;;;;;;;5157,98;;;;;
19;8;2020;1828,9152;1676,51;1650;189255,1;260,23;;993,63;;50,75;;75,56;;;0;0;0;0;130,42;1173,78;661,51;0;;5157,98;;40;;303;2727;;;0;;83,15;-3443,6;1200;Aout 2120;25448;2,5;988,49;NC;5157,98;14;0;0;859,96;25177,01;554,17;0;0;0;0;;;;;;;;;5157,98;;;;;
20;9;2020;1828,9152;1676,51;1650;188521,7;259,22;;993,63;;50,75;;75,56;;;0;0;0;0;130,42;1304,2;660,73;0;;5157,98;;40;;303;3030;;;0;;83,15;-3360,45;1200;Septembre 2120;25449;2,5;989,27;NC;5157,98;14;0;0;858,95;25503,11;554,17;0;0;0;0;;;;;;;;;5157,98;;;;;
21;10;2020;1828,9152;1676,51;1650;187787,29;258,21;;993,63;;50,75;;75,56;;;0;0;0;0;130,42;1434,62;659,95;0;;5157,98;;40;;303;3333;;;0;;83,15;-3277,3;1200;Octobre 2120;25450;2,5;990,05;NC;5157,98;14;0;0;857,94;25828,98;554,17;0;0;0;0;;;;;;;;;5157,98;;;;;
22;11;2020;1828,9152;1676,51;1650;187051,87;257,2;;993,63;;50,75;;75,56;;;0;0;0;0;130,42;1565,04;659,18;0;;5157,98;;40;;303;3636;;;0;;83,15;-3194,15;1200;Novembre 2120;25451;2,5;990,82;NC;5157,98;14;0;0;856,93;26154,62;554,17;0;0;0;0;;;;;;;;;5157,98;;;;;
23;12;2020;1828,9152;1676,51;1650;186315,44;256,18;;993,63;;50,75;;76,13;;;0;0;0;0;130,42;1695,46;698,39;0;;5196,67;;40;;306,03;3942,03;;;0;;83,15;-3111;1200;Décembre 2121;25464;2,5;951,61;NC;5196,67;14;0;0;855,91;26480,02;554,17;0;0;0;0;;;;;;;;;5196,67;;;;;
24;1;2021;1843,5465216;1689,92;1650;185577,99;255,17;;993,63;;50,75;;76,13;;;0;0;0;0;130,42;260,84;660,38;0;;5196,67;;40;;306,03;612,06;;;0;;92,96;-3018,04;1200;Janvier 2121;25453;2,5;989,62;NC;5196,67;14;0;0;858,5;26894,43;741,67;45,14;0;0;0;;;;;;;;;5196,67;;;;;
25;2;2021;1843,5465216;1689,92;1650;184839,53;254,15;;993,63;;50,75;;76,13;;;0;0;0;0;130,42;391,26;659,6;0;;5196,67;;40;;306,03;918,09;;;0;;92,96;-2925,08;1200;Février 2121;25454;2,5;990,4;NC;5196,67;14;0;0;857,48;27308,6;741,67;45,14;0;0;0;;;;;;;;;5196,67;;;;;
26;3;2021;1843,5465216;1689,92;1650;184100,05;253,14;;993,63;;50,75;;76,13;;;0;0;0;0;130,42;521,68;658,82;0;;5196,67;;40;;306,03;1224,12;;;0;;92,96;-2832,12;1200;Mars 2121;25455;2,5;991,18;NC;5196,67;14;0;0;856,47;27722,54;741,67;45,14;0;0;0;;;;;;;;;5196,67;;;;;
27;4;2021;1843,5465216;1689,92;1650;183359,56;252,12;;993,63;;50,75;;76,13;;;0;0;0;0;130,42;652,1;658,04;0;;5196,67;;40;;306,03;1530,15;;;0;;92,96;-2739,16;1200;Avril 2121;25456;2,5;991,96;NC;5196,67;14;0;0;855,45;28136,25;741,67;45,14;0;0;0;;;;;;;;;5196,67;;;;;
28;5;2021;1843,5465216;1689,92;1650;182618,05;251,1;;993,63;;50,75;;76,13;;;0;0;0;0;130,42;782,52;657,25;0;;5196,67;;40;;306,03;1836,18;;;0;;92,96;-2646,2;1200;Mai 2121;25457;2,5;992,75;NC;5196,67;14;0;0;854,43;28549,72;741,67;45,14;0;0;0;;;;;;;;;5196,67;;;;;
29;6;2021;1843,5465216;1689,92;1650;181875,52;250,08;;993,63;;50,75;;76,13;;;0;0;0;0;130,42;912,94;656,47;0;;5196,67;;40;;306,03;2142,21;;;0;;92,96;-2553,24;1200;Juin 2121;25458;2,5;993,53;NC;5196,67;14;0;0;853,41;28962,96;741,67;45,14;0;0;0;;;;;;;;;5196,67;;;;;
30;7;2021;1843,5465216;1689,92;1650;181131,97;249,06;;993,63;;50,75;;76,13;;;0;0;0;0;130,42;1043,36;655,68;0;;5196,67;;40;;306,03;2448,24;;;0;;92,96;-2460,28;1200;Juillet 2121;25459;2,5;994,32;NC;5196,67;14;0;0;852,39;29375,96;741,67;45,14;0;0;0;;;;;;;;;5196,67;;;;;
31;8;2021;1843,5465216;1689,92;1650;180387,4;248,03;;993,63;;50,75;;76,13;;;0;0;0;0;130,42;1173,78;654,89;0;;5196,67;;40;;306,03;2754,27;;;0;;92,96;-2367,32;1200;Aout 2121;25460;2,5;995,11;NC;5196,67;14;0;0;851,36;29788,72;741,67;45,14;0;0;0;;;;;;;;;5196,67;;;;;
32;9;2021;1843,5465216;1689,92;1650;179641,8;247,01;;993,63;;50,75;;76,13;;;0;0;0;0;130,42;1304,2;654,11;0;;5196,67;;40;;306,03;3060,3;;;0;;92,96;-2274,36;1200;Septembre 2121;25461;2,5;995,89;NC;5196,67;14;0;0;850,34;30201,25;741,67;45,14;0;0;0;;;;;;;;;5196,67;;;;;
33;10;2021;1843,5465216;1689,92;1650;178895,18;245,98;;993,63;;50,75;;76,13;;;0;0;0;0;130,42;1434,62;653,32;0;;5196,67;;40;;306,03;3366,33;;;0;;92,96;-2181,4;1200;Octobre 2121;25462;2,5;996,68;NC;5196,67;14;0;0;849,31;30613,54;741,67;45,14;0;0;0;;;;;;;;;5196,67;;;;;
34;11;2021;1843,5465216;1689,92;1650;178147,53;244,95;;993,63;;50,75;;76,13;;;0;0;0;0;130,42;1565,04;652,52;0;;5196,67;;40;;306,03;3672,36;;;0;;92,96;-2088,44;1200;Novembre 2121;25463;2,5;997,48;NC;5196,67;14;0;0;848,28;31025,59;741,67;45,14;0;0;0;;;;;;;;;5196,67;;;;;
35;12;2021;1843,5465216;1689,92;1650;177398,85;243,92;;993,63;;50,75;;76,7;;;0;0;0;0;130,42;1695,46;691,73;0;;5235,64;;40;;309,09;3981,45;;;0;;92,96;-1995,48;1200;Décembre 2122;25476;2,5;958,27;NC;5235,64;14;0;0;847,25;31437,4;741,67;45,14;0;0;0;;;;;;;;;5235,64;;;;;
36;1;2022;1858,2948937728;1703,44;1650;176649,14;242,89;;993,63;;50,75;;76,7;;;0;0;0;0;130,42;260,84;653,73;0;;5235,64;;40;;309,09;618,18;;;0;;102,85;-1892,63;1200;Janvier 2122;25465;2,5;996,27;NC;5235,64;14;0;0;849,85;31849,81;741,67;45,14;0;0;0;;;;;;;;;5235,64;;;;;
37;2;2022;1858,2948937728;1703,44;1650;175898,4;241,86;;993,63;;50,75;;76,7;;;0;0;0;0;130,42;391,26;652,94;0;;5235,64;;40;;309,09;927,27;;;0;;102,85;-1789,78;1200;Février 2122;25466;2,5;997,06;NC;5235,64;14;0;0;848,82;32261,99;741,67;45,14;0;0;0;;;;;;;;;5235,64;;;;;
38;3;2022;1858,2948937728;1703,44;1650;175146,63;240,83;;993,63;;50,75;;76,7;;;0;0;0;0;130,42;521,68;652,15;0;;5235,64;;40;;309,09;1236,36;;;0;;102,85;-1686,93;1200;Mars 2122;25467;2,5;997,85;NC;5235,64;14;0;0;847,79;32673,93;741,67;45,14;0;0;0;;;;;;;;;5235,64;;;;;
39;4;2022;1858,2948937728;1703,44;1650;174393,83;239,79;;993,63;;50,75;;76,7;;;0;0;0;0;130,42;652,1;651,35;0;;5235,64;;40;;309,09;1545,45;;;0;;102,85;-1584,08;1200;Avril 2122;25468;2,5;998,65;NC;5235,64;14;0;0;846,75;33085,63;741,67;45,14;0;0;0;;;;;;;;;5235,64;;;;;
40;5;2022;1858,2948937728;1703,44;1650;173639,99;238,75;;993,63;;50,75;;76,7;;;0;0;0;0;130,42;782,52;650,55;0;;5235,64;;40;;309,09;1854,54;;;0;;102,85;-1481,23;1200;Mai 2122;25469;2,5;999,45;NC;5235,64;14;0;0;845,71;33497,09;741,67;45,14;0;0;0;;;;;;;;;5235,64;;;;;
41;6;2022;1858,2948937728;1703,44;1650;172885,11;237,72;;993,63;;50,75;;76,7;;;0;0;0;0;130,42;912,94;649,75;0;;5235,64;;40;;309,09;2163,63;;;0;;102,85;-1378,38;1200;Juin 2122;25470;2,5;1000,25;NC;5235,64;14;0;0;844,68;33908,31;741,67;45,14;0;0;0;;;;;;;;;5235,64;;;;;
42;7;2022;1858,2948937728;1703,44;1650;172129,2;236,68;;993,63;;50,75;;76,7;;;0;0;0;0;130,42;1043,36;648,95;0;;5235,64;;40;;309,09;2472,72;;;0;;102,85;-1275,53;1200;Juillet 2122;25471;2,5;1001,05;NC;5235,64;14;0;0;843,64;34319,29;741,67;45,14;0;0;0;;;;;;;;;5235,64;;;;;
43;8;2022;1858,2948937728;1703,44;1650;171372,25;235,64;;993,63;;50,75;;76,7;;;0;0;0;0;130,42;1173,78;648,15;0;;5235,64;;40;;309,09;2781,81;;;0;;102,85;-1172,68;1200;Aout 2122;25472;2,5;1001,85;NC;5235,64;14;0;0;842,6;34730,03;741,67;45,14;0;0;0;;;;;;;;;5235,64;;;;;
44;9;2022;1858,2948937728;1703,44;1650;170614,26;234,59;;993,63;;50,75;;76,7;;;0;0;0;0;130,42;1304,2;647,35;0;;5235,64;;40;;309,09;3090,9;;;0;;102,85;-1069,83;1200;Septembre 2122;25473;2,5;1002,65;NC;5235,64;14;0;0;841,55;35140,53;741,67;45,14;0;0;0;;;;;;;;;5235,64;;;;;
45;10;2022;1858,2948937728;1703,44;1650;169855,22;233,55;;993,63;;50,75;;76,7;;;0;0;0;0;130,42;1434,62;646,55;0;;5235,64;;40;;309,09;3399,99;;;0;;102,85;-966,98;1200;Octobre 2122;25474;2,5;1003,45;NC;5235,64;14;0;0;840,51;35550,79;741,67;45,14;0;0;0;;;;;;;;;5235,64;;;;;
46;11;2022;1858,2948937728;1703,44;1650;169095,14;232,51;;993,63;;50,75;;76,7;;;0;0;0;0;130,42;1565,04;645,75;0;;5235,64;;40;;309,09;3709,08;;;0;;102,85;-864,13;1200;Novembre 2122;25475;2,5;1004,25;NC;5235,64;14;0;0;839,47;35960,81;741,67;45,14;0;0;0;;;;;;;;;5235,64;;;;;
47;12;2022;1858,2948937728;1703,44;1650;168334,02;231,46;;993,63;;50,75;;77,28;;;0;0;0;0;130,42;1695,46;684,94;0;;5274,91;;40;;312,18;4021,26;;;0;;102,85;-761,28;1200;Décembre 2123;25488;2,5;965,06;NC;5274,91;14;0;0;838,42;36370,59;741,67;45,14;0;0;0;;;;;;;;;5274,91;;;;;
48;1;2023;1873,161252923;1717,06;1650;167571,85;230,41;;993,63;;50,75;;77,28;;;0;0;0;0;130,42;260,84;646,95;0;;5274,91;;40;;312,18;624,36;;;0;;112,8;-648,48;1200;Janvier 2123;25477;2,5;1003,05;NC;5274,91;14;0;0;841,04;36780,97;741,67;45,14;0;0;0;;;;;;;;;5274,91;;;;;
49;2;2023;1873,161252923;1717,06;1650;166808,63;229,36;;993,63;;50,75;;77,28;;;0;0;0;0;130,42;391,26;646,15;0;;5274,91;;40;;312,18;936,54;;;0;;112,8;-535,68;1200;Février 2123;25478;2,5;1003,85;NC;5274,91;14;0;0;839,99;37191,11;741,67;45,14;0;0;0;;;;;;;;;5274,91;;;;;
50;3;2023;1873,161252923;1717,06;1650;166044,36;228,31;;993,63;;50,75;;77,28;;;0;0;0;0;130,42;521,68;645,34;0;;5274,91;;40;;312,18;1248,72;;;0;;112,8;-422,88;1200;Mars 2123;25479;2,5;1004,66;NC;5274,91;14;0;0;838,94;37601,01;741,67;45,14;0;0;0;;;;;;;;;5274,91;;;;;
51;4;2023;1873,161252923;1717,06;1650;165279,04;227,26;;993,63;;50,75;;77,28;;;0;0;0;0;130,42;652,1;644,53;0;;5274,91;;40;;312,18;1560,9;;;0;;112,8;-310,08;1200;Avril 2123;25480;2,5;1005,47;NC;5274,91;14;0;0;837,89;38010,66;741,67;45,14;0;0;0;;;;;;;;;5274,91;;;;;
52;5;2023;1873,161252923;1717,06;1650;164512,67;226,2;;993,63;;50,75;;77,28;;;0;0;0;0;130,42;782,52;643,72;0;;5274,91;;40;;312,18;1873,08;;;0;;112,8;-197,28;1200;Mai 2123;25481;2,5;1006,28;NC;5274,91;14;0;0;836,83;38420,07;741,67;45,14;0;0;0;;;;;;;;;5274,91;;;;;
53;6;2023;1873,161252923;1717,06;1650;163745,24;225,15;;993,63;;50,75;;77,28;;;0;0;0;0;130,42;912,94;642,91;0;;5274,91;;40;;312,18;2185,26;;;0;;112,8;-84,479999999998;1200;Juin 2123;25482;2,5;1007,09;NC;5274,91;14;0;0;835,78;38829,24;741,67;45,14;0;0;0;;;;;;;;;5274,91;;;;;
54;7;2023;1873,161252923;1717,06;1650;162976,76;224,09;;993,63;;50,75;;77,28;;;0;0;0;0;130,42;1043,36;642,09;0;;5274,91;;40;;312,18;2497,44;;;0;;112,8;28,320000000002;185;Décembre 2039;24480;2,5;1007,91;NC;5274,91;14;0;0;834,72;39238,16;741,67;45,14;0;0;0;;;;;;;;;5274,91;;;;;
55;8;2023;1873,161252923;1717,06;1650;162207,22;223,03;;993,63;;50,75;;77,28;;;0;0;0;0;130,42;1173,78;641,28;0;;5274,91;;40;;312,18;2809,62;;;0;;112,8;141,12;184;Décembre 2039;24480;2,5;1008,72;NC;5274,91;14;0;0;833,66;39646,84;741,67;45,14;0;0;0;;;;;;;;;5274,91;;;;;
56;9;2023;1873,161252923;1717,06;1650;161436,62;221,98;;993,63;;50,75;;77,28;;;0;0;0;0;130,42;1304,2;640,47;0;;5274,91;;40;;312,18;3121,8;;;0;;112,8;253,92;183;Décembre 2039;24480;2,5;1009,53;NC;5274,91;14;0;0;832,61;40055,28;741,67;45,14;0;0;0;;;;;;;;;5274,91;;;;;
57;10;2023;1873,161252923;1717,06;1650;160664,97;220,91;;993,63;;50,75;;77,28;;;0;0;0;0;130,42;1434,62;639,65;0;;5274,91;;40;;312,18;3433,98;;;0;;112,8;366,72;182;Décembre 2039;24480;2,5;1010,35;NC;5274,91;14;0;0;831,54;40463,47;741,67;45,14;0;0;0;;;;;;;;;5274,91;;;;;
58;11;2023;1873,161252923;1717,06;1650;159892,25;219,85;;993,63;;50,75;;77,28;;;0;0;0;0;130,42;1565,04;638,83;0;;5274,91;;40;;312,18;3746,16;;;0;;112,8;479,52;181;Décembre 2039;24480;2,5;1011,17;NC;5274,91;14;0;0;830,48;40871,41;741,67;45,14;0;0;0;;;;;;;;;5274,91;;;;;
59;12;2023;1873,161252923;1717,06;1650;159118,47;218,79;;993,63;;50,75;;77,86;;;0;0;0;0;130,42;1695,46;678,02;0;;5314,47;;40;;315,3;4061,46;;;0;;112,8;592,32;180;Décembre 2039;24480;2,5;971,98;NC;5314,47;14;0;0;829,42;41279,11;741,67;45,14;0;0;0;;;;;;;;;5314,47;;;;;
60;1;2024;1888,1465429464;1730,8;1650;158343,63;217,72;;993,63;;50,75;;77,86;;;0;0;0;0;130,42;260,84;640,04;0;;5314,47;;40;;315,3;630,6;;;0;;122,84;715,16;179;Décembre 2039;24480;2,5;1009,96;NC;5314,47;14;0;0;832,05;41687,42;741,67;45,14;0;0;0;;;;;;;;;5314,47;;;;;
61;2;2024;1888,1465429464;1730,8;1650;157567,72;216,66;;993,63;;50,75;;77,86;;;0;0;0;0;130,42;391,26;639,22;0;;5314,47;;40;;315,3;945,9;;;0;;122,84;838;177;Novembre 2038;24467;2,5;1010,78;NC;5314,47;14;0;0;830,99;42095,48;741,67;45,14;0;0;0;;;;;;;;;5314,47;;;;;
62;3;2024;1888,1465429464;1730,8;1650;156790,75;215,59;;993,63;;50,75;;77,86;;;0;0;0;0;130,42;521,68;638,4;0;;5314,47;;40;;315,3;1261,2;;;0;;122,84;960,84;176;Novembre 2038;24467;2,5;1011,6;NC;5314,47;14;0;0;829,92;42503,29;741,67;45,14;0;0;0;;;;;;;;;5314,47;;;;;
63;4;2024;1888,1465429464;1730,8;1650;156012,71;214,52;;993,63;;50,75;;77,86;;;0;0;0;0;130,42;652,1;637,58;0;;5314,47;;40;;315,3;1576,5;;;0;;122,84;1083,68;175;Novembre 2038;24467;2,5;1012,42;NC;5314,47;14;0;0;828,85;42910,86;741,67;45,14;0;0;0;;;;;;;;;5314,47;;;;;
64;5;2024;1888,1465429464;1730,8;1650;155233,6;213,45;;993,63;;50,75;;77,86;;;0;0;0;0;130,42;782,52;636,75;0;;5314,47;;40;;315,3;1891,8;;;0;;122,84;1206,52;174;Novembre 2038;24467;2,5;1013,25;NC;5314,47;14;0;0;827,78;43318,18;741,67;45,14;0;0;0;;;;;;;;;5314,47;;;;;
65;6;2024;1888,1465429464;1730,8;1650;154453,42;212,37;;993,63;;50,75;;77,86;;;0;0;0;0;130,42;912,94;635,92;0;;5314,47;;40;;315,3;2207,1;;;0;;122,84;1329,36;173;Novembre 2038;24467;2,5;1014,08;NC;5314,47;14;0;0;826,7;43725,25;741,67;45,14;0;0;0;;;;;;;;;5314,47;;;;;
66;7;2024;1888,1465429464;1730,8;1650;153672,16;211,3;;993,63;;50,75;;77,86;;;0;0;0;0;130,42;1043,36;635,1;0;;5314,47;;40;;315,3;2522,4;;;0;;122,84;1452,2;172;Novembre 2038;24467;2,5;1014,9;NC;5314,47;14;0;0;825,63;44132,07;741,67;45,14;0;0;0;;;;;;;;;5314,47;;;;;
67;8;2024;1888,1465429464;1730,8;1650;152889,83;210,22;;993,63;;50,75;;77,86;;;0;0;0;0;130,42;1173,78;634,27;0;;5314,47;;40;;315,3;2837,7;;;0;;122,84;1575,04;170;Octobre 2038;24466;2,5;1015,73;NC;5314,47;14;0;0;824,55;44538,65;741,67;45,14;0;0;0;;;;;;;;;5314,47;;;;;
68;9;2024;1888,1465429464;1730,8;1650;152106,42;209,15;;993,63;;50,75;;77,86;;;0;0;0;0;130,42;1304,2;633,45;0;;5314,47;;40;;315,3;3153;;;0;;122,84;1697,88;169;Octobre 2038;24466;2,5;1016,55;NC;5314,47;14;0;0;823,48;44944,98;741,67;45,14;0;0;0;;;;;;;;;5314,47;;;;;
69;10;2024;1888,1465429464;1730,8;1650;151321,94;208,07;;993,63;;50,75;;77,86;;;0;0;0;0;130,42;1434,62;632,62;0;;5314,47;;40;;315,3;3468,3;;;0;;122,84;1820,72;168;Octobre 2038;24466;2,5;1017,38;NC;5314,47;14;0;0;822,4;45351,06;741,67;45,14;0;0;0;;;;;;;;;5314,47;;;;;
70;11;2024;1888,1465429464;1730,8;1650;150536,38;206,99;;993,63;;50,75;;77,86;;;0;0;0;0;130,42;1565,04;631,78;0;;5314,47;;40;;315,3;3783,6;;;0;;122,84;1943,56;167;Octobre 2038;24466;2,5;1018,22;NC;5314,47;14;0;0;821,32;45756,89;741,67;45,14;0;0;0;;;;;;;;;5314,47;;;;;
