Ligne;Mois;Annee;Loyer;LoyerPercu;LoyerImposable;CapitalRestantDu;Interets;InteretsAnnuels;Mensualite;MensualiteAnnuelle;AssurancePret;AssurantePretAnnuelle;AssurancePNO;EvolPNO;AssurancePNUAnnuelle;AssuranceGRL;AssuranceGRLAnnuelle;AssuranceCopro;AssuranceCoproAnnuelle;ChargesCopro;ChargesCoproAnnuelle;ChargesIndividuel;AutresCharges;AutresChargesAnnuelles;AutresRevenus;ChargesSCI;FraisAgence;FraisAgenceAnnuel;TaxeFonciere;TaxeFonciereAnnuelle;TravauxRenovation;TravauxRenovationAnnuel;TravauxEntretien;TravauxEntretienAnnuel;Tresorerie;Tresorerie Cumulee;DureeRestanteAnticipeIndiv;DateRemAnticipeIndiv;DateRemAnticipeIndivCalc;NbPartsFiscales;MontantImposableIndiv;Régime fiscal indiv;TotalImposable;TxImpots;MontantImpots;MontantCSG;ChargesDeductiblesCommunes;ChargesLMNP;AmortiBati;AmortiMeubles;TravauxRenovDeduc;TravauxRenovNonDeduc;MontantImposableSCI;ImpotsSCI;TresorerieSCI;DividendeVerse;TresorerieSCIRestante;TresorerieSCIRestanteCumulee;DureeRestanteAnticipeSCI;DateRemAnticipeSCI;DateRemAnticipeSCICalculee;TotalImposable;TxImpotsAssocie;ImpotsAssocie;CSGAssocie;DividendeNetAssocie;
10;1;2020;422,1;386,93;385;27492,63;22,91;;124,11;;7,13;;8,33;;;14,17;28,34;0;0;29,17;58,34;148,38;0;;2129,17;;0;;62,5;125;;;4,17;;25,66;-939,99;1200;Janvier 2120;25441;1;236,62;Reel;2365,79;30;70,99;40,7;148,38;0;131,95;0;0;0;0;;;;;;;;;2365,79;;;;;
11;2;2020;422,1;386,93;385;27391,43;22,83;;124,11;;7,13;;8,37;;;14,31;42,65;0;0;29,32;87,66;148,3;0;;2129,17;;0;;63,13;188,13;;;4,17;;25,63;-914,36;1200;Février 2120;25442;1;236,7;Reel;2365,87;30;71,01;40,71;148,3;0;131,95;0;0;0;0;;;;;;;;;2365,87;;;;;
12;3;2020;422,1;386,93;385;27290,15;22,74;;124,11;;7,13;;8,37;;;14,31;56,96;0;0;29,32;116,98;149,17;0;;2129,17;;0;;63,13;251,26;;;4,17;;25,08;-889,28;1200;Mars 2120;25443;1;235,83;Reel;2365;30;70,75;40,56;149,17;0;131,95;0;0;0;0;;;;;;;;;2365;;;;;
13;4;2020;422,1;386,93;385;27188,78;22,66;;124,11;;7,13;;8,37;;;14,31;71,27;0;0;29,32;146,3;149,09;0;;2129,17;;0;;63,13;314,39;;;4,17;;25,04;-864,24;1200;Avril 2120;25444;1;235,91;Reel;2365,08;30;70,77;40,58;149,09;0;131,95;0;0;0;0;;;;;;;;;2365,08;;;;;
14;5;2020;422,1;386,93;385;27087,33;22,57;;124,11;;7,13;;8,37;;;14,31;85,58;0;0;29,32;175,62;149;0;;2129,17;;0;;63,13;377,52;;;4,17;;25;-839,24;1200;Mai 2120;25445;1;236;Reel;2365,17;30;70,8;40,59;149;0;131,95;0;0;0;0;;;;;;;;;2365,17;;;;;
15;6;2020;422,1;386,93;385;26985,79;22,49;;124,11;;7,13;;8,37;;;14,31;99,89;0;0;29,32;204,94;148,92;0;;2129,17;;0;;63,13;440,65;;;4,17;;24,96;-814,28;1200;Juin 2120;25446;1;236,08;Reel;2365,25;30;70,82;40,61;148,92;0;131,95;0;0;0;0;;;;;;;;;2365,25;;;;;
16;7;2020;422,1;386,93;385;26884,17;22,4;;124,11;;7,13;;8,37;;;14,31;114,2;0;0;29,32;234,26;148,83;0;;2129,17;;0;;63,13;503,78;;;4,17;;24,92;-789,36;1200;Juillet 2120;25447;1;236,17;Reel;2365,34;30;70,85;40,62;148,83;0;131,95;0;0;0;0;;;;;;;;;2365,34;;;;;
17;8;2020;422,1;386,93;385;26782,46;22,32;;124,11;;7,13;;8,37;;;14,31;128,51;0;0;29,32;263,58;148,75;0;;2129,17;;0;;63,13;566,91;;;4,17;;24,87;-764,49;1200;Aout 2120;25448;1;236,25;Reel;2365,42;30;70,88;40,64;148,75;0;131,95;0;0;0;0;;;;;;;;;2365,42;;;;;
18;9;2020;422,1;386,93;385;26680,67;22,23;;124,11;;7,13;;8,37;;;14,31;142,82;0;0;29,32;292,9;148,66;0;;2129,17;;0;;63,13;630,04;;;4,17;;24,84;-739,65;1200;Septembre 2120;25449;1;236,34;Reel;2365,51;30;70,9;40,65;148,66;0;131,95;0;0;0;0;;;;;;;;;2365,51;;;;;
19;10;2020;422,1;386,93;385;26578,79;22,15;;124,11;;7,13;;8,37;;;14,31;157,13;0;0;29,32;322,22;148,58;0;;2129,17;;0;;63,13;693,17;;;4,17;;24,8;-714,85;1200;Octobre 2120;25450;1;236,42;Reel;2365,59;30;70,93;40,66;148,58;0;131,95;0;0;0;0;;;;;;;;;2365,59;;;;;
20;11;2020;422,1;386,93;385;26476,83;22,06;;124,11;;7,13;;8,37;;;14,31;171,44;0;0;29,32;351,54;148,49;0;;2129,17;;0;;63,13;756,3;;;4,17;;24,76;-690,09;1200;Novembre 2120;25451;1;236,51;Reel;2365,68;30;70,95;40,68;148,49;0;131,95;0;0;0;0;;;;;;;;;2365,68;;;;;
21;12;2020;422,1;386,93;385;26374,78;21,98;;124,11;;7,13;;8,37;;;14,31;185,75;0;0;29,32;380,86;168,41;0;;2129,17;;0;;63,13;819,43;;;4,17;;34,16;-655,93;1200;Décembre 2121;25464;1;216,59;Reel;2345,76;30;64,98;37,25;148,41;0;131,95;0;0;0;0;;;;;;;;;2345,76;;;;;
22;1;2021;424,2105;388,86;385;26272,65;21,89;;124,11;;7,13;;8,37;;;14,31;28,62;0;0;29,32;58,64;148,32;0;;2129,17;;0;;63,13;126,26;;;4,17;;26,61;-629,32;1200;Janvier 2121;25453;1;236,68;Reel;2365,85;30;71;40,71;148,32;0;131,95;0;0;0;0;;;;;;;;;2365,85;;;;;
23;2;2021;424,2105;388,86;385;26170,43;21,81;;124,11;;7,13;;8,41;;;14,45;43,07;0;0;29,47;88,11;148,24;0;;2129,17;;0;;63,76;190,02;;;4,17;;26,57;-602,75;1200;Février 2121;25454;1;236,76;Reel;2365,93;30;71,03;40,72;148,24;0;131,95;0;0;0;0;;;;;;;;;2365,93;;;;;
24;3;2021;424,2105;388,86;385;26068,13;21,72;;124,11;;7,13;;8,41;;;14,45;57,52;0;0;29,47;117,58;149,11;0;;2129,17;;0;;63,76;253,78;;;4,17;;26,02;-576,73;1200;Mars 2121;25455;1;235,89;Reel;2365,06;30;70,77;40,57;149,11;0;131,95;0;0;0;0;;;;;;;;;2365,06;;;;;
25;4;2021;424,2105;388,86;385;25965,74;21,64;;124,11;;7,13;;8,41;;;14,45;71,97;0;0;29,47;147,05;149,03;0;;2129,17;;0;;63,76;317,54;;;4,17;;25,98;-550,75;1200;Avril 2121;25456;1;235,97;Reel;2365,14;30;70,79;40,59;149,03;0;131,95;0;0;0;0;;;;;;;;;2365,14;;;;;
26;5;2021;424,2105;388,86;385;25863,27;21,55;;124,11;;7,13;;8,41;;;14,45;86,42;0;0;29,47;176,52;148,94;0;;2129,17;;0;;63,76;381,3;;;4,17;;25,94;-524,81;1200;Mai 2121;25457;1;236,06;Reel;2365,23;30;70,82;40,6;148,94;0;131,95;0;0;0;0;;;;;;;;;2365,23;;;;;
27;6;2021;424,2105;388,86;385;25760,71;21,47;;124,11;;7,13;;8,41;;;14,45;100,87;0;0;29,47;205,99;148,86;0;;2129,17;;0;;63,76;445,06;;;4,17;;25,9;-498,91;1200;Juin 2121;25458;1;236,14;Reel;2365,31;30;70,84;40,62;148,86;0;131,95;0;0;0;0;;;;;;;;;2365,31;;;;;
28;7;2021;424,2105;388,86;385;25658,07;21,38;;124,11;;7,13;;8,41;;;14,45;115,32;0;0;29,47;235,46;148,77;0;;2129,17;;0;;63,76;508,82;;;4,17;;25,86;-473,05;1200;Juillet 2121;25459;1;236,23;Reel;2365,4;30;70,87;40,63;148,77;0;131,95;0;0;0;0;;;;;;;;;2365,4;;;;;
29;8;2021;424,2105;388,86;385;25555,34;21,3;;124,11;;7,13;;8,41;;;14,45;129,77;0;0;29,47;264,93;148,69;0;;2129,17;;0;;63,76;572,58;;;4,17;;25,82;-447,23;1200;Aout 2121;25460;1;236,31;Reel;2365,48;30;70,89;40,65;148,69;0;131,95;0;0;0;0;;;;;;;;;2365,48;;;;;
30;9;2021;424,2105;388,86;385;25452,53;21,21;;124,11;;7,13;;8,41;;;14,45;144,22;0;0;29,47;294,4;148,6;0;;2129,17;;0;;63,76;636,34;;;4,17;;25,78;-421,45;1200;Septembre 2121;25461;1;236,4;Reel;2365,57;30;70,92;40,66;148,6;0;131,95;0;0;0;0;;;;;;;;;2365,57;;;;;
31;10;2021;424,2105;388,86;385;25349,63;21,12;;124,11;;7,13;;8,41;;;14,45;158,67;0;0;29,47;323,87;148,51;0;;2129,17;;0;;63,76;700,1;;;4,17;;25,73;-395,72;1200;Octobre 2121;25462;1;236,49;Reel;2365,66;30;70,95;40,68;148,51;0;131,95;0;0;0;0;;;;;;;;;2365,66;;;;;
32;11;2021;424,2105;388,86;385;25246,64;21,04;;124,11;;7,13;;8,41;;;14,45;173,12;0;0;29,47;353,34;148,43;0;;2129,17;;0;;63,76;763,86;;;4,17;;25,7;-370,02;1200;Novembre 2121;25463;1;236,57;Reel;2365,74;30;70,97;40,69;148,43;0;131,95;0;0;0;0;;;;;;;;;2365,74;;;;;
33;12;2021;424,2105;388,86;385;25143,57;20,95;;124,11;;7,13;;8,41;;;14,45;187,57;0;0;29,47;382,81;168,34;0;;2129,17;;0;;63,76;827,62;;;4,17;;35,09;-334,93;1200;Décembre 2122;25476;1;216,66;Reel;2345,83;30;65;37,27;148,34;0;131,95;0;0;0;0;;;;;;;;;2345,83;;;;;
34;1;2022;426,3315525;390,8;385;25040,41;20,87;;124,11;;7,13;;8,41;;;14,45;28,9;0;0;29,47;58,94;148,26;0;;2129,17;;0;;63,76;127,52;;;4,17;;27,56;-307,37;1200;Janvier 2122;25465;1;236,74;Reel;2365,91;30;71,02;40,72;148,26;0;131,95;0;0;0;0;;;;;;;;;2365,91;;;;;
35;2;2022;426,3315525;390,8;385;24937,17;20,78;;124,11;;7,13;;8,45;;;14,59;43,49;0;0;29,62;88,56;148,17;0;;2129,17;;0;;64,4;191,92;;;4,17;;27,52;-279,85;1200;Février 2122;25466;1;236,83;Reel;2366;30;71,05;40,73;148,17;0;131,95;0;0;0;0;;;;;;;;;2366;;;;;
36;3;2022;426,3315525;390,8;385;24833,84;20,69;;124,11;;7,13;;8,45;;;14,59;58,08;0;0;29,62;118,18;149,05;0;;2129,17;;0;;64,4;256,32;;;4,17;;26,97;-252,88;1200;Mars 2122;25467;1;235,95;Reel;2365,12;30;70,78;40,58;149,05;0;131,95;0;0;0;0;;;;;;;;;2365,12;;;;;
37;4;2022;426,3315525;390,8;385;24730,42;20,61;;124,11;;7,13;;8,45;;;14,59;72,67;0;0;29,62;147,8;148,97;0;;2129,17;;0;;64,4;320,72;;;4,17;;26,92;-225,96;1200;Avril 2122;25468;1;236,03;Reel;2365,2;30;70,81;40,6;148,97;0;131,95;0;0;0;0;;;;;;;;;2365,2;;;;;
38;5;2022;426,3315525;390,8;385;24626,92;20,52;;124,11;;7,13;;8,45;;;14,59;87,26;0;0;29,62;177,42;148,88;0;;2129,17;;0;;64,4;385,12;;;4,17;;26,88;-199,08;1200;Mai 2122;25469;1;236,12;Reel;2365,29;30;70,84;40,61;148,88;0;131,95;0;0;0;0;;;;;;;;;2365,29;;;;;
39;6;2022;426,3315525;390,8;385;24523,33;20,44;;124,11;;7,13;;8,45;;;14,59;101,85;0;0;29,62;207,04;148,8;0;;2129,17;;0;;64,4;449,52;;;4,17;;26,84;-172,24;1200;Juin 2122;25470;1;236,2;Reel;2365,37;30;70,86;40,63;148,8;0;131,95;0;0;0;0;;;;;;;;;2365,37;;;;;
40;7;2022;426,3315525;390,8;385;24419,66;20,35;;124,11;;7,13;;8,45;;;14,59;116,44;0;0;29,62;236,66;148,71;0;;2129,17;;0;;64,4;513,92;;;4,17;;26,8;-145,44;1200;Juillet 2122;25471;1;236,29;Reel;2365,46;30;70,89;40,64;148,71;0;131,95;0;0;0;0;;;;;;;;;2365,46;;;;;
41;8;2022;426,3315525;390,8;385;24315,9;20,26;;124,11;;7,13;;8,45;;;14,59;131,03;0;0;29,62;266,28;148,62;0;;2129,17;;0;;64,4;578,32;;;4,17;;26,76;-118,68;1200;Aout 2122;25472;1;236,38;Reel;2365,55;30;70,91;40,66;148,62;0;131,95;0;0;0;0;;;;;;;;;2365,55;;;;;
42;9;2022;426,3315525;390,8;385;24212,05;20,18;;124,11;;7,13;;8,45;;;14,59;145,62;0;0;29,62;295,9;148,54;0;;2129,17;;0;;64,4;642,72;;;4,17;;26,72;-91,96;1200;Septembre 2122;25473;1;236,46;Reel;2365,63;30;70,94;40,67;148,54;0;131,95;0;0;0;0;;;;;;;;;2365,63;;;;;
43;10;2022;426,3315525;390,8;385;24108,12;20,09;;124,11;;7,13;;8,45;;;14,59;160,21;0;0;29,62;325,52;148,45;0;;2129,17;;0;;64,4;707,12;;;4,17;;26,68;-65,28;1200;Octobre 2122;25474;1;236,55;Reel;2365,72;30;70,96;40,69;148,45;0;131,95;0;0;0;0;;;;;;;;;2365,72;;;;;
44;11;2022;426,3315525;390,8;385;24004,1;20;;124,11;;7,13;;8,45;;;14,59;174,8;0;0;29,62;355,14;148,36;0;;2129,17;;0;;64,4;771,52;;;4,17;;26,64;-38,64;1200;Novembre 2122;25475;1;236,64;Reel;2365,81;30;70,99;40,7;148,36;0;131,95;0;0;0;0;;;;;;;;;2365,81;;;;;
45;12;2022;426,3315525;390,8;385;23899,99;19,92;;124,11;;7,13;;8,45;;;14,59;189,39;0;0;29,62;384,76;168,28;0;;2129,17;;0;;64,4;835,92;;;4,17;;36,03;-2,6099999999997;1200;Décembre 2123;25488;1;216,72;Reel;2345,89;30;65,02;37,28;148,28;0;131,95;0;0;0;0;;;;;;;;;2345,89;;;;;
46;1;2023;428,4632102625;392,76;385;23795,8;19,83;;124,11;;7,13;;8,45;;;14,59;29,18;0;0;29,62;59,24;148,19;0;;2129,17;;0;;64,4;128,8;;;4,17;;28,52;25,91;208;Mai 2040;24485;1;236,81;Reel;2365,98;30;71,04;40,73;148,19;0;131,95;0;0;0;0;;;;;;;;;2365,98;;;;;
47;2;2023;428,4632102625;392,76;385;23691,52;19,74;;124,11;;7,13;;8,49;;;14,74;43,92;0;0;29,77;89,01;148,1;0;;2129,17;;0;;65,04;193,84;;;4,17;;28,47;54,38;207;Mai 2040;24485;1;236,9;Reel;2366,07;30;71,07;40,75;148,1;0;131,95;0;0;0;0;;;;;;;;;2366,07;;;;;
48;3;2023;428,4632102625;392,76;385;23587,15;19,66;;124,11;;7,13;;8,49;;;14,74;58,66;0;0;29,77;118,78;149;0;;2129,17;;0;;65,04;258,88;;;4,17;;27,92;82,3;206;Mai 2040;24485;1;236;Reel;2365,17;30;70,8;40,59;149;0;131,95;0;0;0;0;;;;;;;;;2365,17;;;;;
49;4;2023;428,4632102625;392,76;385;23482,7;19,57;;124,11;;7,13;;8,49;;;14,74;73,4;0;0;29,77;148,55;148,91;0;;2129,17;;0;;65,04;323,92;;;4,17;;27,87;110,17;204;Avril 2040;24484;1;236,09;Reel;2365,26;30;70,83;40,61;148,91;0;131,95;0;0;0;0;;;;;;;;;2365,26;;;;;
50;5;2023;428,4632102625;392,76;385;23378,16;19,48;;124,11;;7,13;;8,49;;;14,74;88,14;0;0;29,77;178,32;148,82;0;;2129,17;;0;;65,04;388,96;;;4,17;;27,84;138,01;203;Avril 2040;24484;1;236,18;Reel;2365,35;30;70,85;40,62;148,82;0;131,95;0;0;0;0;;;;;;;;;2365,35;;;;;
51;6;2023;428,4632102625;392,76;385;23273,53;19,39;;124,11;;7,13;;8,49;;;14,74;102,88;0;0;29,77;208,09;148,73;0;;2129,17;;0;;65,04;454;;;4,17;;27,79;165,8;202;Avril 2040;24484;1;236,27;Reel;2365,44;30;70,88;40,64;148,73;0;131,95;0;0;0;0;;;;;;;;;2365,44;;;;;
52;7;2023;428,4632102625;392,76;385;23168,81;19,31;;124,11;;7,13;;8,49;;;14,74;117,62;0;0;29,77;237,86;148,65;0;;2129,17;;0;;65,04;519,04;;;4,17;;27,75;193,55;201;Avril 2040;24484;1;236,35;Reel;2365,52;30;70,91;40,65;148,65;0;131,95;0;0;0;0;;;;;;;;;2365,52;;;;;
53;8;2023;428,4632102625;392,76;385;23064,01;19,22;;124,11;;7,13;;8,49;;;14,74;132,36;0;0;29,77;267,63;148,56;0;;2129,17;;0;;65,04;584,08;;;4,17;;27,71;221,26;199;Mars 2040;24483;1;236,44;Reel;2365,61;30;70,93;40,67;148,56;0;131,95;0;0;0;0;;;;;;;;;2365,61;;;;;
54;9;2023;428,4632102625;392,76;385;22959,12;19,13;;124,11;;7,13;;8,49;;;14,74;147,1;0;0;29,77;297,4;148,47;0;;2129,17;;0;;65,04;649,12;;;4,17;;27,67;248,93;198;Mars 2040;24483;1;236,53;Reel;2365,7;30;70,96;40,68;148,47;0;131,95;0;0;0;0;;;;;;;;;2365,7;;;;;
55;10;2023;428,4632102625;392,76;385;22854,14;19,05;;124,11;;7,13;;8,49;;;14,74;161,84;0;0;29,77;327,17;148,39;0;;2129,17;;0;;65,04;714,16;;;4,17;;27,63;276,56;197;Mars 2040;24483;1;236,61;Reel;2365,78;30;70,98;40,7;148,39;0;131,95;0;0;0;0;;;;;;;;;2365,78;;;;;
56;11;2023;428,4632102625;392,76;385;22749,08;18,96;;124,11;;7,13;;8,49;;;14,74;176,58;0;0;29,77;356,94;148,3;0;;2129,17;;0;;65,04;779,2;;;4,17;;27,59;304,15;196;Mars 2040;24483;1;236,7;Reel;2365,87;30;71,01;40,71;148,3;0;131,95;0;0;0;0;;;;;;;;;2365,87;;;;;
57;12;2023;428,4632102625;392,76;385;22643,93;18,87;;124,11;;7,13;;8,49;;;14,74;191,32;0;0;29,77;386,71;168,21;0;;2129,17;;0;;65,04;844,24;;;4,17;;36,98;341,13;194;Février 2040;24482;1;216,79;Reel;2345,96;30;65,04;37,29;148,21;0;131,95;0;0;0;0;;;;;;;;;2345,96;;;;;
58;1;2024;430,60552631381;394,72;385;22538,69;18,78;;124,11;;7,13;;8,49;;;14,74;29,48;0;0;29,77;59,54;148,12;0;;2129,17;;0;;65,04;130,08;;;4,17;;29,47;370,6;193;Février 2040;24482;1;236,88;Reel;2366,05;30;71,06;40,74;148,12;0;131,95;0;0;0;0;;;;;;;;;2366,05;;;;;
59;2;2024;430,60552631381;394,72;385;22433,36;18,69;;124,11;;7,13;;8,53;;;14,89;44,37;0;0;29,92;89,46;148,03;0;;2129,17;;0;;65,69;195,77;;;4,17;;29,42;400,02;192;Février 2040;24482;1;236,97;Reel;2366,14;30;71,09;40,76;148,03;0;131,95;0;0;0;0;;;;;;;;;2366,14;;;;;
60;3;2024;430,60552631381;394,72;385;22327,94;18,61;;124,11;;7,13;;8,53;;;14,89;59,26;0;0;29,92;119,38;148,94;0;;2129,17;;0;;65,69;261,46;;;4,17;;28,86;428,88;190;Janvier 2040;24481;1;236,06;Reel;2365,23;30;70,82;40,6;148,94;0;131,95;0;0;0;0;;;;;;;;;2365,23;;;;;
61;4;2024;430,60552631381;394,72;385;22222,44;18,52;;124,11;;7,13;;8,53;;;14,89;74,15;0;0;29,92;149,3;148,85;0;;2129,17;;0;;65,69;327,15;;;4,17;;28,81;457,69;189;Janvier 2040;24481;1;236,15;Reel;2365,32;30;70,85;40,62;148,85;0;131,95;0;0;0;0;;;;;;;;;2365,32;;;;;
62;5;2024;430,60552631381;394,72;385;22116,85;18,43;;124,11;;7,13;;8,53;;;14,89;89,04;0;0;29,92;179,22;148,76;0;;2129,17;;0;;65,69;392,84;;;4,17;;28,78;486,47;188;Janvier 2040;24481;1;236,24;Reel;2365,41;30;70,87;40,63;148,76;0;131,95;0;0;0;0;;;;;;;;;2365,41;;;;;
63;6;2024;430,60552631381;394,72;385;22011,17;18,34;;124,11;;7,13;;8,53;;;14,89;103,93;0;0;29,92;209,14;148,67;0;;2129,17;;0;;65,69;458,53;;;4,17;;28,73;515,2;187;Janvier 2040;24481;1;236,33;Reel;2365,5;30;70,9;40,65;148,67;0;131,95;0;0;0;0;;;;;;;;;2365,5;;;;;
64;7;2024;430,60552631381;394,72;385;21905,4;18,25;;124,11;;7,13;;8,53;;;14,89;118,82;0;0;29,92;239,06;148,58;0;;2129,17;;0;;65,69;524,22;;;4,17;;28,69;543,89;185;Décembre 2040;24492;1;236,42;Reel;2365,59;30;70,93;40,66;148,58;0;131,95;0;0;0;0;;;;;;;;;2365,59;;;;;
65;8;2024;430,60552631381;394,72;385;21799,54;18,17;;124,11;;7,13;;8,53;;;14,89;133,71;0;0;29,92;268,98;148,5;0;;2129,17;;0;;65,69;589,91;;;4,17;;28,65;572,54;184;Décembre 2040;24492;1;236,5;Reel;2365,67;30;70,95;40,68;148,5;0;131,95;0;0;0;0;;;;;;;;;2365,67;;;;;
66;9;2024;430,60552631381;394,72;385;21693,6;18,08;;124,11;;7,13;;8,53;;;14,89;148,6;0;0;29,92;298,9;148,41;0;;2129,17;;0;;65,69;655,6;;;4,17;;28,61;601,15;183;Décembre 2040;24492;1;236,59;Reel;2365,76;30;70,98;40,69;148,41;0;131,95;0;0;0;0;;;;;;;;;2365,76;;;;;
67;10;2024;430,60552631381;394,72;385;21587,57;17,99;;124,11;;7,13;;8,53;;;14,89;163,49;0;0;29,92;328,82;148,32;0;;2129,17;;0;;65,69;721,29;;;4,17;;28,57;629,72;182;Décembre 2040;24492;1;236,68;Reel;2365,85;30;71;40,71;148,32;0;131,95;0;0;0;0;;;;;;;;;2365,85;;;;;
68;11;2024;430,60552631381;394,72;385;21481,45;17,9;;124,11;;7,13;;8,53;;;14,89;178,38;0;0;29,92;358,74;148,23;0;;2129,17;;0;;65,69;786,98;;;4,17;;28,53;658,25;180;Novembre 2039;24479;1;236,77;Reel;2365,94;30;71,03;40,72;148,23;0;131,95;0;0;0;0;;;;;;;;;2365,94;;;;;
69;12;2024;430,60552631381;394,72;385;21375,24;17,81;;124,11;;7,13;;8,53;;;14,89;193,27;0;0;29,92;388,66;168,14;0;;2129,17;;0;;65,69;852,67;;;4,17;;37,92;696,17;179;Novembre 2039;24479;1;216,86;Reel;2346,03;30;65,06;37,3;148,14;0;131,95;0;0;0;0;;;;;;;;;2346,03;;;;;
70;1;2025;432,75855394538;396,7;385;21268,94;17,72;;124,11;;7,13;;8,53;;;14,89;29,78;0;0;29,92;59,84;148,05;0;;2129,17;;0;;65,69;131,38;;;4,17;;30,41;726,58;178;Novembre 2039;24479;1;236,95;Reel;2366,12;30;71,09;40,76;148,05;0;131,95;0;0;0;0;;;;;;;;;2366,12;;;;;
