Ligne;Mois;Annee;Loyer;LoyerPercu;LoyerImposable;CapitalRestantDu;Interets;InteretsAnnuels;Mensualite;MensualiteAnnuelle;AssurancePret;AssurantePretAnnuelle;AssurancePNO;EvolPNO;AssurancePNUAnnuelle;AssuranceGRL;AssuranceGRLAnnuelle;AssuranceCopro;AssuranceCoproAnnuelle;ChargesCopro;ChargesCoproAnnuelle;ChargesIndividuel;AutresCharges;AutresChargesAnnuelles;AutresRevenus;ChargesSCI;FraisAgence;FraisAgenceAnnuel;TaxeFonciere;TaxeFonciereAnnuelle;TravauxRenovation;TravauxRenovationAnnuel;TravauxEntretien;TravauxEntretienAnnuel;Tresorerie;Tresorerie Cumulee;DureeRestanteAnticipeIndiv;DateRemAnticipeIndiv;DateRemAnticipeIndivCalc;NbPartsFiscales;MontantImposableIndiv;Régime fiscal indiv;TotalImposable;TxImpots;MontantImpots;MontantCSG;ChargesDeductiblesCommunes;ChargesLMNP;AmortiBati;AmortiMeubles;TravauxRenovDeduc;TravauxRenovNonDeduc;MontantImposableSCI;ImpotsSCI;TresorerieSCI;DividendeVerse;TresorerieSCIRestante;TresorerieSCIRestanteCumulee;DureeRestanteAnticipeSCI;DateRemAnticipeSCI;DateRemAnticipeSCICalculee;TotalImposable;TxImpotsAssocie;ImpotsAssocie;CSGAssocie;DividendeNetAssocie;
74;1;2026;0;0;0;230698,53;269,15;;1529,47;;101,33;;71,62;;;0;0;0;0;125,33;250,66;58180,62;0;;6500;;44,76;;241,7;483,4;;;17,9;;-2132,11;-158439,21;1200;Janvier 2126;25513;3;0;Reel;6500;14;0;0;871,79;55283,43;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
75;2;2026;0;0;0;229438,21;267,68;;1529,47;;101,33;;71,62;;;0;0;0;0;125,33;375,99;58926,61;0;;6500;;44,76;;241,7;725,1;;;17,9;;-2132,11;-160571,32;1200;Février 2126;25514;3;0;Reel;6500;14;0;0;870,32;55793,08;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
76;3;2026;0;0;0;228176,42;266,21;;1529,47;;101,33;;71,62;;;0;0;0;0;125,33;501,32;59671,34;0;;6500;;44,76;;241,7;966,8;;;17,9;;-2132,11;-162703,43;1200;Mars 2126;25515;3;0;Reel;6500;14;0;0;868,85;56302,52;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
77;4;2026;0;0;0;226913,16;264,73;;1529,47;;101,33;;71,62;;;0;0;0;0;125,33;626,65;60414,8;0;;6500;;44,76;;241,7;1208,5;;;17,9;;-2132,11;-164835,54;1200;Avril 2126;25516;3;0;Reel;6500;14;0;0;867,37;56811,74;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
78;5;2026;0;0;0;225648,42;263,26;;1529,47;;101,33;;71,62;;;0;0;0;0;125,33;751,98;61157;0;;6500;;44,76;;241,7;1450,2;;;17,9;;-2132,11;-166967,65;1200;Mai 2126;25517;3;0;Reel;6500;14;0;0;865,9;57320,75;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
79;6;2026;0;0;0;224382,21;261,78;;1529,47;;101,33;;71,62;;;0;0;0;0;125,33;877,31;61897,93;0;;6500;;44,76;;241,7;1691,9;;;17,9;;-2132,11;-169099,76;1200;Juin 2126;25518;3;0;Reel;6500;14;0;0;864,42;57829,55;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
80;7;2026;0;0;0;223114,52;260,3;;1529,47;;101,33;;71,62;;;0;0;0;0;125,33;1002,64;62637,59;0;;6500;;44,76;;241,7;1933,6;;;17,9;;-2132,11;-171231,87;1200;Juillet 2126;25519;3;0;Reel;6500;14;0;0;862,94;58338,14;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
81;8;2026;0;0;0;221845,35;258,82;;1529,47;;101,33;;71,62;;;0;0;0;0;125,33;1127,97;63375,98;0;;6500;;44,76;;241,7;2175,3;;;17,9;;-2132,11;-173363,98;1200;Aout 2126;25520;3;0;Reel;6500;14;0;0;861,46;58846,52;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
82;9;2026;0;0;0;220574,7;257,34;;1529,47;;101,33;;71,62;;;0;0;0;0;125,33;1253,3;64113,11;0;;6500;;44,76;;241,7;2417;;;17,9;;-2132,11;-175496,09;1200;Septembre 2126;25521;3;0;Reel;6500;14;0;0;859,98;59354,69;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
83;10;2026;0;0;0;219302,57;255,85;;1529,47;;101,33;;72,48;;;0;0;0;0;126,83;1380,13;64848,96;0;;6500;;45,3;;244,6;2661,6;;;18,11;;-2132,11;-177628,2;1200;Octobre 2126;25522;3;0;Reel;6500;14;0;0;858,49;59862,65;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
84;11;2026;0;0;0;218028,95;254,37;;1529,47;;101,33;;72,48;;;0;0;0;0;126,83;1506,96;65588,69;0;;6500;;45,3;;244,6;2906,2;;;18,11;;-2138,12;-179766,32;1200;Novembre 2126;25523;3;0;Reel;6500;14;0;0;863,02;60371,25;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
85;12;2026;0;0;0;216753,85;252,88;;1529,47;;101,33;;72,48;;;0;0;0;0;126,83;1633,79;66327,14;0;;6500;;45,3;;244,6;3150,8;;;18,11;;-2138,12;-181904,44;1200;Décembre 2127;25536;3;0;Reel;6500;14;0;0;861,53;60879,64;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
86;1;2027;0;0;0;215477,26;251,39;;1529,47;;101,33;;72,48;;;0;0;0;0;126,83;253,66;67064,32;0;;6500;;45,3;;244,6;489,2;;;18,11;;-2138,12;-184042,56;1200;Janvier 2127;25525;3;0;Reel;6500;14;0;0;860,04;61387,82;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
87;2;2027;0;0;0;214199,18;249,9;;1529,47;;101,33;;72,48;;;0;0;0;0;126,83;380,49;67800,22;0;;6500;;45,3;;244,6;733,8;;;18,11;;-2138,12;-186180,68;1200;Février 2127;25526;3;0;Reel;6500;14;0;0;858,55;61895,78;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
88;3;2027;0;0;0;212919,61;248,41;;1529,47;;101,33;;72,48;;;0;0;0;0;126,83;507,32;68534,84;0;;6500;;45,3;;244,6;978,4;;;18,11;;-2138,12;-188318,8;1200;Mars 2127;25527;3;0;Reel;6500;14;0;0;857,06;62403,53;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
89;4;2027;0;0;0;211638,55;246,91;;1529,47;;101,33;;72,48;;;0;0;0;0;126,83;634,15;69268,18;0;;6500;;45,3;;244,6;1223;;;18,11;;-2138,12;-190456,92;1200;Avril 2127;25528;3;0;Reel;6500;14;0;0;855,56;62911,07;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
90;5;2027;0;0;0;210355,99;245,42;;1529,47;;101,33;;72,48;;;0;0;0;0;126,83;760,98;70000,24;0;;6500;;45,3;;244,6;1467,6;;;18,11;;-2138,12;-192595,04;1200;Mai 2127;25529;3;0;Reel;6500;14;0;0;854,07;63418,39;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
91;6;2027;0;0;0;209071,94;243,92;;1529,47;;101,33;;72,48;;;0;0;0;0;126,83;887,81;70731,01;0;;6500;;45,3;;244,6;1712,2;;;18,11;;-2138,12;-194733,16;1200;Juin 2127;25530;3;0;Reel;6500;14;0;0;852,57;63925,5;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
92;7;2027;0;0;0;207786,39;242,42;;1529,47;;101,33;;72,48;;;0;0;0;0;126,83;1014,64;71460,5;0;;6500;;45,3;;244,6;1956,8;;;18,11;;-2138,12;-196871,28;1200;Juillet 2127;25531;3;0;Reel;6500;14;0;0;851,07;64432,4;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
93;8;2027;0;0;0;206499,34;240,92;;1529,47;;101,33;;72,48;;;0;0;0;0;126,83;1141,47;72188,7;0;;6500;;45,3;;244,6;2201,4;;;18,11;;-2138,12;-199009,4;1200;Aout 2127;25532;3;0;Reel;6500;14;0;0;849,57;64939,08;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
94;9;2027;0;0;0;205210,79;239,41;;1529,47;;101,33;;72,48;;;0;0;0;0;126,83;1268,3;72915,61;0;;6500;;45,3;;244,6;2446;;;18,11;;-2138,12;-201147,52;1200;Septembre 2127;25533;3;0;Reel;6500;14;0;0;848,06;65445,55;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
95;10;2027;0;0;0;203920,73;237,91;;1529,47;;101,33;;73,35;;;0;0;0;0;128,35;1396,65;73641,23;0;;6500;;45,84;;247,54;2693,54;;;18,33;;-2138,12;-203285,64;1200;Octobre 2127;25534;3;0;Reel;6500;14;0;0;846,56;65951,8;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
96;11;2027;0;0;0;202629,17;236,4;;1529,47;;101,33;;73,35;;;0;0;0;0;128,35;1525;74370,78;0;;6500;;45,84;;247,54;2941,08;;;18,33;;-2144,21;-205429,85;1200;Novembre 2127;25535;3;0;Reel;6500;14;0;0;851,14;66458,71;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
97;12;2027;0;0;0;201336,1;234,89;;1529,47;;101,33;;73,35;;;0;0;0;0;128,35;1653,35;75099,03;0;;6500;;45,84;;247,54;3188,62;;;18,33;;-2144,21;-207574,06;1200;Décembre 2128;25548;3;0;Reel;6500;14;0;0;849,63;66965,4;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
98;1;2028;0;0;0;200041,52;233,38;;1529,47;;101,33;;73,35;;;0;0;0;0;128,35;256,7;75825,99;0;;6500;;45,84;;247,54;495,08;;;18,33;;-2144,21;-209718,27;1200;Janvier 2128;25537;3;0;Reel;6500;14;0;0;848,12;67471,87;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
99;2;2028;0;0;0;198745,43;231,87;;1529,47;;101,33;;73,35;;;0;0;0;0;128,35;385,05;76551,66;0;;6500;;45,84;;247,54;742,62;;;18,33;;-2144,21;-211862,48;1200;Février 2128;25538;3;0;Reel;6500;14;0;0;846,61;67978,13;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
100;3;2028;0;0;0;197447,83;230,36;;1529,47;;101,33;;73,35;;;0;0;0;0;128,35;513,4;77276,03;0;;6500;;45,84;;247,54;990,16;;;18,33;;-2144,21;-214006,69;1200;Mars 2128;25539;3;0;Reel;6500;14;0;0;845,1;68484,17;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
101;4;2028;0;0;0;196148,72;228,84;;1529,47;;101,33;;73,35;;;0;0;0;0;128,35;641,75;77999,1;0;;6500;;45,84;;247,54;1237,7;;;18,33;;-2144,21;-216150,9;1200;Avril 2128;25540;3;0;Reel;6500;14;0;0;843,58;68990;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
102;5;2028;0;0;0;194848,09;227,32;;1529,47;;101,33;;73,35;;;0;0;0;0;128,35;770,1;78720,87;0;;6500;;45,84;;247,54;1485,24;;;18,33;;-2144,21;-218295,11;1200;Mai 2128;25541;3;0;Reel;6500;14;0;0;842,06;69495,61;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
103;6;2028;0;0;0;193545,94;225,8;;1529,47;;101,33;;73,35;;;0;0;0;0;128,35;898,45;79441,33;0;;6500;;45,84;;247,54;1732,78;;;18,33;;-2144,21;-220439,32;1200;Juin 2128;25542;3;0;Reel;6500;14;0;0;840,54;70001;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
104;7;2028;0;0;0;192242,27;224,28;;1529,47;;101,33;;73,35;;;0;0;0;0;128,35;1026,8;80160,49;0;;6500;;45,84;;247,54;1980,32;;;18,33;;-2144,21;-222583,53;1200;Juillet 2128;25543;3;0;Reel;6500;14;0;0;839,02;70506,17;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
105;8;2028;0;0;0;190937,08;222,76;;1529,47;;101,33;;73,35;;;0;0;0;0;128,35;1155,15;80878,35;0;;6500;;45,84;;247,54;2227,86;;;18,33;;-2144,21;-224727,74;1200;Aout 2128;25544;3;0;Reel;6500;14;0;0;837,5;71011,13;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
106;9;2028;0;0;0;189630,37;221,24;;1529,47;;101,33;;73,35;;;0;0;0;0;128,35;1283,5;81594,9;0;;6500;;45,84;;247,54;2475,4;;;18,33;;-2144,21;-226871,95;1200;Septembre 2128;25545;3;0;Reel;6500;14;0;0;835,98;71515,87;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
107;10;2028;0;0;0;188322,14;219,71;;1529,47;;101,33;;74,23;;;0;0;0;0;129,89;1413,39;82310,14;0;;6500;;46,39;;250,51;2725,91;;;18,55;;-2144,21;-229016,16;1200;Octobre 2128;25546;3;0;Reel;6500;14;0;0;834,45;72020,39;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
108;11;2028;0;0;0;187012,38;218,18;;1529,47;;101,33;;74,23;;;0;0;0;0;129,89;1543,28;83029,35;0;;6500;;46,39;;250,51;2976,42;;;18,55;;-2150,37;-231166,53;1200;Novembre 2128;25547;3;0;Reel;6500;14;0;0;839,08;72525,57;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
109;12;2028;0;0;0;185701,09;216,65;;1529,47;;101,33;;74,23;;;0;0;0;0;129,89;1673,17;83747,25;0;;6500;;46,39;;250,51;3226,93;;;18,55;;-2150,37;-233316,9;1200;Décembre 2129;25560;3;0;Reel;6500;14;0;0;837,55;73030,53;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
110;1;2029;0;0;0;184388,27;215,12;;1529,47;;101,33;;74,23;;;0;0;0;0;129,89;259,78;84463,84;0;;6500;;46,39;;250,51;501,02;;;18,55;;-2150,37;-235467,27;1200;Janvier 2129;25549;3;0;Reel;6500;14;0;0;836,02;73535,28;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
111;2;2029;0;0;0;183073,92;213,59;;1529,47;;101,33;;74,23;;;0;0;0;0;129,89;389,67;85179,12;0;;6500;;46,39;;250,51;751,53;;;18,55;;-2150,37;-237617,64;1200;Février 2129;25550;3;0;Reel;6500;14;0;0;834,49;74039,81;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
112;3;2029;0;0;0;181758,04;212,05;;1529,47;;101,33;;74,23;;;0;0;0;0;129,89;519,56;85893,08;0;;6500;;46,39;;250,51;1002,04;;;18,55;;-2150,37;-239768,01;1200;Mars 2129;25551;3;0;Reel;6500;14;0;0;832,95;74544,12;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
113;4;2029;0;0;0;180440,62;210,51;;1529,47;;101,33;;74,23;;;0;0;0;0;129,89;649,45;86605,72;0;;6500;;46,39;;250,51;1252,55;;;18,55;;-2150,37;-241918,38;1200;Avril 2129;25552;3;0;Reel;6500;14;0;0;831,41;75048,21;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
114;5;2029;0;0;0;179121,66;208,98;;1529,47;;101,33;;74,23;;;0;0;0;0;129,89;779,34;87317,05;0;;6500;;46,39;;250,51;1503,06;;;18,55;;-2150,37;-244068,75;1200;Mai 2129;25553;3;0;Reel;6500;14;0;0;829,88;75552,08;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
115;6;2029;0;0;0;177801,17;207,43;;1529,47;;101,33;;74,23;;;0;0;0;0;129,89;909,23;88027,05;0;;6500;;46,39;;250,51;1753,57;;;18,55;;-2150,37;-246219,12;1200;Juin 2129;25554;3;0;Reel;6500;14;0;0;828,33;76055,73;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
116;7;2029;0;0;0;176479,13;205,89;;1529,47;;101,33;;74,23;;;0;0;0;0;129,89;1039,12;88735,73;0;;6500;;46,39;;250,51;2004,08;;;18,55;;-2150,37;-248369,49;1200;Juillet 2129;25555;3;0;Reel;6500;14;0;0;826,79;76559,16;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
117;8;2029;0;0;0;175155,55;204,35;;1529,47;;101,33;;74,23;;;0;0;0;0;129,89;1169,01;89443,09;0;;6500;;46,39;;250,51;2254,59;;;18,55;;-2150,37;-250519,86;1200;Aout 2129;25556;3;0;Reel;6500;14;0;0;825,25;77062,37;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
118;9;2029;0;0;0;173830,43;202,8;;1529,47;;101,33;;74,23;;;0;0;0;0;129,89;1298,9;90149,12;0;;6500;;46,39;;250,51;2505,1;;;18,55;;-2150,37;-252670,23;1200;Septembre 2129;25557;3;0;Reel;6500;14;0;0;823,7;77565,36;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
119;10;2029;0;0;0;172503,76;201,25;;1529,47;;101,33;;75,12;;;0;0;0;0;131,45;1430,35;90853,82;0;;6500;;46,95;;253,52;2758,62;;;18,77;;-2150,37;-254820,6;1200;Octobre 2129;25558;3;0;Reel;6500;14;0;0;822,15;78068,12;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
120;11;2029;0;0;0;171175,54;199,7;;1529,47;;101,33;;75,12;;;0;0;0;0;131,45;1561,8;91562,54;0;;6500;;46,95;;253,52;3012,14;;;18,77;;-2156,61;-256977,21;1200;Novembre 2129;25559;3;0;Reel;6500;14;0;0;826,84;78571,55;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
121;12;2029;0;0;0;169845,77;198,15;;1529,47;;101,33;;75,12;;;0;0;0;0;131,45;1693,25;92269,93;0;;6500;;46,95;;253,52;3265,66;;;18,77;;-2156,61;-259133,82;1200;Décembre 2130;25572;3;0;Reel;6500;14;0;0;825,29;79074,76;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
122;1;2030;0;0;0;168514,45;196,6;;1529,47;;101,33;;75,12;;;0;0;0;0;131,45;262,9;92975,99;0;;6500;;46,95;;253,52;507,04;;;18,77;;-2156,61;-261290,43;1200;Janvier 2130;25561;3;0;Reel;6500;14;0;0;823,74;79577,75;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
123;2;2030;0;0;0;167181,58;195,05;;1529,47;;101,33;;75,12;;;0;0;0;0;131,45;394,35;93680,72;0;;6500;;46,95;;253,52;760,56;;;18,77;;-2156,61;-263447,04;1200;Février 2130;25562;3;0;Reel;6500;14;0;0;822,19;80080,52;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
124;3;2030;0;0;0;165847,16;193,49;;1529,47;;101,33;;75,12;;;0;0;0;0;131,45;525,8;94384,12;0;;6500;;46,95;;253,52;1014,08;;;18,77;;-2156,61;-265603,65;1200;Mars 2130;25563;3;0;Reel;6500;14;0;0;820,63;80583,07;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
125;4;2030;0;0;0;164511,18;191,93;;1529,47;;101,33;;75,12;;;0;0;0;0;131,45;657,25;95086,18;0;;6500;;46,95;;253,52;1267,6;;;18,77;;-2156,61;-267760,26;1200;Avril 2130;25564;3;0;Reel;6500;14;0;0;819,07;81085,39;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
126;5;2030;0;0;0;163173,64;190,37;;1529,47;;101,33;;75,12;;;0;0;0;0;131,45;788,7;95786,9;0;;6500;;46,95;;253,52;1521,12;;;18,77;;-2156,61;-269916,87;1200;Mai 2130;25565;3;0;Reel;6500;14;0;0;817,51;81587,49;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
127;6;2030;0;0;0;161834,54;188,81;;1529,47;;101,33;;75,12;;;0;0;0;0;131,45;920,15;96486,29;0;;6500;;46,95;;253,52;1774,64;;;18,77;;-2156,61;-272073,48;1200;Juin 2130;25566;3;0;Reel;6500;14;0;0;815,95;82089,37;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
128;7;2030;0;0;0;160493,88;187,24;;1529,47;;101,33;;75,12;;;0;0;0;0;131,45;1051,6;97184,33;0;;6500;;46,95;;253,52;2028,16;;;18,77;;-2156,61;-274230,09;1200;Juillet 2130;25567;3;0;Reel;6500;14;0;0;814,38;82591,02;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
129;8;2030;0;0;0;159151,65;185,68;;1529,47;;101,33;;75,12;;;0;0;0;0;131,45;1183,05;97881,03;0;;6500;;46,95;;253,52;2281,68;;;18,77;;-2156,61;-276386,7;1200;Aout 2130;25568;3;0;Reel;6500;14;0;0;812,82;83092,45;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
130;9;2030;0;0;0;157807,86;184,11;;1529,47;;101,33;;75,12;;;0;0;0;0;131,45;1314,5;98576,39;0;;6500;;46,95;;253,52;2535,2;;;18,77;;-2156,61;-278543,31;1200;Septembre 2130;25569;3;0;Reel;6500;14;0;0;811,25;83593,66;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
131;10;2030;0;0;0;156462,5;182,54;;1529,47;;101,33;;76,02;;;0;0;0;0;133,03;1447,53;99270,4;0;;6500;;47,51;;256,56;2791,76;;;19;;-2156,61;-280699,92;1200;Octobre 2130;25570;3;0;Reel;6500;14;0;0;809,68;84094,64;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
132;11;2030;0;0;0;155115,57;180,97;;1529,47;;101,33;;76,02;;;0;0;0;0;133,03;1580,56;99968,47;0;;6500;;47,51;;256,56;3048,32;;;19;;-2162,92;-282862,84;1200;Novembre 2130;25571;3;0;Reel;6500;14;0;0;814,42;84596,3;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
133;12;2030;0;0;0;153767,07;179,39;;1529,47;;101,33;;76,02;;;0;0;0;0;133,03;1713,59;100665,19;0;;6500;;47,51;;256,56;3304,88;;;19;;-2162,92;-285025,76;1200;Décembre 2131;25584;3;0;Reel;6500;14;0;0;812,84;85097,73;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
134;1;2031;0;0;0;152416,99;177,82;;1529,47;;101,33;;76,02;;;0;0;0;0;133,03;266,06;101360,56;0;;6500;;47,51;;256,56;513,12;;;19;;-2162,92;-287188,68;1200;Janvier 2131;25573;3;0;Reel;6500;14;0;0;811,27;85598,94;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
135;2;2031;0;0;0;151065,34;176,24;;1529,47;;101,33;;76,02;;;0;0;0;0;133,03;399,09;102054,58;0;;6500;;47,51;;256,56;769,68;;;19;;-2162,92;-289351,6;1200;Février 2131;25574;3;0;Reel;6500;14;0;0;809,69;86099,92;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
136;3;2031;0;0;0;149712,11;174,66;;1529,47;;101,33;;76,02;;;0;0;0;0;133,03;532,12;102747,25;0;;6500;;47,51;;256,56;1026,24;;;19;;-2162,92;-291514,52;1200;Mars 2131;25575;3;0;Reel;6500;14;0;0;808,11;86600,68;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
137;4;2031;0;0;0;148357,3;173,08;;1529,47;;101,33;;76,02;;;0;0;0;0;133,03;665,15;103438,56;0;;6500;;47,51;;256,56;1282,8;;;19;;-2162,92;-293677,44;1200;Avril 2131;25576;3;0;Reel;6500;14;0;0;806,53;87101,21;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
138;5;2031;0;0;0;147000,91;171,5;;1529,47;;101,33;;76,02;;;0;0;0;0;133,03;798,18;104128,52;0;;6500;;47,51;;256,56;1539,36;;;19;;-2162,92;-295840,36;1200;Mai 2131;25577;3;0;Reel;6500;14;0;0;804,95;87601,52;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
139;6;2031;0;0;0;145642,94;169,92;;1529,47;;101,33;;76,02;;;0;0;0;0;133,03;931,21;104817,12;0;;6500;;47,51;;256,56;1795,92;;;19;;-2162,92;-298003,28;1200;Juin 2131;25578;3;0;Reel;6500;14;0;0;803,37;88101,6;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
140;7;2031;0;0;0;144283,39;168,33;;1529,47;;101,33;;76,02;;;0;0;0;0;133,03;1064,24;105504,36;0;;6500;;47,51;;256,56;2052,48;;;19;;-2162,92;-300166,2;1200;Juillet 2131;25579;3;0;Reel;6500;14;0;0;801,78;88601,45;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
141;8;2031;0;0;0;142922,25;166,74;;1529,47;;101,33;;76,02;;;0;0;0;0;133,03;1197,27;106190,24;0;;6500;;47,51;;256,56;2309,04;;;19;;-2162,92;-302329,12;1200;Aout 2131;25580;3;0;Reel;6500;14;0;0;800,19;89101,08;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
142;9;2031;0;0;0;141559,52;165,15;;1529,47;;101,33;;76,02;;;0;0;0;0;133,03;1330,3;106874,75;0;;6500;;47,51;;256,56;2565,6;;;19;;-2162,92;-304492,04;1200;Septembre 2131;25581;3;0;Reel;6500;14;0;0;798,6;89600,48;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
143;10;2031;0;0;0;140195,2;163,56;;1529,47;;101,33;;76,93;;;0;0;0;0;134,63;1464,93;107557,9;0;;6500;;48,08;;259,64;2825,24;;;19,23;;-2162,92;-306654,96;1200;Octobre 2131;25582;3;0;Reel;6500;14;0;0;797,01;90099,65;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
144;11;2031;0;0;0;138829,29;161,97;;1529,47;;101,33;;76,93;;;0;0;0;0;134,63;1599,56;108245,17;0;;6500;;48,08;;259,64;3084,88;;;19,23;;-2169,31;-308824,27;1200;Novembre 2131;25583;3;0;Reel;6500;14;0;0;801,81;90599,51;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
145;12;2031;0;0;0;137461,79;160,37;;1529,47;;101,33;;76,93;;;0;0;0;0;134,63;1734,19;108931,06;0;;6500;;48,08;;259,64;3344,52;;;19,23;;-2169,31;-310993,58;1200;Décembre 2132;25596;3;0;Reel;6500;14;0;0;800,21;91099,14;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
146;1;2032;0;0;0;136092,69;158,77;;1529,47;;101,33;;76,93;;;0;0;0;0;134,63;269,26;109615,58;0;;6500;;48,08;;259,64;519,28;;;19,23;;-2169,31;-313162,89;1200;Janvier 2132;25585;2;0;Reel;6500;30;0;0;798,61;91598,54;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
147;2;2032;0;0;0;134721,99;157,18;;1529,47;;101,33;;76,93;;;0;0;0;0;134,63;403,89;110298,74;0;;6500;;48,08;;259,64;778,92;;;19,23;;-2169,31;-315332,2;1200;Février 2132;25586;2;0;Reel;6500;30;0;0;797,02;92097,71;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
148;3;2032;0;0;0;133349,7;155,57;;1529,47;;101,33;;76,93;;;0;0;0;0;134,63;538,52;110980,52;0;;6500;;48,08;;259,64;1038,56;;;19,23;;-2169,31;-317501,51;1200;Mars 2132;25587;2;0;Reel;6500;30;0;0;795,41;92596,65;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
149;4;2032;0;0;0;131975,8;153,97;;1529,47;;101,33;;76,93;;;0;0;0;0;134,63;673,15;111660,93;0;;6500;;48,08;;259,64;1298,2;;;19,23;;-2169,31;-319670,82;1200;Avril 2132;25588;2;0;Reel;6500;30;0;0;793,81;93095,37;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
150;5;2032;0;0;0;130600,3;152,37;;1529,47;;101,33;;76,93;;;0;0;0;0;134,63;807,78;112339,97;0;;6500;;48,08;;259,64;1557,84;;;19,23;;-2169,31;-321840,13;1200;Mai 2132;25589;2;0;Reel;6500;30;0;0;792,21;93593,86;1238,89;208,33;0;0;0;;;;;;;;;6500;;;;;
