Ligne;Mois;Annee;Loyer;LoyerPercu;LoyerImposable;CapitalRestantDu;Interets;InteretsAnnuels;Mensualite;MensualiteAnnuelle;AssurancePret;AssurantePretAnnuelle;AssurancePNO;EvolPNO;AssurancePNUAnnuelle;AssuranceGRL;AssuranceGRLAnnuelle;AssuranceCopro;AssuranceCoproAnnuelle;ChargesCopro;ChargesCoproAnnuelle;ChargesIndividuel;AutresCharges;AutresChargesAnnuelles;AutresRevenus;ChargesSCI;FraisAgence;FraisAgenceAnnuel;TaxeFonciere;TaxeFonciereAnnuelle;TravauxRenovation;TravauxRenovationAnnuel;TravauxEntretien;TravauxEntretienAnnuel;Tresorerie;Tresorerie Cumulee;DureeRestanteAnticipeIndiv;DateRemAnticipeIndiv;NbPartsFiscales;TotalImposable;TxImpots;MontantImpots;MontantCSG;ChargesDeductiblesCommunes;ChargesLMNP;AmortiBati;AmortiMeubles;TravauxRenovDeduc;TravauxRenovNonDeduc;MontantImposableSCI;ImpotsSCI;TresorerieSCI;DividendeVerse;TresorerieSCIRestante;TresorerieSCIRestanteCumulee;DureeRestanteAnticipeSCI;DateRemAnticipeSCI;TotalImposable;TxImpotsAssocie;ImpotsAssocie;CSGAssocie;DividendeNetAssocie;
0;8;2017;0;0;0;176900;277,14;;884,89;;32,43;;20,83;;;42,5;42,5;0;0;0;0;452,38;0;;25025;;0;;141,67;141,67;;;10;;-1132,32;-1132,32;1200;8/2117;1;2085,42;14;0;0;524,57;9472,19;0;0;0;0;0;;;;;;;;2085,42;;;;;
1;9;2017;0;0;0;176292,25;276,19;;884,89;;32,43;;20,83;;;42,5;85;0;0;0;0;903,94;0;;25025;;0;;141,67;283,34;;;10;;-1132,32;-2264,64;1200;9/2117;1;2085,42;14;0;0;523,62;9544,25;0;0;0;0;0;;;;;;;;2085,42;;;;;
2;10;2017;0;0;0;175683,55;275,24;;884,89;;32,43;;20,83;;;42,5;127,5;0;0;0;0;1354,68;0;;25025;;0;;141,67;425,01;;;10;;-1132,32;-3396,96;1200;10/2117;1;2085,42;14;0;0;522,67;9616,18;0;0;0;0;0;;;;;;;;2085,42;;;;;
3;11;2017;0;0;0;175073,9;274,28;;884,89;;32,43;;20,83;;;42,5;170;0;0;0;0;1804,6;0;;25025;;0;;141,67;566,68;;;10;;-1132,32;-4529,28;1200;11/2117;1;2085,42;14;0;0;521,71;9687,97;0;0;0;0;0;;;;;;;;2085,42;;;;;
4;12;2017;0;0;0;174463,29;273,33;;884,89;;32,43;;20,83;;;42,5;212,5;0;0;0;0;2293,7;0;;25025;;0;;141,67;708,35;;;10;;-1132,32;-5661,6;1200;0/2118;1;2085,42;14;0;0;520,76;9759,63;0;0;0;0;0;;;;;;;;2085,42;;;;;
5;1;2018;0;0;0;173851,73;272,37;;884,89;;32,43;;20,83;;;42,5;85;0;0;0;0;2741,97;0;;25025;;0;;141,67;283,34;;;10;;-1132,32;-6793,92;1200;1/2118;1;2085,42;14;0;0;519,8;9831,16;0;0;0;0;0;;;;;;;;2085,42;;;;;
6;2;2018;0;0;0;173239,21;271,41;;884,89;;32,43;;20,83;;;42,5;127,5;0;0;0;0;3189,41;0;;25025;;0;;141,67;425,01;;;10;;-1132,32;-7926,24;1200;2/2118;1;2085,42;14;0;0;518,84;9902,56;0;0;0;0;0;;;;;;;;2085,42;;;;;
7;3;2018;0;0;0;172625,73;270,45;;884,89;;32,43;;20,83;;;42,5;170;0;0;0;0;3636,02;0;;25025;;0;;141,67;566,68;;;10;;-1132,32;-9058,56;1200;3/2118;1;2085,42;14;0;0;517,88;9973,83;0;0;0;0;0;;;;;;;;2085,42;;;;;
8;4;2018;303,6;278,3;275;172011,29;269,48;;884,89;;32,43;;20,83;;;42,5;212,5;0;0;0;0;4081,8;0;;25025;;0;;141,67;708,35;;;10;;-854,02;-9912,58;1200;4/2118;1;2082,12;14;0;0;516,91;10191,36;670,14;54,17;0;0;0;;;;;;;;2082,12;;;;;
9;5;2018;863,236;791,3;781,92;171395,88;268,52;;884,89;;32,43;;20,83;;;42,5;255;0;0;0;0;4526,75;0;;25025;;0;;141,67;850,02;;;10;;-341,02;-10253,6;1200;5/2118;1;2085,42;14;0;0;515,95;10130,45;670,14;54,17;0;0;0;;;;;;;;2085,42;;;;;
10;6;2018;863,236;791,3;781,92;170779,51;267,55;;884,89;;32,43;;20,83;;;42,5;297,5;0;0;0;0;4457,86;0;;25025;;0;;141,67;991,69;;;10;;-341,02;-10594,62;1200;6/2118;1;2085,42;14;0;0;514,98;10069,41;670,14;54,17;0;0;0;;;;;;;;2085,42;;;;;
11;7;2018;1422,872;1304,3;1288,83;170162,17;266,59;;884,89;;32,43;;21,04;;;42,93;340,43;0;0;0;0;4388,14;0;;25275,25;;0;;143,09;1134,78;;;10;;171,98;-10422,64;1200;7/2118;1;2106,27;14;0;0;514,02;10008,24;670,14;54,17;0;0;0;;;;;;;;2106,27;;;;;
12;8;2018;1422,872;1304,3;1288,83;169543,87;265,62;;884,89;;32,43;;21,04;;;42,93;383,36;0;0;0;0;3806,36;0;;25275,25;;0;;143,09;1277,87;;;10;;169,92;-10252,72;1200;8/2118;1;2106,27;14;0;0;515,11;9947,22;670,14;54,17;0;0;0;;;;;;;;2106,27;;;;;
13;9;2018;1726,472;1582,6;1563,83;168924,6;264,65;;884,89;;32,43;;21,04;;;42,93;426,29;0;0;0;0;3223,75;0;;25275,25;;0;;143,09;1420,96;;;10;;448,22;-9804,5;1200;9/2118;1;2106,27;14;0;0;514,14;9886,06;670,14;54,17;0;0;0;;;;;;;;2106,27;;;;;
14;10;2018;1726,472;1582,6;1563,83;168304,36;263,68;;884,89;;32,43;;21,04;;;42,93;469,22;0;0;0;0;2640,3;0;;25275,25;;0;;143,09;1564,05;;;10;;448,22;-9356,28;1200;10/2118;1;2106,27;14;0;0;513,17;9546,47;670,14;54,17;0;0;0;;;;;;;;2106,27;;;;;
15;11;2018;1726,472;1582,6;1563,83;167683,15;262,7;;884,89;;32,43;;21,04;;;42,93;512,15;0;0;0;0;2056,01;0;;25275,25;;0;;143,09;1707,14;;;10;;448,22;-8908,06;1200;11/2118;1;2106,27;14;0;0;512,19;9206,75;670,14;54,17;0;0;0;;;;;;;;2106,27;;;;;
16;12;2018;1726,472;1582,6;1563,83;167060,96;261,73;;884,89;;32,43;;21,04;;;42,93;555,08;0;0;0;0;1510,88;0;;25275,25;;0;;143,09;1850,23;;;10;;448,22;-8459,84;1200;0/2119;1;2106,27;14;0;0;511,22;8866,89;670,14;54,17;0;0;0;;;;;;;;2106,27;;;;;
17;1;2019;1747,189664;1601,59;1563,83;166437,8;260,75;;884,89;;32,43;;21,04;;;42,93;85,86;0;0;0;0;924,9;0;;25275,25;;0;;143,09;286,18;;;10;;467,21;-7992,63;1200;1/2119;1;2181,92;14;0;0;510,24;8526,9;670,14;54,17;0;0;0;;;;;;;;2181,92;;;;;
18;2;2019;1747,189664;1601,59;1563,83;165813,66;259,77;;884,89;;32,43;;21,04;;;42,93;128,79;0;0;0;0;439,18;0;;25275,25;;0;;143,09;429,27;;;10;;467,21;-7525,42;1200;2/2119;1;2667,64;30;0;0;509,26;8180,09;670,14;54,17;0;0;0;;;;;;;;2667,64;;;;;
19;3;2019;1747,189664;1601,59;1563,83;165188,54;258,8;;884,89;;32,43;;21,04;;;42,93;171,72;0;0;0;0;438,34;0;;25275,25;;0;;143,09;572,36;;;10;;467,21;-7058,21;1200;3/2119;1;2668,48;30;0;0;508,29;7833,15;670,14;54,17;0;0;0;;;;;;;;2668,48;;;;;
20;4;2019;1747,189664;1601,59;1563,83;164562,45;257,81;;884,89;;32,43;;21,04;;;42,93;214,65;0;0;0;0;437,49;0;;25275,25;;0;;143,09;715,45;;;10;;467,21;-6591;1200;4/2119;1;2669,33;30;0;0;507,3;7486,07;670,14;54,17;0;0;0;;;;;;;;2669,33;;;;;
21;5;2019;1747,189664;1601,59;1563,83;163935,37;256,83;;884,89;;32,43;;21,04;;;42,93;257,58;0;0;0;0;436,64;0;;25275,25;;0;;143,09;858,54;;;10;;467,21;-6123,79;1200;5/2119;1;2670,18;30;0;0;506,32;7138,86;670,14;54,17;0;0;0;;;;;;;;2670,18;;;;;
22;6;2019;1747,189664;1601,59;1563,83;163307,31;255,85;;884,89;;32,43;;21,04;;;42,93;300,51;0;0;0;0;435,8;0;;25275,25;;0;;143,09;1001,63;;;10;;467,21;-5656,58;1200;6/2119;1;2671,02;30;0;0;505,34;6791,51;670,14;54,17;0;0;0;;;;;;;;2671,02;;;;;
23;7;2019;1747,189664;1601,59;1563,83;162678,27;254,86;;884,89;;32,43;;21,25;;;43,36;343,87;0;0;0;0;434,94;0;;25528;;0;;144,52;1146,15;;;10;;467,21;-5189,37;1200;7/2119;1;2692,94;30;0;0;504,35;6444,03;670,14;54,17;0;0;0;;;;;;;;2692,94;;;;;
24;8;2019;1747,189664;1601,59;1563,83;162048,24;253,88;;884,89;;32,43;;21,25;;;43,36;387,23;0;0;0;0;435,88;0;;25528;;0;;144,52;1290,67;;;10;;465,14;-4724,23;1200;8/2119;1;2692;30;0;0;505,44;6096,7;670,14;54,17;0;0;0;;;;;;;;2692;;;;;
25;9;2019;1747,189664;1601,59;1563,83;161417,23;252,89;;884,89;;32,43;;21,25;;;43,36;430,59;0;0;0;0;435,03;0;;25528;;0;;144,52;1435,19;;;10;;465,14;-4259,09;1200;9/2119;1;2692,85;30;0;0;504,45;5749,23;670,14;54,17;0;0;0;;;;;;;;2692,85;;;;;
26;10;2019;1747,189664;1601,59;1563,83;160785,23;251,9;;884,89;;32,43;;21,25;;;43,36;473,95;0;0;0;0;434,18;0;;25528;;0;;144,52;1579,71;;;10;;465,14;-3793,95;1200;10/2119;1;2693,7;30;0;0;503,46;5401,62;670,14;54,17;0;0;0;;;;;;;;2693,7;;;;;
27;11;2019;1747,189664;1601,59;1563,83;160152,24;250,91;;884,89;;32,43;;21,25;;;43,36;517,31;0;0;0;0;433,32;0;;25528;;0;;144,52;1724,23;;;10;;465,14;-3328,81;1200;11/2119;1;2694,56;30;0;0;502,47;5053,88;670,14;54,17;0;0;0;;;;;;;;2694,56;;;;;
28;12;2019;1747,189664;1601,59;1563,83;159518,26;249,91;;884,89;;32,43;;21,25;;;43,36;560,67;0;0;0;0;472,46;0;;25528;;0;;144,52;1868,75;;;10;;465,14;-2863,67;1200;0/2120;1;2655,42;30;0;0;501,47;4706;670,14;54,17;0;0;0;;;;;;;;2655,42;;;;;
29;1;2020;1768,155939968;1620,81;1563,83;158883,28;248,92;;884,89;;32,43;;21,25;;;43,36;86,72;0;0;0;0;431,61;0;;25528;;0;;144,52;289,04;;;10;;484,36;-2379,31;1200;1/2120;1;2689,51;30;0;0;500,48;4357,98;670,14;54,17;0;0;0;;;;;;;;2689,51;;;;;
30;2;2020;1768,155939968;1620,81;1563,83;158247,31;247,92;;884,89;;32,43;;21,25;;;43,36;130,08;0;0;0;0;430,74;0;;25528;;0;;144,52;433,56;;;10;;484,36;-1894,95;1200;2/2120;1;2690,38;30;0;0;499,48;4003,07;670,14;54,17;0;0;0;;;;;;;;2690,38;;;;;
31;3;2020;1768,155939968;1620,81;1563,83;157610,34;246,92;;884,89;;32,43;;21,25;;;43,36;173,44;0;0;0;0;429,88;0;;25528;;0;;144,52;578,08;;;10;;484,36;-1410,59;1200;3/2120;1;2691,24;30;0;0;498,48;3648,02;670,14;54,17;0;0;0;;;;;;;;2691,24;;;;;
32;4;2020;1768,155939968;1620,81;1563,83;156972,37;245,92;;884,89;;32,43;;21,25;;;43,36;216,8;0;0;0;0;429,02;0;;25528;;0;;144,52;722,6;;;10;;484,36;-926,23;1200;4/2120;1;2692,1;30;0;0;497,48;3292,83;670,14;54,17;0;0;0;;;;;;;;2692,1;;;;;
33;5;2020;1768,155939968;1620,81;1563,83;156333,4;244,92;;884,89;;32,43;;21,25;;;43,36;260,16;0;0;0;0;428,16;0;;25528;;0;;144,52;867,12;;;10;;484,36;-441,87;1200;5/2120;1;2692,96;30;0;0;496,48;2937,5;670,14;54,17;0;0;0;;;;;;;;2692,96;;;;;
34;6;2020;1768,155939968;1620,81;1563,83;155693,43;243,92;;884,89;;32,43;;21,25;;;43,36;303,52;0;0;0;0;427,29;0;;25528;;0;;144,52;1011,64;;;10;;484,36;42,489999999997;205;7/2037;1;2693,83;30;0;0;495,48;2582,04;670,14;54,17;0;0;0;;;;;;;;2693,83;;;;;
35;7;2020;1768,155939968;1620,81;1563,83;155052,46;242,92;;884,89;;32,43;;21,46;;;43,79;347,31;0;0;0;0;426,43;0;;25783,28;;0;;145,97;1157,61;;;10;;484,36;526,85;204;7/2037;1;2715,97;30;0;0;494,48;2226,44;670,14;54,17;0;0;0;;;;;;;;2715,97;;;;;
36;8;2020;1768,155939968;1620,81;1563,83;154410,49;241,91;;884,89;;32,43;;21,46;;;43,79;391,1;0;0;0;0;427,36;0;;25783,28;;0;;145,97;1303,58;;;10;;482,27;1009,12;202;6/2037;1;2715,04;30;0;0;495,56;1870,99;670,14;54,17;0;0;0;;;;;;;;2715,04;;;;;
37;9;2020;1768,155939968;1620,81;1563,83;153767,51;240,9;;884,89;;32,43;;21,46;;;43,79;434,89;0;0;0;0;426,49;0;;25783,28;;0;;145,97;1449,55;;;10;;482,27;1491,39;200;5/2037;1;2715,91;30;0;0;494,55;1515,4;670,14;54,17;0;0;0;;;;;;;;2715,91;;;;;
38;10;2020;1768,155939968;1620,81;1563,83;153123,52;239,89;;884,89;;32,43;;21,46;;;43,79;478,68;0;0;0;0;425,62;0;;25783,28;;0;;145,97;1595,52;;;10;;482,27;1973,66;198;4/2037;1;2716,78;30;0;0;493,54;1159,67;670,14;54,17;0;0;0;;;;;;;;2716,78;;;;;
39;11;2020;1768,155939968;1620,81;1563,83;152478,52;238,88;;884,89;;32,43;;21,46;;;43,79;522,47;0;0;0;0;424,75;0;;25783,28;;0;;145,97;1741,49;;;10;;482,27;2455,93;197;4/2037;1;2717,65;30;0;0;492,53;803,8;670,14;54,17;0;0;0;;;;;;;;2717,65;;;;;
40;12;2020;1768,155939968;1620,81;1563,83;151832,51;237,87;;884,89;;32,43;;21,46;;;43,79;566,26;0;0;0;0;463,88;0;;25783,28;;0;;145,97;1887,46;;;10;;482,27;2938,2;195;3/2037;1;2800,77;30;0;0;491,52;447,79;670,14;54,17;0;0;0;;;;;;;;2800,77;;;;;
41;1;2021;1789,3738112476;1640,26;1563,83;151185,49;236,86;;884,89;;32,43;;21,46;;;43,79;87,58;0;0;0;0;423,01;0;;25783,28;;0;;145,97;291,94;;;10;;501,72;3439,92;193;2/2037;1;3075,54;30;0;0;490,51;213,89;670,14;54,17;0;0;0;;;;;;;;3075,54;;;;;
42;2;2021;1789,3738112476;1640,26;1563,83;150537,46;235,84;;884,89;;32,43;;21,46;;;43,79;131,37;0;0;0;0;422,13;0;;25783,28;;0;;145,97;437,91;;;10;;501,72;3941,64;191;1/2037;1;3076,56;30;0;0;489,49;213,75;670,14;54,17;0;0;0;;;;;;;;3076,56;;;;;
43;3;2021;1789,3738112476;1640,26;1563,83;149888,41;234,83;;884,89;;32,43;;21,46;;;43,79;175,16;0;0;0;0;421,26;0;;25783,28;;0;;145,97;583,88;;;10;;501,72;4443,36;190;1/2037;1;3077,57;30;0;0;488,48;213,61;670,14;54,17;0;0;0;;;;;;;;3077,57;;;;;
44;4;2021;1789,3738112476;1640,26;1563,83;149238,35;233,81;;884,89;;32,43;;21,46;;;43,79;218,95;0;0;0;0;420,38;0;;25783,28;;0;;145,97;729,85;;;10;;501,72;4945,08;188;0/2037;1;3078,59;30;0;0;487,46;213,47;670,14;54,17;0;0;0;;;;;;;;3078,59;;;;;
45;5;2021;1789,3738112476;1640,26;1563,83;148587,27;232,79;;884,89;;32,43;;21,46;;;43,79;262,74;0;0;0;0;419,5;0;;25783,28;;0;;145,97;875,82;;;10;;501,72;5446,8;186;11/2036;1;3079,61;30;0;0;486,44;213,33;670,14;54,17;0;0;0;;;;;;;;3079,61;;;;;
46;6;2021;1789,3738112476;1640,26;1563,83;147935,17;231,77;;884,89;;32,43;;21,46;;;43,79;306,53;0;0;0;0;418,62;0;;25783,28;;0;;145,97;1021,79;;;10;;501,72;5948,52;184;10/2036;1;3080,63;30;0;0;485,42;213,19;670,14;54,17;0;0;0;;;;;;;;3080,63;;;;;
47;7;2021;1789,3738112476;1640,26;1563,83;147282,05;230,74;;884,89;;32,43;;21,67;;;44,23;350,76;0;0;0;0;417,73;0;;26041,11;;0;;147,43;1169,22;;;10;;501,72;6450,24;183;10/2036;1;3103,14;30;0;0;484,39;213,05;670,14;54,17;0;0;0;;;;;;;;3103,14;;;;;
48;8;2021;1789,3738112476;1640,26;1563,83;146627,9;229,72;;884,89;;32,43;;21,67;;;44,23;394,99;0;0;0;0;418,67;0;;26041,11;;0;;147,43;1316,65;;;10;;499,61;6949,85;181;9/2036;1;3102,05;30;0;0;485,48;213,2;670,14;54,17;0;0;0;;;;;;;;3102,05;;;;;
49;9;2021;1789,3738112476;1640,26;1563,83;145972,73;228,69;;884,89;;32,43;;21,67;;;44,23;439,22;0;0;0;0;417,78;0;;26041,11;;0;;147,43;1464,08;;;10;;499,61;7449,46;179;8/2036;1;3103,08;30;0;0;484,45;213,06;670,14;54,17;0;0;0;;;;;;;;3103,08;;;;;
50;10;2021;1789,3738112476;1640,26;1563,83;145316,53;227,66;;884,89;;32,43;;21,67;;;44,23;483,45;0;0;0;0;416,89;0;;26041,11;;0;;147,43;1611,51;;;10;;499,61;7949,07;178;8/2036;1;3104,11;30;0;0;483,42;212,92;670,14;54,17;0;0;0;;;;;;;;3104,11;;;;;
51;11;2021;1789,3738112476;1640,26;1563,83;144659,3;226,63;;884,89;;32,43;;21,67;;;44,23;527,68;0;0;0;0;416,01;0;;26041,11;;0;;147,43;1758,94;;;10;;499,61;8448,68;176;7/2036;1;3105,13;30;0;0;482,39;212,78;670,14;54,17;0;0;0;;;;;;;;3105,13;;;;;
52;12;2021;1789,3738112476;1640,26;1563,83;144001,04;225,6;;884,89;;32,43;;21,67;;;44,23;571,91;0;0;0;0;455,12;0;;26041,11;;0;;147,43;1906,37;;;10;;499,61;8948,29;174;6/2036;1;3066,17;30;0;0;481,36;212,63;670,14;54,17;0;0;0;;;;;;;;3066,17;;;;;
53;1;2022;1810,8462969826;1659,94;1563,83;143341,75;224,57;;884,89;;32,43;;21,67;;;44,23;88,46;0;0;0;0;414,23;0;;26041,11;;0;;147,43;294,86;;;10;;519,29;9467,58;172;5/2036;1;3107,2;30;0;0;480,33;212,49;670,14;54,17;0;0;0;;;;;;;;3107,2;;;;;
54;2;2022;1810,8462969826;1659,94;1563,83;142681,43;223,53;;884,89;;32,43;;21,67;;;44,23;132,69;0;0;0;0;413,33;0;;26041,11;;0;;147,43;442,29;;;10;;519,29;9986,87;171;5/2036;1;3108,24;30;0;0;479,29;212,35;670,14;54,17;0;0;0;;;;;;;;3108,24;;;;;
55;3;2022;1810,8462969826;1659,94;1563,83;142020,07;222,5;;884,89;;32,43;;21,67;;;44,23;176,92;0;0;0;0;412,44;0;;26041,11;;0;;147,43;589,72;;;10;;519,29;10506,16;169;4/2036;1;3109,27;30;0;0;478,26;212,21;670,14;54,17;0;0;0;;;;;;;;3109,27;;;;;
56;4;2022;1810,8462969826;1659,94;1563,83;141357,68;221,46;;884,89;;32,43;;21,67;;;44,23;221,15;0;0;0;0;411,55;0;;26041,11;;0;;147,43;737,15;;;10;;519,29;11025,45;167;3/2036;1;3110,31;30;0;0;477,22;212,06;670,14;54,17;0;0;0;;;;;;;;3110,31;;;;;
57;5;2022;1810,8462969826;1659,94;1563,83;140694,25;220,42;;884,89;;32,43;;21,67;;;44,23;265,38;0;0;0;0;410,65;0;;26041,11;;0;;147,43;884,58;;;10;;519,29;11544,74;165;2/2036;1;3111,35;30;0;0;476,18;211,92;670,14;54,17;0;0;0;;;;;;;;3111,35;;;;;
58;6;2022;1810,8462969826;1659,94;1563,83;140029,78;219,38;;884,89;;32,43;;21,67;;;44,23;309,61;0;0;0;0;409,75;0;;26041,11;;0;;147,43;1032,01;;;10;;519,29;12064,03;164;2/2036;1;3112,39;30;0;0;475,14;211,78;670,14;54,17;0;0;0;;;;;;;;3112,39;;;;;
59;7;2022;1810,8462969826;1659,94;1563,83;139364,27;218,34;;884,89;;32,43;;21,89;;;44,67;354,28;0;0;0;0;408,86;0;;26301,52;;0;;148,9;1180,91;;;10;;519,29;12583,32;162;1/2036;1;3135,13;30;0;0;474,1;211,63;670,14;54,17;0;0;0;;;;;;;;3135,13;;;;;
60;8;2022;1810,8462969826;1659,94;1563,83;138697,72;217,29;;884,89;;32,43;;21,89;;;44,67;398,95;0;0;0;0;409,79;0;;26301,52;;0;;148,9;1329,81;;;10;;517,16;13100,48;160;0/2036;1;3134,05;30;0;0;475,18;211,78;670,14;54,17;0;0;0;;;;;;;;3134,05;;;;;
61;9;2022;1810,8462969826;1659,94;1563,83;138030,12;216,25;;884,89;;32,43;;21,89;;;44,67;443,62;0;0;0;0;408,89;0;;26301,52;;0;;148,9;1478,71;;;10;;517,16;13617,64;158;11/2035;1;3135,09;30;0;0;474,14;211,64;670,14;54,17;0;0;0;;;;;;;;3135,09;;;;;
62;10;2022;1810,8462969826;1659,94;1563,83;137361,48;215,2;;884,89;;32,43;;21,89;;;44,67;488,29;0;0;0;0;407,99;0;;26301,52;;0;;148,9;1627,61;;;10;;517,16;14134,8;157;11/2035;1;3136,13;30;0;0;473,09;211,5;670,14;54,17;0;0;0;;;;;;;;3136,13;;;;;
63;11;2022;1810,8462969826;1659,94;1563,83;136691,79;214,15;;884,89;;32,43;;21,89;;;44,67;532,96;0;0;0;0;407,08;0;;26301,52;;0;;148,9;1776,51;;;10;;517,16;14651,96;155;10/2035;1;3137,19;30;0;0;472,04;211,35;670,14;54,17;0;0;0;;;;;;;;3137,19;;;;;
64;12;2022;1810,8462969826;1659,94;1563,83;136021,05;213,1;;884,89;;32,43;;21,89;;;44,67;577,63;0;0;0;0;446,17;0;;26301,52;;0;;148,9;1925,41;;;10;;517,16;15169,12;153;9/2035;1;3098,24;30;0;0;470,99;211,21;670,14;54,17;0;0;0;;;;;;;;3098,24;;;;;
65;1;2023;1832,5764525464;1679,86;1563,83;135349,26;212,05;;884,89;;32,43;;21,89;;;44,67;89,34;0;0;0;0;405,27;0;;26301,52;;0;;148,9;297,8;;;10;;537,08;15706,2;152;9/2035;1;3139,29;30;0;0;469,94;211,06;670,14;54,17;0;0;0;;;;;;;;3139,29;;;;;
66;2;2023;1832,5764525464;1679,86;1563,83;134676,42;210,99;;884,89;;32,43;;21,89;;;44,67;134,01;0;0;0;0;404,36;0;;26301,52;;0;;148,9;446,7;;;10;;537,08;16243,28;150;8/2035;1;3140,34;30;0;0;468,88;210,92;670,14;54,17;0;0;0;;;;;;;;3140,34;;;;;
67;3;2023;1832,5764525464;1679,86;1563,83;134002,52;209,94;;884,89;;32,43;;21,89;;;44,67;178,68;0;0;0;0;403,45;0;;26301,52;;0;;148,9;595,6;;;10;;537,08;16780,36;148;7/2035;1;3141,4;30;0;0;467,83;210,77;670,14;54,17;0;0;0;;;;;;;;3141,4;;;;;
68;4;2023;1832,5764525464;1679,86;1563,83;133327,57;208,88;;884,89;;32,43;;21,89;;;44,67;223,35;0;0;0;0;402,54;0;;26301,52;;0;;148,9;744,5;;;10;;537,08;17317,44;146;6/2035;1;3142,45;30;0;0;466,77;210,63;670,14;54,17;0;0;0;;;;;;;;3142,45;;;;;
69;5;2023;1832,5764525464;1679,86;1563,83;132651,56;207,82;;884,89;;32,43;;21,89;;;44,67;268,02;0;0;0;0;401,62;0;;26301,52;;0;;148,9;893,4;;;10;;537,08;17854,52;145;6/2035;1;3143,52;30;0;0;465,71;210,48;670,14;54,17;0;0;0;;;;;;;;3143,52;;;;;
70;6;2023;1832,5764525464;1679,86;1563,83;131974,49;206,76;;884,89;;32,43;;21,89;;;44,67;312,69;0;0;0;0;400,71;0;;26301,52;;0;;148,9;1042,3;;;10;;537,08;18391,6;143;5/2035;1;3144,58;30;0;0;464,65;210,33;670,14;54,17;0;0;0;;;;;;;;3144,58;;;;;
71;7;2023;1832,5764525464;1679,86;1563,83;131296,36;205,7;;884,89;;32,43;;22,11;;;45,12;357,81;0;0;0;0;399,79;0;;26564,54;;0;;150,39;1192,69;;;10;;537,08;18928,68;141;4/2035;1;3167,56;30;0;0;463,59;210,19;670,14;54,17;0;0;0;;;;;;;;3167,56;;;;;
72;8;2023;1832,5764525464;1679,86;1563,83;130617,17;204,63;;884,89;;32,43;;22,11;;;45,12;402,93;0;0;0;0;400,73;0;;26564,54;;0;;150,39;1343,08;;;10;;534,92;19463,6;139;3/2035;1;3166,47;30;0;0;464,68;210,34;670,14;54,17;0;0;0;;;;;;;;3166,47;;;;;
73;9;2023;1832,5764525464;1679,86;1563,83;129936,91;203,57;;884,89;;32,43;;22,11;;;45,12;448,05;0;0;0;0;399,82;0;;26564,54;;0;;150,39;1493,47;;;10;;534,92;19998,52;138;3/2035;1;3167,53;30;0;0;463,62;210,19;670,14;54,17;0;0;0;;;;;;;;3167,53;;;;;
74;10;2023;1832,5764525464;1679,86;1563,83;129255,59;202,5;;884,89;;32,43;;22,11;;;45,12;493,17;0;0;0;0;398,9;0;;26564,54;;0;;150,39;1643,86;;;10;;534,92;20533,44;136;2/2035;1;3168,6;30;0;0;462,55;210,04;670,14;54,17;0;0;0;;;;;;;;3168,6;;;;;
75;11;2023;1832,5764525464;1679,86;1563,83;128573,2;201,43;;884,89;;32,43;;22,11;;;45,12;538,29;0;0;0;0;397,97;0;;26564,54;;0;;150,39;1794,25;;;10;;534,92;21068,36;134;1/2035;1;3169,67;30;0;0;461,48;209,9;670,14;54,17;0;0;0;;;;;;;;3169,67;;;;;
76;12;2023;1832,5764525464;1679,86;1563,83;127889,74;200,36;;884,89;;32,43;;22,11;;;45,12;583,41;0;0;0;0;437,05;0;;26564,54;;0;;150,39;1944,64;;;10;;534,92;21603,28;133;1/2035;1;3130,74;30;0;0;460,41;209,75;670,14;54,17;0;0;0;;;;;;;;3130,74;;;;;
77;1;2024;1854,5673699769;1700,02;1563,83;127205,21;199,29;;884,89;;32,43;;22,11;;;45,12;90,24;0;0;0;0;396,13;0;;26564,54;;0;;150,39;300,78;;;10;;555,08;22158,36;131;0/2035;1;3171,81;30;0;0;459,34;209,6;670,14;54,17;0;0;0;;;;;;;;3171,81;;;;;
78;2;2024;1854,5673699769;1700,02;1563,83;126519,61;198,21;;884,89;;32,43;;22,11;;;45,12;135,36;0;0;0;0;395,2;0;;26564,54;;0;;150,39;451,17;;;10;;555,08;22713,44;129;11/2034;1;3172,89;30;0;0;458,26;209,45;670,14;54,17;0;0;0;;;;;;;;3172,89;;;;;
79;3;2024;1854,5673699769;1700,02;1563,83;125832,93;197,14;;884,89;;32,43;;22,11;;;45,12;180,48;0;0;0;0;394,27;0;;26564,54;;0;;150,39;601,56;;;10;;555,08;23268,52;128;11/2034;1;3173,96;30;0;0;457,19;209,31;670,14;54,17;0;0;0;;;;;;;;3173,96;;;;;
80;4;2024;1854,5673699769;1700,02;1563,83;125145,18;196,06;;884,89;;32,43;;22,11;;;45,12;225,6;0;0;0;0;393,34;0;;26564,54;;0;;150,39;751,95;;;10;;555,08;23823,6;126;10/2034;1;3175,04;30;0;0;456,11;209,16;670,14;54,17;0;0;0;;;;;;;;3175,04;;;;;
81;5;2024;1854,5673699769;1700,02;1563,83;124456,35;194,98;;884,89;;32,43;;22,11;;;45,12;270,72;0;0;0;0;392,41;0;;26564,54;;0;;150,39;902,34;;;10;;555,08;24378,68;124;9/2034;1;3176,12;30;0;0;455,03;209,01;670,14;54,17;0;0;0;;;;;;;;3176,12;;;;;
