Ligne;Mois;Annee;Loyer;LoyerPercu;LoyerImposable;CapitalRestantDu;Interets;InteretsAnnuels;Mensualite;MensualiteAnnuelle;AssurancePret;AssurantePretAnnuelle;AssurancePNO;EvolPNO;AssurancePNUAnnuelle;AssuranceGRL;AssuranceGRLAnnuelle;AssuranceCopro;AssuranceCoproAnnuelle;ChargesCopro;ChargesCoproAnnuelle;ChargesIndividuel;AutresCharges;AutresChargesAnnuelles;AutresRevenus;ChargesSCI;FraisAgence;FraisAgenceAnnuel;TaxeFonciere;TaxeFonciereAnnuelle;TravauxRenovation;TravauxRenovationAnnuel;TravauxEntretien;TravauxEntretienAnnuel;Tresorerie;Tresorerie Cumulee;DureeRestanteAnticipeIndiv;DateRemAnticipeIndiv;NbPartsFiscales;TotalImposable;TxImpots;MontantImpots;MontantCSG;ChargesDeductiblesCommunes;ChargesLMNP;AmortiBati;AmortiMeubles;TravauxRenovDeduc;TravauxRenovNonDeduc;MontantImposableSCI;ImpotsSCI;TresorerieSCI;DividendeVerse;TresorerieSCIRestante;TresorerieSCIRestanteCumulee;DureeRestanteAnticipeSCI;DateRemAnticipeSCI;TotalImposable;TxImpotsAssocie;ImpotsAssocie;CSGAssocie;DividendeNetAssocie;
212;4;2035;2114,6001169969;1938,38;1563,83;24222,51;37,95;;884,89;;32,43;;24,66;;;50,33;251,65;0;0;0;0;278,67;0;;29637,22;;0;;167,77;838,85;;;10;;768,3;110303,5;0;4/2035;1;3618,24;30;0;0;323,14;136,69;670,14;0;0;0;0;;;;;;;;3618,24;;;;;
213;5;2035;2114,6001169969;1938,38;1563,83;23375,57;36,62;;884,89;;32,43;;24,66;;;50,33;301,98;0;0;0;0;277,52;0;;29637,22;;0;;167,77;1006,62;;;10;;768,3;111071,8;0;5/2035;1;3619,57;30;0;0;321,81;136,51;670,14;0;0;0;0;;;;;;;;3619,57;;;;;
214;6;2035;2114,6001169969;1938,38;1563,83;22527,3;35,29;;884,89;;32,43;;24,66;;;50,33;352,31;0;0;0;0;276,38;0;;29637,22;;0;;167,77;1174,39;;;10;;768,3;111840,1;0;6/2035;1;3620,9;30;0;0;320,48;136,32;670,14;0;0;0;0;;;;;;;;3620,9;;;;;
215;7;2035;2114,6001169969;1938,38;1563,83;21677,7;33,96;;884,89;;32,43;;24,91;;;50,83;403,14;0;0;0;0;275,23;0;;29933,59;;0;;169,45;1343,84;;;10;;768,3;112608,4;0;7/2035;1;3646,93;30;0;0;319,15;136,14;670,14;0;0;0;0;;;;;;;;3646,93;;;;;
216;8;2035;2114,6001169969;1938,38;1563,83;20826,77;32,63;;884,89;;32,43;;24,91;;;50,83;453,97;0;0;0;0;276,18;0;;29933,59;;0;;169,45;1513,29;;;10;;765,87;113374,27;0;8/2035;1;3645,83;30;0;0;320,25;136,29;670,14;0;0;0;0;;;;;;;;3645,83;;;;;
217;9;2035;2114,6001169969;1938,38;1563,83;19974,51;31,29;;884,89;;32,43;;24,91;;;50,83;504,8;0;0;0;0;275,02;0;;29933,59;;0;;169,45;1682,74;;;10;;765,87;114140,14;0;9/2035;1;3647,17;30;0;0;318,91;136,11;670,14;0;0;0;0;;;;;;;;3647,17;;;;;
218;10;2035;2114,6001169969;1938,38;1563,83;19120,91;29,96;;884,89;;32,43;;24,91;;;50,83;555,63;0;0;0;0;273,88;0;;29933,59;;0;;169,45;1852,19;;;10;;765,87;114906,01;0;10/2035;1;3648,5;30;0;0;317,58;135,92;670,14;0;0;0;0;;;;;;;;3648,5;;;;;
219;11;2035;2114,6001169969;1938,38;1563,83;18265,98;28,62;;884,89;;32,43;;24,91;;;50,83;606,46;0;0;0;0;272,72;0;;29933,59;;0;;169,45;2021,64;;;10;;765,87;115671,88;0;11/2035;1;3649,84;30;0;0;316,24;135,74;670,14;0;0;0;0;;;;;;;;3649,84;;;;;
220;12;2035;2114,6001169969;1938,38;1563,83;17409,71;27,28;;884,89;;32,43;;24,91;;;50,83;657,29;0;0;0;0;311,57;0;;29933,59;;0;;169,45;2191,09;;;10;;765,87;116437,75;0;0/2036;1;3611,17;30;0;0;314,9;135,56;670,14;0;0;0;0;;;;;;;;3611,17;;;;;
221;1;2036;2139,9753184008;1961,64;1563,83;16552,1;25,93;;884,89;;32,43;;24,91;;;50,83;101,66;0;0;0;0;270,4;0;;29933,59;;0;;169,45;338,9;;;10;;789,13;117226,88;0;1/2036;1;3652,53;30;0;0;313,55;135,37;670,14;0;0;0;0;;;;;;;;3652,53;;;;;
222;2;2036;2139,9753184008;1961,64;1563,83;15693,14;24,59;;884,89;;32,43;;24,91;;;50,83;152,49;0;0;0;0;269,25;0;;29933,59;;0;;169,45;508,35;;;10;;789,13;118016,01;0;2/2036;1;3653,86;30;0;0;312,21;135,19;670,14;0;0;0;0;;;;;;;;3653,86;;;;;
223;3;2036;2139,9753184008;1961,64;1563,83;14832,84;23,24;;884,89;;32,43;;24,91;;;50,83;203,32;0;0;0;0;268,08;0;;29933,59;;0;;169,45;677,8;;;10;;789,13;118805,14;0;3/2036;1;3655,22;30;0;0;310,86;135;670,14;0;0;0;0;;;;;;;;3655,22;;;;;
224;4;2036;2139,9753184008;1961,64;1563,83;13971,19;21,89;;884,89;;32,43;;24,91;;;50,83;254,15;0;0;0;0;266,92;0;;29933,59;;0;;169,45;847,25;;;10;;789,13;119594,27;0;4/2036;1;3656,57;30;0;0;309,51;134,81;670,14;0;0;0;0;;;;;;;;3656,57;;;;;
225;5;2036;2139,9753184008;1961,64;1563,83;13108,19;20,54;;884,89;;32,43;;24,91;;;50,83;304,98;0;0;0;0;265,75;0;;29933,59;;0;;169,45;1016,7;;;10;;789,13;120383,4;0;5/2036;1;3657,92;30;0;0;308,16;134,63;670,14;0;0;0;0;;;;;;;;3657,92;;;;;
226;6;2036;2139,9753184008;1961,64;1563,83;12243,84;19,18;;884,89;;32,43;;24,91;;;50,83;355,81;0;0;0;0;264,58;0;;29933,59;;0;;169,45;1186,15;;;10;;789,13;121172,53;0;6/2036;1;3659,28;30;0;0;306,8;134,44;670,14;0;0;0;0;;;;;;;;3659,28;;;;;
227;7;2036;2139,9753184008;1961,64;1563,83;11378,13;17,83;;884,89;;32,43;;25,16;;;51,34;407,15;0;0;0;0;263,42;0;;30232,93;;0;;171,14;1357,29;;;10;;789,13;121961,66;0;7/2036;1;3685,56;30;0;0;305,45;134,26;670,14;0;0;0;0;;;;;;;;3685,56;;;;;
228;8;2036;2139,9753184008;1961,64;1563,83;10511,07;16,47;;884,89;;32,43;;25,16;;;51,34;458,49;0;0;0;0;264,36;0;;30232,93;;0;;171,14;1528,43;;;10;;786,68;122748,34;0;8/2036;1;3684,47;30;0;0;306,54;134,41;670,14;0;0;0;0;;;;;;;;3684,47;;;;;
229;9;2036;2139,9753184008;1961,64;1563,83;9642,6499999999;15,11;;884,89;;32,43;;25,16;;;51,34;509,83;0;0;0;0;263,18;0;;30232,93;;0;;171,14;1699,57;;;10;;786,68;123535,02;0;9/2036;1;3685,84;30;0;0;305,18;134,22;670,14;0;0;0;0;;;;;;;;3685,84;;;;;
230;10;2036;2139,9753184008;1961,64;1563,83;8772,8699999999;13,74;;884,89;;32,43;;25,16;;;51,34;561,17;0;0;0;0;262;0;;30232,93;;0;;171,14;1870,71;;;10;;786,68;124321,7;0;10/2036;1;3949,21;30;0;0;303,81;134,03;670,14;0;0;0;0;;;;;;;;3949,21;;;;;
231;11;2036;2139,9753184008;1961,64;1563,83;7901,7199999999;12,38;;884,89;;32,43;;25,16;;;51,34;612,51;0;0;0;0;260,83;0;;30232,93;;0;;171,14;2041,85;;;10;;786,68;125108,38;0;11/2036;1;3949,4;30;0;0;302,45;133,84;670,14;0;0;0;0;;;;;;;;3949,4;;;;;
232;12;2036;2139,9753184008;1961,64;1563,83;7029,2099999999;11,01;;884,89;;32,43;;25,16;;;51,34;663,85;0;0;0;0;299,65;0;;30232,93;;0;;171,14;2212,99;;;10;;786,68;125895,06;0;0/2037;1;3649,94;30;0;0;301,08;133,65;670,14;0;0;0;0;;;;;;;;3649,94;;;;;
233;1;2037;2165,6550222216;1985,18;1563,83;6155,3299999999;9,64;;884,89;;32,43;;25,16;;;51,34;102,68;0;0;0;0;258,47;0;;30232,93;;0;;171,14;342,28;;;10;;810,22;126705,28;0;1/2037;1;3949,77;30;0;0;299,71;133,47;670,14;0;0;0;0;;;;;;;;3949,77;;;;;
234;2;2037;2165,6550222216;1985,18;1563,83;5280,0799999999;8,27;;884,89;;32,43;;25,16;;;51,34;154,02;0;0;0;0;257,28;0;;30232,93;;0;;171,14;513,42;;;10;;810,22;127515,5;0;2/2037;1;3949,96;30;0;0;298,34;133,28;670,14;0;0;0;0;;;;;;;;3949,96;;;;;
235;3;2037;2165,6550222216;1985,18;1563,83;4403,4599999999;6,9;;884,89;;32,43;;25,16;;;51,34;205,36;0;0;0;0;256,1;0;;30232,93;;0;;171,14;684,56;;;10;;810,22;128325,72;0;3/2037;1;3950,15;30;0;0;296,97;133,09;670,14;0;0;0;0;;;;;;;;3950,15;;;;;
236;4;2037;2165,6550222216;1985,18;1563,83;3525,4699999999;5,52;;884,89;;32,43;;25,16;;;51,34;256,7;0;0;0;0;254,91;0;;30232,93;;0;;171,14;855,7;;;10;;810,22;129135,94;0;4/2037;1;3950,34;30;0;0;295,59;132,9;670,14;0;0;0;0;;;;;;;;3950,34;;;;;
237;5;2037;2165,6550222216;1985,18;1563,83;2646,0999999999;4,15;;884,89;;32,43;;25,16;;;51,34;308,04;0;0;0;0;253,73;0;;30232,93;;0;;171,14;1026,84;;;10;;810,22;129946,16;0;5/2037;1;3950,53;30;0;0;294,22;132,71;670,14;0;0;0;0;;;;;;;;3950,53;;;;;
238;6;2037;2165,6550222216;1985,18;1563,83;1765,3599999999;2,77;;884,89;;32,43;;25,16;;;51,34;359,38;0;0;0;0;252,54;0;;30232,93;;0;;171,14;1197,98;;;10;;810,22;130756,38;0;6/2037;1;3950,72;30;0;0;292,84;132,52;670,14;0;0;0;0;;;;;;;;3950,72;;;;;
239;7;2037;2165,6550222216;1985,18;1563,83;883,23999999992;1,38;;884,89;;32,43;;25,41;;;51,85;411,23;0;0;0;0;251,34;0;;30535,26;;0;;172,85;1370,83;;;10;;810,22;131566,6;0;7/2037;1;3976,11;30;0;0;291,45;132,33;670,14;0;0;0;0;;;;;;;;3976,11;;;;;
240;8;2037;2165,6550222216;1985,18;1563,83;0;0;;0;;0;;25,41;;;51,85;463,08;0;0;0;0;224,32;0;;30535,26;;0;;172,85;1543,68;;;10;;1725,07;;1200;8/2137;1;3980,42;30;0;0;260,11;128,02;670,14;0;0;0;0;;;;;;;;3980,42;;;;;
241;9;2037;2165,6550222216;1985,18;1563,83;0;0;;0;;0;;25,41;;;51,85;514,93;0;0;0;0;224,32;0;;30535,26;;0;;172,85;1716,53;;;10;;1725,07;;1200;9/2137;1;3980,42;30;0;0;260,11;128,02;670,14;0;0;0;0;;;;;;;;3980,42;;;;;
242;10;2037;2165,6550222216;1985,18;1563,83;0;0;;0;;0;;25,41;;;51,85;566,78;0;0;0;0;224,32;0;;30535,26;;0;;172,85;1889,38;;;10;;1725,07;;1200;10/2137;1;3980,42;30;0;0;260,11;128,02;670,14;0;0;0;0;;;;;;;;3980,42;;;;;
243;11;2037;2165,6550222216;1985,18;1563,83;0;0;;0;;0;;25,41;;;51,85;618,63;0;0;0;0;224,32;0;;30535,26;;0;;172,85;2062,23;;;10;;1725,07;;1200;11/2137;1;3980,42;30;0;0;260,11;128,02;670,14;0;0;0;0;;;;;;;;3980,42;;;;;
244;12;2037;2165,6550222216;1985,18;1563,83;0;0;;0;;0;;25,41;;;51,85;670,48;0;0;0;0;264,32;0;;30535,26;;0;;172,85;2235,08;;;10;;1725,07;;1200;0/2138;1;3716,1;30;0;0;260,11;128,02;670,14;0;0;0;0;;;;;;;;3716,1;;;;;
245;1;2038;2191,6428824883;2009,01;1563,83;0;0;;0;;0;;25,41;;;51,85;103,7;0;0;0;0;224,32;0;;30535,26;;0;;172,85;345,7;;;10;;1748,9;;1200;1/2138;1;3980,42;30;0;0;260,11;128,02;670,14;0;0;0;0;;;;;;;;3980,42;;;;;
246;2;2038;2191,6428824883;2009,01;1563,83;0;0;;0;;0;;25,41;;;51,85;155,55;0;0;0;0;224,32;0;;30535,26;;0;;172,85;518,55;;;10;;1748,9;;1200;2/2138;1;3980,42;30;0;0;260,11;128,02;670,14;0;0;0;0;;;;;;;;3980,42;;;;;
247;3;2038;2191,6428824883;2009,01;1563,83;0;0;;0;;0;;25,41;;;51,85;207,4;0;0;0;0;224,32;0;;30535,26;;0;;172,85;691,4;;;10;;1748,9;;1200;3/2138;1;3980,42;30;0;0;260,11;128,02;670,14;0;0;0;0;;;;;;;;3980,42;;;;;
248;4;2038;2191,6428824883;2009,01;1563,83;0;0;;0;;0;;25,41;;;51,85;259,25;0;0;0;0;224,32;0;;30535,26;;0;;172,85;864,25;;;10;;1748,9;;1200;4/2138;1;3980,42;30;0;0;260,11;128,02;670,14;0;0;0;0;;;;;;;;3980,42;;;;;
249;5;2038;2191,6428824883;2009,01;1563,83;0;0;;0;;0;;25,41;;;51,85;311,1;0;0;0;0;224,32;0;;30535,26;;0;;172,85;1037,1;;;10;;1748,9;;1200;5/2138;1;4072,65;30;0;0;260,11;35,79;0;0;0;0;0;;;;;;;;4072,65;;;;;
250;6;2038;2191,6428824883;2009,01;1563,83;0;0;;0;;0;;25,41;;;51,85;362,95;0;0;0;0;224,32;0;;30535,26;;0;;172,85;1209,95;;;10;;1748,9;;1200;6/2138;1;4072,65;30;0;0;260,11;35,79;0;0;0;0;0;;;;;;;;4072,65;;;;;
251;7;2038;2191,6428824883;2009,01;1563,83;0;0;;0;;0;;25,66;;;52,37;415,32;0;0;0;0;224,32;0;;30840,61;;0;;174,58;1384,53;;;10;;1748,9;;1200;7/2138;1;4098,09;30;0;0;260,11;35,79;0;0;0;0;0;;;;;;;;4098,09;;;;;
252;8;2038;2191,6428824883;2009,01;1563,83;0;0;;0;;0;;25,66;;;52,37;467,69;0;0;0;0;226,47;0;;30840,61;;0;;174,58;1559,11;;;10;;1746,4;;1200;8/2138;1;4097,74;30;0;0;262,61;36,14;0;0;0;0;0;;;;;;;;4097,74;;;;;
253;9;2038;2191,6428824883;2009,01;1563,83;0;0;;0;;0;;25,66;;;52,37;520,06;0;0;0;0;226,47;0;;30840,61;;0;;174,58;1733,69;;;10;;1746,4;;1200;9/2138;1;4097,74;30;0;0;262,61;36,14;0;0;0;0;0;;;;;;;;4097,74;;;;;
254;10;2038;2191,6428824883;2009,01;1563,83;0;0;;0;;0;;25,66;;;52,37;572,43;0;0;0;0;226,47;0;;30840,61;;0;;174,58;1908,27;;;10;;1746,4;;1200;10/2138;1;4097,74;30;0;0;262,61;36,14;0;0;0;0;0;;;;;;;;4097,74;;;;;
255;11;2038;2191,6428824883;2009,01;1563,83;0;0;;0;;0;;25,66;;;52,37;624,8;0;0;0;0;226,47;0;;30840,61;;0;;174,58;2082,85;;;10;;1746,4;;1200;11/2138;1;4097,74;30;0;0;262,61;36,14;0;0;0;0;0;;;;;;;;4097,74;;;;;
256;12;2038;2191,6428824883;2009,01;1563,83;0;0;;0;;0;;25,66;;;52,37;677,17;0;0;0;0;266,47;0;;30840,61;;0;;174,58;2257,43;;;10;;1746,4;;1200;0/2139;1;3831,27;30;0;0;262,61;36,14;0;0;0;0;0;;;;;;;;3831,27;;;;;
257;1;2039;2217,9425970782;2033,11;1563,83;0;0;;0;;0;;25,66;;;52,37;104,74;0;0;0;0;226,47;0;;30840,61;;0;;174,58;349,16;;;10;;1770,5;;1200;1/2139;1;4097,74;30;0;0;262,61;36,14;0;0;0;0;0;;;;;;;;4097,74;;;;;
258;2;2039;2217,9425970782;2033,11;1563,83;0;0;;0;;0;;25,66;;;52,37;157,11;0;0;0;0;226,47;0;;30840,61;;0;;174,58;523,74;;;10;;1770,5;;1200;2/2139;1;4097,74;30;0;0;262,61;36,14;0;0;0;0;0;;;;;;;;4097,74;;;;;
259;3;2039;2217,9425970782;2033,11;1563,83;0;0;;0;;0;;25,66;;;52,37;209,48;0;0;0;0;226,47;0;;30840,61;;0;;174,58;698,32;;;10;;1770,5;;1200;3/2139;1;4097,74;30;0;0;262,61;36,14;0;0;0;0;0;;;;;;;;4097,74;;;;;
260;4;2039;2217,9425970782;2033,11;1563,83;0;0;;0;;0;;25,66;;;52,37;261,85;0;0;0;0;226,47;0;;30840,61;;0;;174,58;872,9;;;10;;1770,5;;1200;4/2139;1;4097,74;30;0;0;262,61;36,14;0;0;0;0;0;;;;;;;;4097,74;;;;;
261;5;2039;2217,9425970782;2033,11;1563,83;0;0;;0;;0;;25,66;;;52,37;314,22;0;0;0;0;226,47;0;;30840,61;;0;;174,58;1047,48;;;10;;1770,5;;1200;5/2139;1;4097,74;30;0;0;262,61;36,14;0;0;0;0;0;;;;;;;;4097,74;;;;;
262;6;2039;2217,9425970782;2033,11;1563,83;0;0;;0;;0;;25,66;;;52,37;366,59;0;0;0;0;226,47;0;;30840,61;;0;;174,58;1222,06;;;10;;1770,5;;1200;6/2139;1;4097,74;30;0;0;262,61;36,14;0;0;0;0;0;;;;;;;;4097,74;;;;;
263;7;2039;2217,9425970782;2033,11;1563,83;0;0;;0;;0;;25,92;;;52,89;419,48;0;0;0;0;226,47;0;;31149,02;;0;;176,33;1398,39;;;10;;1770,5;;1200;7/2139;1;4123,44;30;0;0;262,61;36,14;0;0;0;0;0;;;;;;;;4123,44;;;;;
264;8;2039;2217,9425970782;2033,11;1563,83;0;0;;0;;0;;25,92;;;52,89;472,37;0;0;0;0;228,65;0;;31149,02;;0;;176,33;1574,72;;;10;;1767,97;;1200;8/2139;1;4123,09;30;0;0;265,14;36,49;0;0;0;0;0;;;;;;;;4123,09;;;;;
265;9;2039;2217,9425970782;2033,11;1563,83;0;0;;0;;0;;25,92;;;52,89;525,26;0;0;0;0;228,65;0;;31149,02;;0;;176,33;1751,05;;;10;;1767,97;;1200;9/2139;1;4123,09;30;0;0;265,14;36,49;0;0;0;0;0;;;;;;;;4123,09;;;;;
266;10;2039;2217,9425970782;2033,11;1563,83;0;0;;0;;0;;25,92;;;52,89;578,15;0;0;0;0;228,65;0;;31149,02;;0;;176,33;1927,38;;;10;;1767,97;;1200;10/2139;1;4123,09;30;0;0;265,14;36,49;0;0;0;0;0;;;;;;;;4123,09;;;;;
267;11;2039;2217,9425970782;2033,11;1563,83;0;0;;0;;0;;25,92;;;52,89;631,04;0;0;0;0;228,65;0;;31149,02;;0;;176,33;2103,71;;;10;;1767,97;;1200;11/2139;1;4123,09;30;0;0;265,14;36,49;0;0;0;0;0;;;;;;;;4123,09;;;;;
268;12;2039;2217,9425970782;2033,11;1563,83;0;0;;0;;0;;25,92;;;52,89;683,93;0;0;0;0;268,65;0;;31149,02;;0;;176,33;2280,04;;;10;;1767,97;;1200;0/2140;1;3854,44;30;0;0;265,14;36,49;0;0;0;0;0;;;;;;;;3854,44;;;;;
269;1;2040;2244,5579082431;2057,51;1563,83;0;0;;0;;0;;25,92;;;52,89;105,78;0;0;0;0;228,65;0;;31149,02;;0;;176,33;352,66;;;10;;1792,37;;1200;1/2140;1;4123,09;30;0;0;265,14;36,49;0;0;0;0;0;;;;;;;;4123,09;;;;;
270;2;2040;2244,5579082431;2057,51;1563,83;0;0;;0;;0;;25,92;;;52,89;158,67;0;0;0;0;228,65;0;;31149,02;;0;;176,33;528,99;;;10;;1792,37;;1200;2/2140;1;4123,09;30;0;0;265,14;36,49;0;0;0;0;0;;;;;;;;4123,09;;;;;
271;3;2040;2244,5579082431;2057,51;1563,83;0;0;;0;;0;;25,92;;;52,89;211,56;0;0;0;0;228,65;0;;31149,02;;0;;176,33;705,32;;;10;;1792,37;;1200;3/2140;1;4123,09;30;0;0;265,14;36,49;0;0;0;0;0;;;;;;;;4123,09;;;;;
272;4;2040;2244,5579082431;2057,51;1563,83;0;0;;0;;0;;25,92;;;52,89;264,45;0;0;0;0;228,65;0;;31149,02;;0;;176,33;881,65;;;10;;1792,37;;1200;4/2140;1;4123,09;30;0;0;265,14;36,49;0;0;0;0;0;;;;;;;;4123,09;;;;;
273;5;2040;2244,5579082431;2057,51;1563,83;0;0;;0;;0;;25,92;;;52,89;317,34;0;0;0;0;228,65;0;;31149,02;;0;;176,33;1057,98;;;10;;1792,37;;1200;5/2140;1;4123,09;30;0;0;265,14;36,49;0;0;0;0;0;;;;;;;;4123,09;;;;;
274;6;2040;2244,5579082431;2057,51;1563,83;0;0;;0;;0;;25,92;;;52,89;370,23;0;0;0;0;228,65;0;;31149,02;;0;;176,33;1234,31;;;10;;1792,37;;1200;6/2140;1;4123,09;30;0;0;265,14;36,49;0;0;0;0;0;;;;;;;;4123,09;;;;;
275;7;2040;2244,5579082431;2057,51;1563,83;0;0;;0;;0;;26,18;;;53,42;423,65;0;0;0;0;228,65;0;;31460,51;;0;;178,09;1412,4;;;10;;1792,37;;1200;7/2140;1;4149,05;30;0;0;265,14;36,49;0;0;0;0;0;;;;;;;;4149,05;;;;;
276;8;2040;2244,5579082431;2057,51;1563,83;0;0;;0;;0;;26,18;;;53,42;477,07;0;0;0;0;230,85;0;;31460,51;;0;;178,09;1590,49;;;10;;1789,82;;1200;8/2140;1;4148,7;30;0;0;267,69;36,84;0;0;0;0;0;;;;;;;;4148,7;;;;;
277;9;2040;2244,5579082431;2057,51;1563,83;0;0;;0;;0;;26,18;;;53,42;530,49;0;0;0;0;230,85;0;;31460,51;;0;;178,09;1768,58;;;10;;1789,82;;1200;9/2140;1;4148,7;30;0;0;267,69;36,84;0;0;0;0;0;;;;;;;;4148,7;;;;;
278;10;2040;2244,5579082431;2057,51;1563,83;0;0;;0;;0;;26,18;;;53,42;583,91;0;0;0;0;230,85;0;;31460,51;;0;;178,09;1946,67;;;10;;1789,82;;1200;10/2140;1;4148,7;30;0;0;267,69;36,84;0;0;0;0;0;;;;;;;;4148,7;;;;;
279;11;2040;2244,5579082431;2057,51;1563,83;0;0;;0;;0;;26,18;;;53,42;637,33;0;0;0;0;230,85;0;;31460,51;;0;;178,09;2124,76;;;10;;1789,82;;1200;11/2140;1;4148,7;30;0;0;267,69;36,84;0;0;0;0;0;;;;;;;;4148,7;;;;;
280;12;2040;2244,5579082431;2057,51;1563,83;0;0;;0;;0;;26,18;;;53,42;690,75;0;0;0;0;270,85;0;;31460,51;;0;;178,09;2302,85;;;10;;1789,82;;1200;0/2141;1;3877,85;30;0;0;267,69;36,84;0;0;0;0;0;;;;;;;;3877,85;;;;;
281;1;2041;2271,492603142;2082,2;1563,83;0;0;;0;;0;;26,18;;;53,42;106,84;0;0;0;0;230,85;0;;31460,51;;0;;178,09;356,18;;;10;;1814,51;;1200;1/2141;1;4148,7;30;0;0;267,69;36,84;0;0;0;0;0;;;;;;;;4148,7;;;;;
282;2;2041;2271,492603142;2082,2;1563,83;0;0;;0;;0;;26,18;;;53,42;160,26;0;0;0;0;230,85;0;;31460,51;;0;;178,09;534,27;;;10;;1814,51;;1200;2/2141;1;4148,7;30;0;0;267,69;36,84;0;0;0;0;0;;;;;;;;4148,7;;;;;
283;3;2041;2271,492603142;2082,2;1563,83;0;0;;0;;0;;26,18;;;53,42;213,68;0;0;0;0;230,85;0;;31460,51;;0;;178,09;712,36;;;10;;1814,51;;1200;3/2141;1;4148,7;30;0;0;267,69;36,84;0;0;0;0;0;;;;;;;;4148,7;;;;;
284;4;2041;2271,492603142;2082,2;1563,83;0;0;;0;;0;;26,18;;;53,42;267,1;0;0;0;0;230,85;0;;31460,51;;0;;178,09;890,45;;;10;;1814,51;;1200;4/2141;1;4148,7;30;0;0;267,69;36,84;0;0;0;0;0;;;;;;;;4148,7;;;;;
285;5;2041;2271,492603142;2082,2;1563,83;0;0;;0;;0;;26,18;;;53,42;320,52;0;0;0;0;230,85;0;;31460,51;;0;;178,09;1068,54;;;10;;1814,51;;1200;5/2141;1;4148,7;30;0;0;267,69;36,84;0;0;0;0;0;;;;;;;;4148,7;;;;;
286;6;2041;2271,492603142;2082,2;1563,83;0;0;;0;;0;;26,18;;;53,42;373,94;0;0;0;0;230,85;0;;31460,51;;0;;178,09;1246,63;;;10;;1814,51;;1200;6/2141;1;4148,7;30;0;0;267,69;36,84;0;0;0;0;0;;;;;;;;4148,7;;;;;
287;7;2041;2271,492603142;2082,2;1563,83;0;0;;0;;0;;26,44;;;53,95;427,89;0;0;0;0;230,85;0;;31775,12;;0;;179,87;1426,5;;;10;;1814,51;;1200;7/2141;1;4174,92;30;0;0;267,69;36,84;0;0;0;0;0;;;;;;;;4174,92;;;;;
288;8;2041;2271,492603142;2082,2;1563,83;0;0;;0;;0;;26,44;;;53,95;481,84;0;0;0;0;233,07;0;;31775,12;;0;;179,87;1606,37;;;10;;1811,94;;1200;8/2141;1;4174,57;30;0;0;270,26;37,19;0;0;0;0;0;;;;;;;;4174,57;;;;;
289;9;2041;2271,492603142;2082,2;1563,83;0;0;;0;;0;;26,44;;;53,95;535,79;0;0;0;0;233,07;0;;31775,12;;0;;179,87;1786,24;;;10;;1811,94;;1200;9/2141;1;4174,57;30;0;0;270,26;37,19;0;0;0;0;0;;;;;;;;4174,57;;;;;
290;10;2041;2271,492603142;2082,2;1563,83;0;0;;0;;0;;26,44;;;53,95;589,74;0;0;0;0;233,07;0;;31775,12;;0;;179,87;1966,11;;;10;;1811,94;;1200;10/2141;1;4174,57;30;0;0;270,26;37,19;0;0;0;0;0;;;;;;;;4174,57;;;;;
291;11;2041;2271,492603142;2082,2;1563,83;0;0;;0;;0;;26,44;;;53,95;643,69;0;0;0;0;233,07;0;;31775,12;;0;;179,87;2145,98;;;10;;1811,94;;1200;11/2141;1;4174,57;30;0;0;270,26;37,19;0;0;0;0;0;;;;;;;;4174,57;;;;;
292;12;2041;2271,492603142;2082,2;1563,83;0;0;;0;;0;;26,44;;;53,95;697,64;0;0;0;0;273,07;0;;31775,12;;0;;179,87;2325,85;;;10;;1811,94;;1200;0/2142;1;3901,5;30;0;0;270,26;37,19;0;0;0;0;0;;;;;;;;3901,5;;;;;
293;1;2042;2298,7505143797;2107,19;1563,83;0;0;;0;;0;;26,44;;;53,95;107,9;0;0;0;0;233,07;0;;31775,12;;0;;179,87;359,74;;;10;;1836,93;;1200;1/2142;1;4174,57;30;0;0;270,26;37,19;0;0;0;0;0;;;;;;;;4174,57;;;;;
294;2;2042;2298,7505143797;2107,19;1563,83;0;0;;0;;0;;26,44;;;53,95;161,85;0;0;0;0;233,07;0;;31775,12;;0;;179,87;539,61;;;10;;1836,93;;1200;2/2142;1;4174,57;30;0;0;270,26;37,19;0;0;0;0;0;;;;;;;;4174,57;;;;;
295;3;2042;2298,7505143797;2107,19;1563,83;0;0;;0;;0;;26,44;;;53,95;215,8;0;0;0;0;233,07;0;;31775,12;;0;;179,87;719,48;;;10;;1836,93;;1200;3/2142;1;4174,57;30;0;0;270,26;37,19;0;0;0;0;0;;;;;;;;4174,57;;;;;
296;4;2042;2298,7505143797;2107,19;1563,83;0;0;;0;;0;;26,44;;;53,95;269,75;0;0;0;0;233,07;0;;31775,12;;0;;179,87;899,35;;;10;;1836,93;;1200;4/2142;1;4174,57;30;0;0;270,26;37,19;0;0;0;0;0;;;;;;;;4174,57;;;;;
297;5;2042;2298,7505143797;2107,19;1563,83;0;0;;0;;0;;26,44;;;53,95;323,7;0;0;0;0;233,07;0;;31775,12;;0;;179,87;1079,22;;;10;;1836,93;;1200;5/2142;1;4174,57;30;0;0;270,26;37,19;0;0;0;0;0;;;;;;;;4174,57;;;;;
